rule,family,mode,pool,level,level_loose,k,window,frames,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,union_tp,union_coverage_share,median_confirmation_delay,alarms
quorum|per_task|all12|selected|selected|1|0|1,quorum,per_task,all12,selected,selected,1,0,1,406,194,0.8336755646817249,0.013554111646754699,0.6766666666666666,108,152,0.4153846153846154,0.2660098522167488,0.4417093831069176,1.5319273090987897,406,1.0,0.0,600
cascade|global|all12|0.96|0.6|3|2|1,cascade,global,all12,0.96,0.6,3,2,1,89,50,0.18275154004106775,0.003493327744008943,0.6402877697841727,22,41,0.3492063492063492,0.24719101123595505,0.38704455355296086,1.6542999091616453,486,0.1831275720164609,5.0,139
cascade|global|all12|0.96|0.6|3|2|2,cascade,global,all12,0.96,0.6,3,2,2,87,48,0.17864476386036962,0.003353594634248585,0.6444444444444445,21,39,0.35,0.2413793103448276,0.3892585351106587,1.6555692073938502,486,0.17901234567901234,5.0,135
cascade|global|all12|0.96|0.6|3|4|1,cascade,global,all12,0.96,0.6,3,4,1,167,74,0.34291581108829566,0.005170125061133236,0.6929460580912863,29,61,0.32222222222222224,0.17365269461077845,0.46489329835496024,1.4905486066228488,486,0.3436213991769547,7.0,241
cascade|global|all12|0.96|0.6|3|4|2,cascade,global,all12,0.96,0.6,3,4,2,163,73,0.3347022587268994,0.005100258506253057,0.690677966101695,29,60,0.3258426966292135,0.17791411042944785,0.4625582741413756,1.4931696279431317,486,0.33539094650205764,7.0,236
cascade|global|all12|0.96|0.6|3|8|1,cascade,global,all12,0.96,0.6,3,8,1,259,91,0.5318275154004107,0.006357856494096276,0.74,49,68,0.4188034188034188,0.1891891891891892,0.48015499660500627,1.5411690084082412,486,0.5329218106995884,8.0,350
cascade|global|all12|0.96|0.6|3|8|2,cascade,global,all12,0.96,0.6,3,8,2,255,91,0.5236139630390144,0.006357856494096276,0.7369942196531792,49,68,0.4188034188034188,0.19215686274509805,0.4778133572352111,1.542431178395003,486,0.5246913580246914,8.0,346
cascade|global|all12|0.96|0.6|3|-1|1,cascade,global,all12,0.96,0.6,3,-1,1,391,116,0.8028747433264887,0.008104520366100747,0.7712031558185405,65,77,0.45774647887323944,0.16624040920716113,0.5155279103168351,1.4959484062551949,486,0.8045267489711934,10.0,507
cascade|global|all12|0.96|0.6|3|-1|2,cascade,global,all12,0.96,0.6,3,-1,2,391,116,0.8028747433264887,0.008104520366100747,0.7712031558185405,65,77,0.45774647887323944,0.16624040920716113,0.5155279103168351,1.4959484062551949,486,0.8045267489711934,10.0,507
cascade|global|all12|0.96|0.7|2|0|1,cascade,global,all12,0.96,0.7,2,0,1,28,24,0.057494866529774126,0.0016767973171242926,0.5384615384615384,8,21,0.27586206896551724,0.2857142857142857,0.33358605918840656,1.6141607948832777,484,0.05785123966942149,2.0,52
cascade|global|all12|0.96|0.7|2|0|2,cascade,global,all12,0.96,0.7,2,0,2,16,16,0.03285420944558522,0.0011178648780828617,0.5,7,15,0.3181818181818182,0.4375,0.25398614525446583,1.9686113173577073,484,0.03305785123966942,2.0,32
cascade|global|all12|0.96|0.7|2|1|1,cascade,global,all12,0.96,0.7,2,1,1,127,48,0.26078028747433263,0.003353594634248585,0.7257142857142858,34,38,0.4722222222222222,0.2677165354330709,0.42193612621516907,1.7199624318117834,484,0.26239669421487605,4.0,175
cascade|global|all12|0.96|0.7|2|1|2,cascade,global,all12,0.96,0.7,2,1,2,90,34,0.18480492813141683,0.0023754628659260813,0.7258064516129032,27,27,0.5,0.3,0.4113506924463401,1.7644468939543192,484,0.1859504132231405,3.0,124
cascade|global|all12|0.96|0.7|2|2|1,cascade,global,all12,0.96,0.7,2,2,1,206,75,0.42299794661190965,0.005239991616013414,0.7330960854092526,50,60,0.45454545454545453,0.24271844660194175,0.45299066145535155,1.618347016368922,484,0.4256198347107438,5.0,281
cascade|global|all12|0.96|0.7|2|2|2,cascade,global,all12,0.96,0.7,2,2,2,164,54,0.33675564681724846,0.0037727939635296584,0.7522935779816514,37,41,0.47435897435897434,0.22560975609756098,0.45962934923998683,1.6367396451632061,484,0.33884297520661155,6.0,218
cascade|global|all12|0.96|0.7|2|4|1,cascade,global,all12,0.96,0.7,2,4,1,260,93,0.5338809034907598,0.006497589603856634,0.7365439093484419,57,72,0.4418604651162791,0.21923076923076923,0.4790438788513944,1.537529111350836,484,0.5371900826446281,6.0,353
cascade|global|all12|0.96|0.7|2|4|2,cascade,global,all12,0.96,0.7,2,4,2,222,75,0.45585215605749485,0.005239991616013414,0.7474747474747475,45,56,0.44554455445544555,0.20270270270270271,0.49087245793067036,1.522747376428113,484,0.45867768595041325,6.0,297
cascade|global|all12|0.96|0.7|2|8|1,cascade,global,all12,0.96,0.7,2,8,1,326,113,0.6694045174537988,0.00789492070146021,0.7425968109339408,71,78,0.47651006711409394,0.21779141104294478,0.46918288077253106,1.5827448983458672,484,0.6735537190082644,7.0,439
cascade|global|all12|0.96|0.7|2|8|2,cascade,global,all12,0.96,0.7,2,8,2,303,94,0.62217659137577,0.006567456158736813,0.7632241813602015,58,64,0.47540983606557374,0.19141914191419143,0.4987890871570097,1.530154129294237,484,0.6260330578512396,8.0,397
cascade|global|all12|0.96|0.7|2|-1|1,cascade,global,all12,0.96,0.7,2,-1,1,401,122,0.8234086242299795,0.00852371969538182,0.7667304015296367,73,83,0.46794871794871795,0.18204488778054864,0.5052094381626112,1.5176486098877076,484,0.8285123966942148,8.0,523
cascade|global|all12|0.96|0.7|2|-1|2,cascade,global,all12,0.96,0.7,2,-1,2,380,114,0.7802874743326489,0.007964787256340389,0.7692307692307693,65,73,0.47101449275362317,0.17105263157894737,0.5186860629792396,1.4830372823446343,484,0.7851239669421488,9.0,494
cascade|global|all12|0.96|0.7|3|0|1,cascade,global,all12,0.96,0.7,3,0,1,4,9,0.008213552361396304,0.0006287989939216097,0.3076923076923077,2,8,0.2,0.5,0.18653546567593943,1.6495110277144251,484,0.008264462809917356,2.0,13
cascade|global|all12|0.96|0.7|3|0|2,cascade,global,all12,0.96,0.7,3,0,2,4,9,0.008213552361396304,0.0006287989939216097,0.3076923076923077,2,8,0.2,0.5,0.18653546567593943,1.6495110277144251,484,0.008264462809917356,2.0,13
cascade|global|all12|0.96|0.7|3|1|1,cascade,global,all12,0.96,0.7,3,1,1,55,25,0.11293634496919917,0.0017466638720044715,0.6875,19,20,0.48717948717948717,0.34545454545454546,0.3457192546461557,1.9886077814892245,484,0.11363636363636363,2.0,80
cascade|global|all12|0.96|0.7|3|1|2,cascade,global,all12,0.96,0.7,3,1,2,55,23,0.11293634496919917,0.0016069307622441137,0.7051282051282052,19,18,0.5135135135135135,0.34545454545454546,0.352646713981997,1.9995314777389441,484,0.11363636363636363,2.0,78
cascade|global|all12|0.96|0.7|3|2|1,cascade,global,all12,0.96,0.7,3,2,1,108,45,0.22176591375770022,0.0031439949696080486,0.7058823529411765,20,34,0.37037037037037035,0.18518518518518517,0.4223840666265749,1.6711860335518747,484,0.2231404958677686,5.0,153
cascade|global|all12|0.96|0.7|3|2|2,cascade,global,all12,0.96,0.7,3,2,2,107,42,0.21971252566735114,0.002934395304967512,0.7181208053691275,19,31,0.38,0.17757009345794392,0.4308468684666058,1.6667657535145524,484,0.22107438016528927,5.0,149
cascade|global|all12|0.96|0.7|3|4|1,cascade,global,all12,0.96,0.7,3,4,1,162,67,0.3326488706365503,0.0046810591769719835,0.7074235807860262,29,52,0.35802469135802467,0.17901234567901234,0.44646050119756914,1.5845154921621494,484,0.3347107438016529,4.0,229
cascade|global|all12|0.96|0.7|3|4|2,cascade,global,all12,0.96,0.7,3,4,2,162,64,0.3326488706365503,0.004471459512331447,0.7168141592920354,29,49,0.3717948717948718,0.17901234567901234,0.4508414234344574,1.5899474228242576,484,0.3347107438016529,4.0,226
cascade|global|all12|0.96|0.7|3|8|1,cascade,global,all12,0.96,0.7,3,8,1,250,83,0.5133470225872689,0.005798924055054846,0.7507507507507507,46,59,0.4380952380952381,0.184,0.4785460500144865,1.5688161060529577,484,0.5165289256198347,7.0,333
cascade|global|all12|0.96|0.7|3|8|2,cascade,global,all12,0.96,0.7,3,8,2,249,80,0.5112936344969199,0.005589324390414309,0.756838905775076,46,56,0.45098039215686275,0.18473895582329317,0.4819887161353011,1.5702419588649053,484,0.5144628099173554,7.0,329
cascade|global|all12|0.96|0.7|3|-1|1,cascade,global,all12,0.96,0.7,3,-1,1,373,108,0.7659137577002053,0.007545587927059317,0.7754677754677755,58,67,0.464,0.1554959785522788,0.5227043310777273,1.483568681875838,484,0.7706611570247934,9.0,481
cascade|global|all12|0.96|0.7|3|-1|2,cascade,global,all12,0.96,0.7,3,-1,2,373,107,0.7659137577002053,0.007475721372179138,0.7770833333333333,58,66,0.46774193548387094,0.1554959785522788,0.5234114257072348,1.484651070204164,484,0.7706611570247934,9.0,480
cascade|global|all12|0.96|0.75|2|0|1,cascade,global,all12,0.96,0.75,2,0,1,42,25,0.08624229979466119,0.0017466638720044715,0.6268656716417911,11,21,0.34375,0.2619047619047619,0.3589007134276552,1.7466269867645454,483,0.08695652173913043,3.0,67
cascade|global|all12|0.96|0.75|2|0|2,cascade,global,all12,0.96,0.75,2,0,2,23,15,0.04722792607802875,0.0010479983232026828,0.6052631578947368,10,13,0.43478260869565216,0.43478260869565216,0.27742554311148426,2.1817138793579294,483,0.047619047619047616,2.0,38
cascade|global|all12|0.96|0.75|2|1|1,cascade,global,all12,0.96,0.75,2,1,1,146,53,0.2997946611909651,0.0037029274086494797,0.7336683417085427,41,41,0.5,0.2808219178082192,0.42297317676380675,1.7345505152877148,483,0.3022774327122153,4.0,199
cascade|global|all12|0.96|0.75|2|1|2,cascade,global,all12,0.96,0.75,2,1,2,108,39,0.22176591375770022,0.0027247956403269754,0.7346938775510204,31,29,0.5166666666666667,0.28703703703703703,0.43017492066546176,1.7078956542015076,483,0.2236024844720497,4.0,147
cascade|global|all12|0.96|0.75|2|2|1,cascade,global,all12,0.96,0.75,2,2,1,219,77,0.44969199178644764,0.0053797247257737725,0.7398648648648649,54,61,0.46956521739130436,0.2465753424657534,0.45615964707120804,1.6219428211486877,483,0.453416149068323,4.0,296
cascade|global|all12|0.96|0.75|2|2|2,cascade,global,all12,0.96,0.75,2,2,2,178,54,0.3655030800821355,0.0037727939635296584,0.7672413793103449,39,40,0.4936708860759494,0.21910112359550563,0.48372045706271194,1.5861255568334913,483,0.36853002070393376,6.0,232
cascade|global|all12|0.96|0.75|2|4|1,cascade,global,all12,0.96,0.75,2,4,1,273,95,0.5605749486652978,0.006637322713616991,0.7418478260869565,64,75,0.460431654676259,0.23443223443223443,0.46772791643856776,1.5860670274625188,483,0.5652173913043478,5.0,368
cascade|global|all12|0.96|0.75|2|4|2,cascade,global,all12,0.96,0.75,2,4,2,242,75,0.49691991786447637,0.005239991616013414,0.7634069400630915,52,57,0.47706422018348627,0.21487603305785125,0.4940544003455238,1.5451880188278706,483,0.5010351966873706,6.0,317
cascade|global|all12|0.96|0.75|2|8|1,cascade,global,all12,0.96,0.75,2,8,1,343,110,0.704312114989733,0.007685321036819674,0.7571743929359823,71,77,0.4797297297297297,0.20699708454810495,0.4751701230118585,1.5934806425468084,483,0.7101449275362319,7.0,453
cascade|global|all12|0.96|0.75|2|8|2,cascade,global,all12,0.96,0.75,2,8,2,319,87,0.6550308008213552,0.0060783902745755606,0.7857142857142857,58,59,0.49572649572649574,0.18181818181818182,0.5086494570855924,1.5447068207173384,483,0.660455486542443,7.0,406
cascade|global|all12|0.96|0.75|2|-1|1,cascade,global,all12,0.96,0.75,2,-1,1,395,118,0.811088295687885,0.008244253475861106,0.7699805068226121,71,81,0.46710526315789475,0.17974683544303796,0.5058686090410139,1.5220958427965727,483,0.8178053830227743,8.0,513
cascade|global|all12|0.96|0.75|2|-1|2,cascade,global,all12,0.96,0.75,2,-1,2,374,106,0.7679671457905544,0.007405854817298959,0.7791666666666667,63,69,0.4772727272727273,0.16844919786096257,0.5238480153984552,1.4873907006672693,483,0.7743271221532091,9.0,480
cascade|global|all12|0.96|0.75|3|0|1,cascade,global,all12,0.96,0.75,3,0,1,6,11,0.012320328542094456,0.0007685321036819675,0.35294117647058826,3,10,0.23076923076923078,0.5,0.15447953509516466,2.284711539642869,483,0.012422360248447204,2.0,17
cascade|global|all12|0.96|0.75|3|0|2,cascade,global,all12,0.96,0.75,3,0,2,6,11,0.012320328542094456,0.0007685321036819675,0.35294117647058826,3,10,0.23076923076923078,0.5,0.15447953509516466,2.284711539642869,483,0.012422360248447204,2.0,17
cascade|global|all12|0.96|0.75|3|1|1,cascade,global,all12,0.96,0.75,3,1,1,64,26,0.13141683778234087,0.0018165304268846503,0.7111111111111111,20,19,0.5128205128205128,0.3125,0.3672159944078425,1.9364927506979095,483,0.13250517598343686,4.0,90
cascade|global|all12|0.96|0.75|3|1|2,cascade,global,all12,0.96,0.75,3,1,2,64,25,0.13141683778234087,0.0017466638720044715,0.7191011235955056,20,18,0.5263157894736842,0.3125,0.3702465482080165,1.9422223571723654,483,0.13250517598343686,4.0,89
cascade|global|all12|0.96|0.75|3|2|1,cascade,global,all12,0.96,0.75,3,2,1,110,43,0.22587268993839835,0.0030042618598476907,0.7189542483660131,23,32,0.41818181818181815,0.20909090909090908,0.4300138205946763,1.6719328866494436,483,0.2277432712215321,4.0,153
cascade|global|all12|0.96|0.75|3|2|2,cascade,global,all12,0.96,0.75,3,2,2,110,43,0.22587268993839835,0.0030042618598476907,0.7189542483660131,23,32,0.41818181818181815,0.20909090909090908,0.4300138205946763,1.6719328866494436,483,0.2277432712215321,4.0,153
cascade|global|all12|0.96|0.75|3|4|1,cascade,global,all12,0.96,0.75,3,4,1,171,58,0.351129363449692,0.004052260183050374,0.7467248908296943,37,44,0.4567901234567901,0.21637426900584794,0.45030274567081946,1.6582730130088204,483,0.35403726708074534,4.0,229
cascade|global|all12|0.96|0.75|3|4|2,cascade,global,all12,0.96,0.75,3,4,2,170,58,0.3490759753593429,0.004052260183050374,0.7456140350877193,37,44,0.4567901234567901,0.21764705882352942,0.4504746388048532,1.6551742781034144,483,0.35196687370600416,4.0,228
cascade|global|all12|0.96|0.75|3|8|1,cascade,global,all12,0.96,0.75,3,8,1,248,73,0.5092402464065708,0.005100258506253057,0.7725856697819314,48,50,0.4897959183673469,0.1935483870967742,0.48871079414282853,1.5808647548638732,483,0.5134575569358178,6.0,321
cascade|global|all12|0.96|0.75|3|8|2,cascade,global,all12,0.96,0.75,3,8,2,247,73,0.5071868583162218,0.005100258506253057,0.771875,48,50,0.4897959183673469,0.19433198380566802,0.48906412000769955,1.5782695324037428,483,0.5113871635610766,6.0,320
cascade|global|all12|0.96|0.75|3|-1|1,cascade,global,all12,0.96,0.75,3,-1,1,364,97,0.7474332648870636,0.0067770558233773495,0.789587852494577,54,60,0.47368421052631576,0.14835164835164835,0.5368467184757337,1.4707882628703588,483,0.7536231884057971,9.0,461
cascade|global|all12|0.96|0.75|3|-1|2,cascade,global,all12,0.96,0.75,3,-1,2,364,97,0.7474332648870636,0.0067770558233773495,0.789587852494577,54,60,0.47368421052631576,0.14835164835164835,0.5368467184757337,1.4707882628703588,483,0.7536231884057971,9.0,461
cascade|global|all12|0.96|0.8|2|0|1,cascade,global,all12,0.96,0.8,2,0,1,54,32,0.11088295687885011,0.0022357297561657235,0.627906976744186,18,27,0.4,0.3333333333333333,0.3220160254493436,1.9499246221302182,482,0.11203319502074689,1.0,86
cascade|global|all12|0.96|0.8|2|0|2,cascade,global,all12,0.96,0.8,2,0,2,36,22,0.07392197125256673,0.001537064207363935,0.6206896551724138,15,19,0.4411764705882353,0.4166666666666667,0.3007722927037424,2.0636530366305608,482,0.07468879668049792,1.0,58
cascade|global|all12|0.96|0.8|2|1|1,cascade,global,all12,0.96,0.8,2,1,1,164,59,0.33675564681724846,0.004122126737930553,0.7354260089686099,47,47,0.5,0.2865853658536585,0.41323653683473627,1.7796732462278022,482,0.34024896265560167,2.0,223
cascade|global|all12|0.96|0.8|2|1|2,cascade,global,all12,0.96,0.8,2,1,2,128,43,0.26283367556468173,0.0030042618598476907,0.7485380116959064,39,34,0.5342465753424658,0.3046875,0.421516950839107,1.7758194782103158,482,0.26556016597510373,2.0,171
cascade|global|all12|0.96|0.8|2|2|1,cascade,global,all12,0.96,0.8,2,2,1,223,77,0.45790554414784396,0.0053797247257737725,0.7433333333333333,62,63,0.496,0.27802690582959644,0.4402821932143568,1.6883111440562675,482,0.46265560165975106,2.0,300
cascade|global|all12|0.96|0.8|2|2|2,cascade,global,all12,0.96,0.8,2,2,2,184,52,0.37782340862423,0.0036330608537693005,0.7796610169491526,49,39,0.5568181818181818,0.266304347826087,0.4734055940054048,1.6469197382155383,482,0.3817427385892116,3.0,236
cascade|global|all12|0.96|0.8|2|4|1,cascade,global,all12,0.96,0.8,2,4,1,271,93,0.5564681724845996,0.006497589603856634,0.7445054945054945,66,73,0.4748201438848921,0.24354243542435425,0.4664296600021017,1.596179570789173,482,0.5622406639004149,3.0,364
cascade|global|all12|0.96|0.8|2|4|2,cascade,global,all12,0.96,0.8,2,4,2,241,67,0.4948665297741273,0.0046810591769719835,0.7824675324675324,54,49,0.5242718446601942,0.22406639004149378,0.5043663620321528,1.5513872283529706,482,0.5,4.0,308
cascade|global|all12|0.96|0.8|2|8|1,cascade,global,all12,0.96,0.8,2,8,1,341,108,0.7002053388090349,0.007545587927059317,0.7594654788418709,70,75,0.4827586206896552,0.20527859237536658,0.4801746664594615,1.5816442055174278,482,0.7074688796680498,5.0,449
cascade|global|all12|0.96|0.8|2|8|2,cascade,global,all12,0.96,0.8,2,8,2,309,78,0.6344969199178645,0.005449591280653951,0.7984496124031008,55,52,0.514018691588785,0.1779935275080906,0.5187274573790729,1.539246864697224,482,0.6410788381742739,6.0,387
cascade|global|all12|0.96|0.8|2|-1|1,cascade,global,all12,0.96,0.8,2,-1,1,382,116,0.784394250513347,0.008104520366100747,0.7670682730923695,70,79,0.4697986577181208,0.18324607329842932,0.5007884261071696,1.5317212481428546,482,0.7925311203319502,6.0,498
cascade|global|all12|0.96|0.8|2|-1|2,cascade,global,all12,0.96,0.8,2,-1,2,362,94,0.7433264887063655,0.006567456158736813,0.793859649122807,61,60,0.5041322314049587,0.1685082872928177,0.5356649657553484,1.482007784480314,482,0.7510373443983402,8.0,456
cascade|global|all12|0.96|0.8|3|0|1,cascade,global,all12,0.96,0.8,3,0,1,18,18,0.03696098562628337,0.0012575979878432194,0.5,7,17,0.2916666666666667,0.3888888888888889,0.2552345535658438,1.9589824066317618,482,0.03734439834024896,0.0,36
cascade|global|all12|0.96|0.8|3|0|2,cascade,global,all12,0.96,0.8,3,0,2,18,18,0.03696098562628337,0.0012575979878432194,0.5,7,17,0.2916666666666667,0.3888888888888889,0.2552345535658438,1.9589824066317618,482,0.03734439834024896,0.0,36
cascade|global|all12|0.96|0.8|3|1|1,cascade,global,all12,0.96,0.8,3,1,1,79,35,0.162217659137577,0.00244532942080626,0.6929824561403509,25,28,0.4716981132075472,0.31645569620253167,0.38208854264709163,1.813669814172916,482,0.16390041493775934,2.0,114
cascade|global|all12|0.96|0.8|3|1|2,cascade,global,all12,0.96,0.8,3,1,2,79,35,0.162217659137577,0.00244532942080626,0.6929824561403509,25,28,0.4716981132075472,0.31645569620253167,0.38208854264709163,1.813669814172916,482,0.16390041493775934,2.0,114
cascade|global|all12|0.96|0.8|3|2|1,cascade,global,all12,0.96,0.8,3,2,1,116,44,0.23819301848049282,0.00307412841472787,0.725,32,32,0.5,0.27586206896551724,0.4263600105958318,1.7004408996679197,482,0.24066390041493776,2.0,160
cascade|global|all12|0.96|0.8|3|2|2,cascade,global,all12,0.96,0.8,3,2,2,116,44,0.23819301848049282,0.00307412841472787,0.725,32,32,0.5,0.27586206896551724,0.4263600105958318,1.7004408996679197,482,0.24066390041493776,2.0,160
cascade|global|all12|0.96|0.8|3|4|1,cascade,global,all12,0.96,0.8,3,4,1,177,49,0.36344969199178645,0.003423461189128764,0.7831858407079646,42,37,0.5316455696202531,0.23728813559322035,0.47035051223965396,1.6651110614904872,482,0.36721991701244816,3.0,226
cascade|global|all12|0.96|0.8|3|4|2,cascade,global,all12,0.96,0.8,3,4,2,176,49,0.3613963039014374,0.003423461189128764,0.7822222222222223,42,37,0.5316455696202531,0.23863636363636365,0.4706366936210088,1.6620510742669057,482,0.3651452282157676,3.0,225
cascade|global|all12|0.96|0.8|3|8|1,cascade,global,all12,0.96,0.8,3,8,1,254,57,0.5215605749486653,0.0039823936281701946,0.8167202572347267,44,39,0.5301204819277109,0.1732283464566929,0.5151024661028608,1.5855491110610134,482,0.5269709543568465,5.0,311
cascade|global|all12|0.96|0.8|3|8|2,cascade,global,all12,0.96,0.8,3,8,2,254,57,0.5215605749486653,0.0039823936281701946,0.8167202572347267,44,39,0.5301204819277109,0.1732283464566929,0.5153591127389278,1.584759514378595,482,0.5269709543568465,5.0,311
cascade|global|all12|0.96|0.8|3|-1|1,cascade,global,all12,0.96,0.8,3,-1,1,352,79,0.7227926078028748,0.00551945783553413,0.8167053364269141,50,47,0.5154639175257731,0.14204545454545456,0.5548296248604393,1.4719930224207953,482,0.7302904564315352,9.0,431
