rule,family,mode,pool,level,level_loose,k,window,frames,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,union_tp,union_coverage_share,median_confirmation_delay,alarms
quorum|per_task|all12|selected|selected|1|0|1,quorum,per_task,all12,selected,selected,1,0,1,406,194,0.8336755646817249,0.013554111646754699,0.6766666666666666,108,152,0.4153846153846154,0.2660098522167488,0.4417093831069176,1.5319273090987897,406,1.0,0.0,600
cascade|per_task|all12|0.995|0.8|3|8|2,cascade,per_task,all12,0.995,0.8,3,8,2,80,7,0.16427104722792607,0.000489065884161252,0.9195402298850575,12,0,1.0,0.15,0.7040183893795126,1.3061309814584465,464,0.1724137931034483,6.0,87
cascade|per_task|all12|0.995|0.8|3|-1|1,cascade,per_task,all12,0.995,0.8,3,-1,1,95,7,0.19507186858316222,0.000489065884161252,0.9313725490196079,13,0,1.0,0.1368421052631579,0.731778486506606,1.2727520229049532,464,0.20474137931034483,7.0,102
cascade|per_task|all12|0.995|0.8|3|-1|2,cascade,per_task,all12,0.995,0.8,3,-1,2,94,7,0.19301848049281314,0.000489065884161252,0.9306930693069307,12,0,1.0,0.1276595744680851,0.7326825692334863,1.2702541433196615,464,0.2025862068965517,7.0,101
cascade|per_task|all12|0.995|0.85|2|0|1,cascade,per_task,all12,0.995,0.85,2,0,1,30,2,0.061601642710472276,0.00013973310976035772,0.9375,7,1,0.875,0.23333333333333334,0.6214987857528801,1.508450252021519,448,0.06696428571428571,3.5,32
cascade|per_task|all12|0.995|0.85|2|0|2,cascade,per_task,all12,0.995,0.85,2,0,2,18,2,0.03696098562628337,0.00013973310976035772,0.9,3,1,0.75,0.16666666666666666,0.6635119631835436,1.356418647949891,448,0.04017857142857143,4.0,20
cascade|per_task|all12|0.995|0.85|2|1|1,cascade,per_task,all12,0.995,0.85,2,1,1,52,5,0.10677618069815195,0.0003493327744008943,0.9122807017543859,13,1,0.9285714285714286,0.25,0.6500901743202686,1.403314090554072,448,0.11607142857142858,3.0,57
cascade|per_task|all12|0.995|0.85|2|1|2,cascade,per_task,all12,0.995,0.85,2,1,2,45,5,0.09240246406570841,0.0003493327744008943,0.9,9,1,0.9,0.2,0.6972433237181367,1.2907975872764734,448,0.10044642857142858,4.0,50
cascade|per_task|all12|0.995|0.85|2|2|1,cascade,per_task,all12,0.995,0.85,2,2,1,61,9,0.12525667351129363,0.0006287989939216097,0.8714285714285714,13,1,0.9285714285714286,0.21311475409836064,0.679082381503466,1.2832442648552556,448,0.13616071428571427,4.0,70
cascade|per_task|all12|0.995|0.85|2|2|2,cascade,per_task,all12,0.995,0.85,2,2,2,54,8,0.11088295687885011,0.0005589324390414309,0.8709677419354839,10,1,0.9090909090909091,0.18518518518518517,0.6943245001576337,1.2544102098337975,448,0.12053571428571429,4.0,62
cascade|per_task|all12|0.995|0.85|2|4|1,cascade,per_task,all12,0.995,0.85,2,4,1,77,9,0.15811088295687886,0.0006287989939216097,0.8953488372093024,13,1,0.9285714285714286,0.16883116883116883,0.6852327372834474,1.3066346490665992,448,0.171875,4.0,86
cascade|per_task|all12|0.995|0.85|2|4|2,cascade,per_task,all12,0.995,0.85,2,4,2,71,8,0.1457905544147844,0.0005589324390414309,0.8987341772151899,11,1,0.9166666666666666,0.15492957746478872,0.7004413926410495,1.2830968966960496,448,0.15848214285714285,4.0,79
cascade|per_task|all12|0.995|0.85|2|8|1,cascade,per_task,all12,0.995,0.85,2,8,1,84,9,0.17248459958932238,0.0006287989939216097,0.9032258064516129,13,1,0.9285714285714286,0.15476190476190477,0.6956080452997082,1.298469465031059,448,0.1875,4.0,93
cascade|per_task|all12|0.995|0.85|2|8|2,cascade,per_task,all12,0.995,0.85,2,8,2,80,8,0.16427104722792607,0.0005589324390414309,0.9090909090909091,11,1,0.9166666666666666,0.1375,0.7126048631356597,1.275729308232133,448,0.17857142857142858,5.0,88
cascade|per_task|all12|0.995|0.85|2|-1|1,cascade,per_task,all12,0.995,0.85,2,-1,1,96,9,0.1971252566735113,0.0006287989939216097,0.9142857142857143,13,1,0.9285714285714286,0.13541666666666666,0.7244205605473789,1.262092441985456,448,0.21428571428571427,6.0,105
cascade|per_task|all12|0.995|0.85|2|-1|2,cascade,per_task,all12,0.995,0.85,2,-1,2,95,8,0.19507186858316222,0.0005589324390414309,0.9223300970873787,12,1,0.9230769230769231,0.12631578947368421,0.7441391076875821,1.2394592456691687,448,0.21205357142857142,6.0,103
cascade|per_task|all12|0.995|0.85|3|0|1,cascade,per_task,all12,0.995,0.85,3,0,1,12,0,0.024640657084188913,0.0,1.0,5,0,1.0,0.4166666666666667,0.6114975871106303,1.6353294290580465,448,0.026785714285714284,4.0,12
cascade|per_task|all12|0.995|0.85|3|0|2,cascade,per_task,all12,0.995,0.85,3,0,2,9,0,0.018480492813141684,0.0,1.0,3,0,1.0,0.3333333333333333,0.6629950286024106,1.508306935736749,448,0.020089285714285716,4.0,9
cascade|per_task|all12|0.995|0.85|3|1|1,cascade,per_task,all12,0.995,0.85,3,1,1,35,4,0.07186858316221766,0.00027946621952071543,0.8974358974358975,9,0,1.0,0.2571428571428571,0.6624039693907272,1.3548166057358477,448,0.078125,3.0,39
cascade|per_task|all12|0.995|0.85|3|1|2,cascade,per_task,all12,0.995,0.85,3,1,2,34,4,0.06981519507186858,0.00027946621952071543,0.8947368421052632,8,0,1.0,0.23529411764705882,0.6796062787275343,1.3165517596166565,448,0.07589285714285714,3.5,38
cascade|per_task|all12|0.995|0.85|3|2|1,cascade,per_task,all12,0.995,0.85,3,2,1,48,6,0.09856262833675565,0.00041919932928107315,0.8888888888888888,12,0,1.0,0.25,0.6705124995004792,1.3256857844575551,448,0.10714285714285714,4.0,54
cascade|per_task|all12|0.995|0.85|3|2|2,cascade,per_task,all12,0.995,0.85,3,2,2,46,6,0.0944558521560575,0.00041919932928107315,0.8846153846153846,10,0,1.0,0.21739130434782608,0.6825149839542751,1.2961113021873951,448,0.10267857142857142,4.0,52
cascade|per_task|all12|0.995|0.85|3|4|1,cascade,per_task,all12,0.995,0.85,3,4,1,67,7,0.1375770020533881,0.000489065884161252,0.9054054054054054,13,0,1.0,0.19402985074626866,0.692754027035635,1.3069651998700422,448,0.14955357142857142,4.0,74
cascade|per_task|all12|0.995|0.85|3|4|2,cascade,per_task,all12,0.995,0.85,3,4,2,64,7,0.13141683778234087,0.000489065884161252,0.9014084507042254,11,0,1.0,0.171875,0.7051320827885352,1.278354045584609,448,0.14285714285714285,4.0,71
cascade|per_task|all12|0.995|0.85|3|8|1,cascade,per_task,all12,0.995,0.85,3,8,1,80,7,0.16427104722792607,0.000489065884161252,0.9195402298850575,13,0,1.0,0.1625,0.709076479062128,1.2968138938994322,448,0.17857142857142858,5.0,87
cascade|per_task|all12|0.995|0.85|3|8|2,cascade,per_task,all12,0.995,0.85,3,8,2,78,7,0.1601642710472279,0.000489065884161252,0.9176470588235294,11,0,1.0,0.14102564102564102,0.7228742865301959,1.269442108984461,448,0.17410714285714285,5.0,85
cascade|per_task|all12|0.995|0.85|3|-1|1,cascade,per_task,all12,0.995,0.85,3,-1,1,95,7,0.19507186858316222,0.000489065884161252,0.9313725490196079,13,0,1.0,0.1368421052631579,0.7386171095497146,1.260968013031005,448,0.21205357142857142,6.0,102
cascade|per_task|all12|0.995|0.85|3|-1|2,cascade,per_task,all12,0.995,0.85,3,-1,2,94,7,0.19301848049281314,0.000489065884161252,0.9306930693069307,12,0,1.0,0.1276595744680851,0.7507466781282132,1.2396898933037785,448,0.20982142857142858,6.0,101
cascade|per_task|all12|0.995|0.9|2|0|1,cascade,per_task,all12,0.995,0.9,2,0,1,25,2,0.0513347022587269,0.00013973310976035772,0.9259259259259259,7,1,0.875,0.28,0.5792181133510801,1.5985790233129271,418,0.05980861244019139,4.0,27
cascade|per_task|all12|0.995|0.9|2|0|2,cascade,per_task,all12,0.995,0.9,2,0,2,14,2,0.028747433264887063,0.00013973310976035772,0.875,2,1,0.6666666666666666,0.14285714285714285,0.6693213075311697,1.3072944042786985,418,0.03349282296650718,3.5,16
cascade|per_task|all12|0.995|0.9|2|1|1,cascade,per_task,all12,0.995,0.9,2,1,1,50,7,0.1026694045174538,0.000489065884161252,0.8771929824561403,13,1,0.9285714285714286,0.26,0.6220952458844714,1.4100621862315965,418,0.11961722488038277,3.0,57
cascade|per_task|all12|0.995|0.9|2|1|2,cascade,per_task,all12,0.995,0.9,2,1,2,41,6,0.08418891170431211,0.00041919932928107315,0.8723404255319149,10,1,0.9090909090909091,0.24390243902439024,0.6355509384713511,1.3725735778631654,418,0.09808612440191387,3.0,47
cascade|per_task|all12|0.995|0.9|2|2|1,cascade,per_task,all12,0.995,0.9,2,2,1,62,9,0.1273100616016427,0.0006287989939216097,0.8732394366197183,13,1,0.9285714285714286,0.20967741935483872,0.674704551995939,1.2942545504346534,418,0.14832535885167464,3.0,71
cascade|per_task|all12|0.995|0.9|2|2|2,cascade,per_task,all12,0.995,0.9,2,2,2,55,8,0.11293634496919917,0.0005589324390414309,0.873015873015873,11,1,0.9166666666666666,0.2,0.6811148663744543,1.281745438420541,418,0.13157894736842105,3.0,63
cascade|per_task|all12|0.995|0.9|2|4|1,cascade,per_task,all12,0.995,0.9,2,4,1,75,9,0.1540041067761807,0.0006287989939216097,0.8928571428571429,13,1,0.9285714285714286,0.17333333333333334,0.6824330952632032,1.3083438494623163,418,0.17942583732057416,4.0,84
cascade|per_task|all12|0.995|0.9|2|4|2,cascade,per_task,all12,0.995,0.9,2,4,2,70,8,0.1437371663244353,0.0005589324390414309,0.8974358974358975,12,1,0.9230769230769231,0.17142857142857143,0.6981433558506028,1.285460772368851,418,0.1674641148325359,4.0,78
cascade|per_task|all12|0.995|0.9|2|8|1,cascade,per_task,all12,0.995,0.9,2,8,1,84,9,0.17248459958932238,0.0006287989939216097,0.9032258064516129,13,1,0.9285714285714286,0.15476190476190477,0.6936804124174617,1.3020777151597662,418,0.20095693779904306,4.0,93
cascade|per_task|all12|0.995|0.9|2|8|2,cascade,per_task,all12,0.995,0.9,2,8,2,81,8,0.16632443531827515,0.0005589324390414309,0.9101123595505618,12,1,0.9230769230769231,0.14814814814814814,0.7097464481300889,1.2823063249535953,418,0.1937799043062201,4.0,89
cascade|per_task|all12|0.995|0.9|2|-1|1,cascade,per_task,all12,0.995,0.9,2,-1,1,95,9,0.19507186858316222,0.0006287989939216097,0.9134615384615384,13,1,0.9285714285714286,0.1368421052631579,0.7220595319712235,1.265077875182656,418,0.22727272727272727,5.0,104
cascade|per_task|all12|0.995|0.9|2|-1|2,cascade,per_task,all12,0.995,0.9,2,-1,2,94,8,0.19301848049281314,0.0005589324390414309,0.9215686274509803,12,1,0.9230769230769231,0.1276595744680851,0.742327345490201,1.2414585466232773,418,0.22488038277511962,5.5,102
cascade|per_task|all12|0.995|0.9|3|0|1,cascade,per_task,all12,0.995,0.9,3,0,1,11,0,0.022587268993839837,0.0,1.0,6,0,1.0,0.5454545454545454,0.4307332697288336,2.321622382755681,418,0.02631578947368421,3.0,11
cascade|per_task|all12|0.995|0.9|3|0|2,cascade,per_task,all12,0.995,0.9,3,0,2,7,0,0.014373716632443531,0.0,1.0,2,0,1.0,0.2857142857142857,0.5833719238704516,1.7141723128624002,418,0.01674641148325359,3.0,7
cascade|per_task|all12|0.995|0.9|3|1|1,cascade,per_task,all12,0.995,0.9,3,1,1,32,4,0.06570841889117043,0.00027946621952071543,0.8888888888888888,10,0,1.0,0.3125,0.6239280274137121,1.4246657464218824,418,0.07655502392344497,3.0,36
cascade|per_task|all12|0.995|0.9|3|1|2,cascade,per_task,all12,0.995,0.9,3,1,2,30,4,0.061601642710472276,0.00027946621952071543,0.8823529411764706,9,0,1.0,0.3,0.647490333888422,1.3627275883450036,418,0.07177033492822966,3.5,34
cascade|per_task|all12|0.995|0.9|3|2|1,cascade,per_task,all12,0.995,0.9,3,2,1,45,7,0.09240246406570841,0.000489065884161252,0.8653846153846154,12,0,1.0,0.26666666666666666,0.6487032438591934,1.3340223339047377,418,0.1076555023923445,3.0,52
cascade|per_task|all12|0.995|0.9|3|2|2,cascade,per_task,all12,0.995,0.9,3,2,2,43,7,0.08829568788501027,0.000489065884161252,0.86,11,0,1.0,0.2558139534883721,0.6537893481925425,1.315408399322419,418,0.10287081339712918,3.0,50
cascade|per_task|all12|0.995|0.9|3|4|1,cascade,per_task,all12,0.995,0.9,3,4,1,66,7,0.13552361396303902,0.000489065884161252,0.9041095890410958,13,0,1.0,0.19696969696969696,0.7061461213443123,1.2803434894181878,418,0.15789473684210525,4.0,73
cascade|per_task|all12|0.995|0.9|3|4|2,cascade,per_task,all12,0.995,0.9,3,4,2,64,7,0.13141683778234087,0.000489065884161252,0.9014084507042254,12,0,1.0,0.1875,0.7116976316745387,1.2665609812179928,418,0.15311004784688995,4.0,71
cascade|per_task|all12|0.995|0.9|3|8|1,cascade,per_task,all12,0.995,0.9,3,8,1,77,7,0.15811088295687886,0.000489065884161252,0.9166666666666666,13,0,1.0,0.16883116883116883,0.7121369499372222,1.2872055954230075,418,0.18421052631578946,4.0,84
cascade|per_task|all12|0.995|0.9|3|8|2,cascade,per_task,all12,0.995,0.9,3,8,2,76,7,0.15605749486652978,0.000489065884161252,0.9156626506024096,12,0,1.0,0.15789473684210525,0.7202286533555889,1.2713499335749583,418,0.18181818181818182,4.0,83
cascade|per_task|all12|0.995|0.9|3|-1|1,cascade,per_task,all12,0.995,0.9,3,-1,1,94,7,0.19301848049281314,0.000489065884161252,0.9306930693069307,13,0,1.0,0.13829787234042554,0.7425971428532716,1.253294707990581,418,0.22488038277511962,6.0,101
cascade|per_task|all12|0.995|0.9|3|-1|2,cascade,per_task,all12,0.995,0.9,3,-1,2,93,7,0.19096509240246407,0.000489065884161252,0.93,12,0,1.0,0.12903225806451613,0.7498648840221221,1.2402234320024028,418,0.22248803827751196,6.0,100
cascade|per_task|all12|0.995|0.925|2|0|1,cascade,per_task,all12,0.995,0.925,2,0,1,28,1,0.057494866529774126,6.986655488017886e-05,0.9655172413793104,7,1,0.875,0.25,0.6438479039743498,1.4996045423451059,376,0.07446808510638298,4.0,29
cascade|per_task|all12|0.995|0.925|2|0|2,cascade,per_task,all12,0.995,0.925,2,0,2,17,1,0.03490759753593429,6.986655488017886e-05,0.9444444444444444,2,1,0.6666666666666666,0.11764705882352941,0.7634356152930941,1.2370977008740394,376,0.04521276595744681,4.0,18
cascade|per_task|all12|0.995|0.925|2|1|1,cascade,per_task,all12,0.995,0.925,2,1,1,49,8,0.10061601642710473,0.0005589324390414309,0.8596491228070176,13,1,0.9285714285714286,0.2653061224489796,0.6247583167109042,1.3759706750807528,376,0.13031914893617022,3.0,57
cascade|per_task|all12|0.995|0.925|2|1|2,cascade,per_task,all12,0.995,0.925,2,1,2,40,7,0.08213552361396304,0.000489065884161252,0.851063829787234,9,1,0.9,0.225,0.6569563658763901,1.295464773603193,376,0.10638297872340426,3.0,47
cascade|per_task|all12|0.995|0.925|2|2|1,cascade,per_task,all12,0.995,0.925,2,2,1,60,9,0.12320328542094455,0.0006287989939216097,0.8695652173913043,13,1,0.9285714285714286,0.21666666666666667,0.6775236882055788,1.2834462211857822,376,0.1595744680851064,3.0,69
cascade|per_task|all12|0.995|0.925|2|2|2,cascade,per_task,all12,0.995,0.925,2,2,2,50,8,0.1026694045174538,0.0005589324390414309,0.8620689655172413,10,1,0.9090909090909091,0.2,0.6827052300177143,1.2627250057757329,376,0.13297872340425532,3.0,58
cascade|per_task|all12|0.995|0.925|2|4|1,cascade,per_task,all12,0.995,0.925,2,4,1,76,9,0.15605749486652978,0.0006287989939216097,0.8941176470588236,13,1,0.9285714285714286,0.17105263157894737,0.6856142338713853,1.3041118502019775,376,0.20212765957446807,3.0,85
cascade|per_task|all12|0.995|0.925|2|4|2,cascade,per_task,all12,0.995,0.925,2,4,2,69,8,0.14168377823408623,0.0005589324390414309,0.8961038961038961,11,1,0.9166666666666666,0.15942028985507245,0.6974876905052356,1.2847594420695652,376,0.18351063829787234,4.0,77
cascade|per_task|all12|0.995|0.925|2|8|1,cascade,per_task,all12,0.995,0.925,2,8,1,84,9,0.17248459958932238,0.0006287989939216097,0.9032258064516129,13,1,0.9285714285714286,0.15476190476190477,0.6940336245226566,1.3014150533021145,376,0.22340425531914893,4.0,93
cascade|per_task|all12|0.995|0.925|2|8|2,cascade,per_task,all12,0.995,0.925,2,8,2,80,8,0.16427104722792607,0.0005589324390414309,0.9090909090909091,11,1,0.9166666666666666,0.1375,0.7102326024720514,1.2799903945928517,376,0.2127659574468085,4.0,88
cascade|per_task|all12|0.995|0.925|2|-1|1,cascade,per_task,all12,0.995,0.925,2,-1,1,95,9,0.19507186858316222,0.0006287989939216097,0.9134615384615384,13,1,0.9285714285714286,0.1368421052631579,0.7223753851037537,1.2645247295218114,376,0.2526595744680851,4.5,104
cascade|per_task|all12|0.995|0.925|2|-1|2,cascade,per_task,all12,0.995,0.925,2,-1,2,91,8,0.1868583162217659,0.0005589324390414309,0.9191919191919192,11,1,0.9166666666666666,0.12087912087912088,0.7388489451204995,1.244086393115182,376,0.24202127659574468,5.0,99
cascade|per_task|all12|0.995|0.925|3|0|1,cascade,per_task,all12,0.995,0.925,3,0,1,12,0,0.024640657084188913,0.0,1.0,4,0,1.0,0.3333333333333333,0.5812752327690848,1.7203554248065758,376,0.031914893617021274,3.0,12
cascade|per_task|all12|0.995|0.925|3|0|2,cascade,per_task,all12,0.995,0.925,3,0,2,9,0,0.018480492813141684,0.0,1.0,1,0,1.0,0.1111111111111111,0.718848206554295,1.391114272640909,376,0.023936170212765957,3.0,9
cascade|per_task|all12|0.995|0.925|3|1|1,cascade,per_task,all12,0.995,0.925,3,1,1,36,3,0.07392197125256673,0.00020959966464053657,0.9230769230769231,11,0,1.0,0.3055555555555556,0.6403645004036668,1.441486719665195,376,0.09574468085106383,3.0,39
cascade|per_task|all12|0.995|0.925|3|1|2,cascade,per_task,all12,0.995,0.925,3,1,2,33,3,0.06776180698151951,0.00020959966464053657,0.9166666666666666,9,0,1.0,0.2727272727272727,0.6791238600095738,1.3497783256411342,376,0.08776595744680851,4.0,36
cascade|per_task|all12|0.995|0.925|3|2|1,cascade,per_task,all12,0.995,0.925,3,2,1,46,7,0.0944558521560575,0.000489065884161252,0.8679245283018868,11,0,1.0,0.2391304347826087,0.6606469350801392,1.3137494207804112,376,0.12234042553191489,3.0,53
cascade|per_task|all12|0.995|0.925|3|2|2,cascade,per_task,all12,0.995,0.925,3,2,2,41,7,0.08418891170431211,0.000489065884161252,0.8541666666666666,10,0,1.0,0.24390243902439024,0.6724520194792761,1.2702269335559497,376,0.10904255319148937,3.0,48
cascade|per_task|all12|0.995|0.925|3|4|1,cascade,per_task,all12,0.995,0.925,3,4,1,64,7,0.13141683778234087,0.000489065884161252,0.9014084507042254,12,0,1.0,0.1875,0.707498961739064,1.2740774184156018,376,0.1702127659574468,3.0,71
cascade|per_task|all12|0.995|0.925|3|4|2,cascade,per_task,all12,0.995,0.925,3,4,2,61,7,0.12525667351129363,0.000489065884161252,0.8970588235294118,11,0,1.0,0.18032786885245902,0.7115985758177601,1.2606248157516662,376,0.1622340425531915,3.0,68
cascade|per_task|all12|0.995|0.925|3|8|1,cascade,per_task,all12,0.995,0.925,3,8,1,78,7,0.1601642710472279,0.000489065884161252,0.9176470588235294,12,0,1.0,0.15384615384615385,0.7116597071443531,1.289446416048666,376,0.2074468085106383,4.0,85
cascade|per_task|all12|0.995|0.925|3|8|2,cascade,per_task,all12,0.995,0.925,3,8,2,75,7,0.1540041067761807,0.000489065884161252,0.9146341463414634,11,0,1.0,0.14666666666666667,0.7150133121944967,1.2791847798389888,376,0.19946808510638298,4.0,82
cascade|per_task|all12|0.995|0.925|3|-1|1,cascade,per_task,all12,0.995,0.925,3,-1,1,93,7,0.19096509240246407,0.000489065884161252,0.93,12,0,1.0,0.12903225806451613,0.7425950984409478,1.2523648512527246,376,0.2473404255319149,5.0,100
cascade|per_task|all12|0.995|0.925|3|-1|2,cascade,per_task,all12,0.995,0.925,3,-1,2,90,7,0.18480492813141683,0.000489065884161252,0.9278350515463918,11,0,1.0,0.12222222222222222,0.7470431950100936,1.24200991019516,376,0.2393617021276596,5.0,97
cascade|per_task|all12|0.995|0.95|2|0|1,cascade,per_task,all12,0.995,0.95,2,0,1,27,1,0.055441478439425054,6.986655488017886e-05,0.9642857142857143,7,1,0.875,0.25925925925925924,0.6142037649924301,1.569976885924167,331,0.08157099697885196,3.0,28
cascade|per_task|all12|0.995|0.95|2|0|2,cascade,per_task,all12,0.995,0.95,2,0,2,16,1,0.03285420944558522,6.986655488017886e-05,0.9411764705882353,3,1,0.75,0.1875,0.6354894684554534,1.481026070936705,331,0.04833836858006042,3.0,17
cascade|per_task|all12|0.995|0.95|2|1|1,cascade,per_task,all12,0.995,0.95,2,1,1,51,9,0.10472279260780287,0.0006287989939216097,0.85,13,1,0.9285714285714286,0.2549019607843137,0.6394203429563722,1.3293289920524092,331,0.1540785498489426,2.5,60
cascade|per_task|all12|0.995|0.95|2|1|2,cascade,per_task,all12,0.995,0.95,2,1,2,42,8,0.08624229979466119,0.0005589324390414309,0.84,10,1,0.9090909090909091,0.23809523809523808,0.6571615543679843,1.2782245011393856,331,0.1268882175226586,3.0,50
cascade|per_task|all12|0.995|0.95|2|2|1,cascade,per_task,all12,0.995,0.95,2,2,1,63,9,0.1293634496919918,0.0006287989939216097,0.875,13,1,0.9285714285714286,0.20634920634920634,0.6802879464740097,1.28622005510343,331,0.1903323262839879,2.5,72
cascade|per_task|all12|0.995|0.95|2|2|2,cascade,per_task,all12,0.995,0.95,2,2,2,51,8,0.10472279260780287,0.0005589324390414309,0.864406779661017,10,1,0.9090909090909091,0.19607843137254902,0.6847445520823706,1.262378469507026,331,0.1540785498489426,3.0,59
cascade|per_task|all12|0.995|0.95|2|4|1,cascade,per_task,all12,0.995,0.95,2,4,1,79,9,0.162217659137577,0.0006287989939216097,0.8977272727272727,13,1,0.9285714285714286,0.16455696202531644,0.6911379518936281,1.298911845699714,331,0.23867069486404835,3.0,88
cascade|per_task|all12|0.995|0.95|2|4|2,cascade,per_task,all12,0.995,0.95,2,4,2,70,8,0.1437371663244353,0.0005589324390414309,0.8974358974358975,11,1,0.9166666666666666,0.15714285714285714,0.6936135685091088,1.2938557406898707,331,0.21148036253776434,3.5,78
cascade|per_task|all12|0.995|0.95|2|8|1,cascade,per_task,all12,0.995,0.95,2,8,1,85,9,0.17453798767967146,0.0006287989939216097,0.9042553191489362,13,1,0.9285714285714286,0.15294117647058825,0.6980259212346914,1.295446618299589,331,0.256797583081571,3.0,94
cascade|per_task|all12|0.995|0.95|2|8|2,cascade,per_task,all12,0.995,0.95,2,8,2,77,8,0.15811088295687886,0.0005589324390414309,0.9058823529411765,11,1,0.9166666666666666,0.14285714285714285,0.7094657446132799,1.2768514333767595,331,0.2326283987915408,4.0,85
cascade|per_task|all12|0.995|0.95|2|-1|1,cascade,per_task,all12,0.995,0.95,2,-1,1,95,9,0.19507186858316222,0.0006287989939216097,0.9134615384615384,13,1,0.9285714285714286,0.1368421052631579,0.7232948591895962,1.262917227816345,331,0.28700906344410876,4.0,104
cascade|per_task|all12|0.995|0.95|2|-1|2,cascade,per_task,all12,0.995,0.95,2,-1,2,88,8,0.1806981519507187,0.0005589324390414309,0.9166666666666666,11,1,0.9166666666666666,0.125,0.738971211146762,1.2404632992997797,331,0.26586102719033233,4.0,96
cascade|per_task|all12|0.995|0.95|3|0|1,cascade,per_task,all12,0.995,0.95,3,0,1,9,0,0.018480492813141684,0.0,1.0,3,0,1.0,0.3333333333333333,0.46081847614361215,2.170051878927602,331,0.027190332326283987,1.0,9
cascade|per_task|all12|0.995|0.95|3|0|2,cascade,per_task,all12,0.995,0.95,3,0,2,7,0,0.014373716632443531,0.0,1.0,2,0,1.0,0.2857142857142857,0.42195935594881656,2.3698964980913932,331,0.021148036253776436,0.0,7
cascade|per_task|all12|0.995|0.95|3|1|1,cascade,per_task,all12,0.995,0.95,3,1,1,33,4,0.06776180698151951,0.00027946621952071543,0.8918918918918919,9,0,1.0,0.2727272727272727,0.6447396082800292,1.3833365911413298,331,0.09969788519637462,2.0,37
cascade|per_task|all12|0.995|0.95|3|1|2,cascade,per_task,all12,0.995,0.95,3,1,2,32,3,0.06570841889117043,0.00020959966464053657,0.9142857142857143,8,0,1.0,0.25,0.662425318100852,1.380209495776726,331,0.09667673716012085,2.0,35
cascade|per_task|all12|0.995|0.95|3|2|1,cascade,per_task,all12,0.995,0.95,3,2,1,44,7,0.09034907597535935,0.000489065884161252,0.8627450980392157,11,0,1.0,0.25,0.681171064504376,1.266561577548738,331,0.13293051359516617,2.0,51
cascade|per_task|all12|0.995|0.95|3|2|2,cascade,per_task,all12,0.995,0.95,3,2,2,40,7,0.08213552361396304,0.000489065884161252,0.851063829787234,10,0,1.0,0.25,0.6753611104174297,1.2601611444005199,331,0.12084592145015106,2.0,47
cascade|per_task|all12|0.995|0.95|3|4|1,cascade,per_task,all12,0.995,0.95,3,4,1,63,7,0.1293634496919918,0.000489065884161252,0.9,12,0,1.0,0.19047619047619047,0.71478854104974,1.2591136375497263,331,0.1903323262839879,3.0,70
cascade|per_task|all12|0.995|0.95|3|4|2,cascade,per_task,all12,0.995,0.95,3,4,2,61,7,0.12525667351129363,0.000489065884161252,0.8970588235294118,11,0,1.0,0.18032786885245902,0.7152091171606795,1.2542608895852174,331,0.18429003021148035,3.0,68
cascade|per_task|all12|0.995|0.95|3|8|1,cascade,per_task,all12,0.995,0.95,3,8,1,76,7,0.15605749486652978,0.000489065884161252,0.9156626506024096,12,0,1.0,0.15789473684210525,0.7141421778188182,1.2821853673439216,331,0.229607250755287,4.0,83
cascade|per_task|all12|0.995|0.95|3|8|2,cascade,per_task,all12,0.995,0.95,3,8,2,72,7,0.14784394250513347,0.000489065884161252,0.9113924050632911,11,0,1.0,0.1527777777777778,0.7186248745614445,1.268245001426491,331,0.2175226586102719,4.0,79
cascade|per_task|all12|0.995|0.95|3|-1|1,cascade,per_task,all12,0.995,0.95,3,-1,1,90,7,0.18480492813141683,0.000489065884161252,0.9278350515463918,12,0,1.0,0.13333333333333333,0.7458561614250123,1.2439865748024332,331,0.2719033232628399,4.0,97
cascade|per_task|all12|0.995|0.95|3|-1|2,cascade,per_task,all12,0.995,0.95,3,-1,2,87,7,0.17864476386036962,0.000489065884161252,0.925531914893617,11,0,1.0,0.12643678160919541,0.7542590106105896,1.2270743893989122,331,0.2628398791540785,4.0,94
cascade|per_task|all12|0.995|0.96|2|0|1,cascade,per_task,all12,0.995,0.96,2,0,1,25,2,0.0513347022587269,0.00013973310976035772,0.9259259259259259,8,1,0.8888888888888888,0.32,0.5799128753810846,1.596663852854555,302,0.08278145695364239,2.0,27
cascade|per_task|all12|0.995|0.96|2|0|2,cascade,per_task,all12,0.995,0.96,2,0,2,15,2,0.030800821355236138,0.00013973310976035772,0.8823529411764706,3,1,0.75,0.2,0.6454081771242173,1.3671238953122997,302,0.04966887417218543,2.0,17
cascade|per_task|all12|0.995|0.96|2|1|1,cascade,per_task,all12,0.995,0.96,2,1,1,50,9,0.1026694045174538,0.0006287989939216097,0.847457627118644,13,1,0.9285714285714286,0.26,0.6335308209774885,1.3376738732475293,302,0.16556291390728478,2.0,59
cascade|per_task|all12|0.995|0.96|2|1|2,cascade,per_task,all12,0.995,0.96,2,1,2,42,7,0.08624229979466119,0.000489065884161252,0.8571428571428571,10,1,0.9090909090909091,0.23809523809523808,0.6684886539430199,1.282210030173403,302,0.1390728476821192,3.0,49
