method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances,fold,suite
c8_assigned_radius,8,assigned_radius,episode,0.05,1.304718255996704,554,528,26,libero_object_full_2,libero_object
c8_assigned_radius,8,assigned_radius,episode,0.1,1.2202380895614624,554,500,54,libero_object_full_2,libero_object
c8_assigned_radius,8,assigned_radius,task_init,0.02,2.229042053222656,70,70,0,libero_object_full_2,libero_object
c8_assigned_radius,8,assigned_radius,task_init,0.03,1.702702283859253,70,69,1,libero_object_full_2,libero_object
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.6371053457260132,70,68,2,libero_object_full_2,libero_object
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.498759150505066,70,64,6,libero_object_full_2,libero_object
c8_union_radius,8,union_radius,episode,0.02,1.5070942640304563,554,544,10,libero_object_full_2,libero_object
c8_union_radius,8,union_radius,episode,0.03,1.3788244724273682,554,539,15,libero_object_full_2,libero_object
c8_union_radius,8,union_radius,episode,0.05,1.2846698760986328,554,528,26,libero_object_full_2,libero_object
c8_union_radius,8,union_radius,episode,0.1,1.2048829793930054,554,500,54,libero_object_full_2,libero_object
c8_union_radius,8,union_radius,task_init,0.02,2.063516616821289,70,70,0,libero_object_full_2,libero_object
c8_union_radius,8,union_radius,task_init,0.03,1.702702283859253,70,69,1,libero_object_full_2,libero_object
c8_union_radius,8,union_radius,task_init,0.05,1.6371053457260132,70,68,2,libero_object_full_2,libero_object
c8_union_radius,8,union_radius,task_init,0.1,1.4839025735855105,70,64,6,libero_object_full_2,libero_object
c16_centroid_distance,16,centroid_distance,episode,0.02,2.456648826599121,554,544,10,libero_object_full_2,libero_object
c16_centroid_distance,16,centroid_distance,episode,0.03,2.419203758239746,554,539,15,libero_object_full_2,libero_object
c16_centroid_distance,16,centroid_distance,episode,0.05,2.241588592529297,554,528,26,libero_object_full_2,libero_object
c16_centroid_distance,16,centroid_distance,episode,0.1,2.0430595874786377,554,500,54,libero_object_full_2,libero_object
c16_centroid_distance,16,centroid_distance,task_init,0.02,3.565203189849853,70,70,0,libero_object_full_2,libero_object
c16_centroid_distance,16,centroid_distance,task_init,0.03,3.0083556175231934,70,69,1,libero_object_full_2,libero_object
c16_centroid_distance,16,centroid_distance,task_init,0.05,2.847245216369629,70,68,2,libero_object_full_2,libero_object
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.477327346801758,70,64,6,libero_object_full_2,libero_object
c16_assigned_radius,16,assigned_radius,episode,0.02,1.5198949575424194,554,544,10,libero_object_full_2,libero_object
c16_assigned_radius,16,assigned_radius,episode,0.03,1.4233238697052002,554,539,15,libero_object_full_2,libero_object
c16_assigned_radius,16,assigned_radius,episode,0.05,1.342325210571289,554,528,26,libero_object_full_2,libero_object
c16_assigned_radius,16,assigned_radius,episode,0.1,1.2317606210708618,554,500,54,libero_object_full_2,libero_object
c16_assigned_radius,16,assigned_radius,task_init,0.02,2.2009294033050537,70,70,0,libero_object_full_2,libero_object
c16_assigned_radius,16,assigned_radius,task_init,0.03,1.6853407621383667,70,69,1,libero_object_full_2,libero_object
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.680927038192749,70,68,2,libero_object_full_2,libero_object
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.5198949575424194,70,64,6,libero_object_full_2,libero_object
c16_union_radius,16,union_radius,episode,0.02,1.4735169410705566,554,544,10,libero_object_full_2,libero_object
c16_union_radius,16,union_radius,episode,0.03,1.4122300148010254,554,539,15,libero_object_full_2,libero_object
c16_union_radius,16,union_radius,episode,0.05,1.2836507558822632,554,528,26,libero_object_full_2,libero_object
c16_union_radius,16,union_radius,episode,0.1,1.1947548389434814,554,500,54,libero_object_full_2,libero_object
c16_union_radius,16,union_radius,task_init,0.02,2.0196053981781006,70,70,0,libero_object_full_2,libero_object
c16_union_radius,16,union_radius,task_init,0.03,1.680464267730713,70,69,1,libero_object_full_2,libero_object
c16_union_radius,16,union_radius,task_init,0.05,1.6508971452713013,70,68,2,libero_object_full_2,libero_object
c16_union_radius,16,union_radius,task_init,0.1,1.4735169410705566,70,64,6,libero_object_full_2,libero_object
c32_centroid_distance,32,centroid_distance,episode,0.02,2.190129041671753,554,544,10,libero_object_full_2,libero_object
c32_centroid_distance,32,centroid_distance,episode,0.03,2.1140692234039307,554,539,15,libero_object_full_2,libero_object
c32_centroid_distance,32,centroid_distance,episode,0.05,1.9771876335144043,554,528,26,libero_object_full_2,libero_object
c32_centroid_distance,32,centroid_distance,episode,0.1,1.835525155067444,554,500,54,libero_object_full_2,libero_object
c32_centroid_distance,32,centroid_distance,task_init,0.02,3.1205809116363525,70,70,0,libero_object_full_2,libero_object
c32_centroid_distance,32,centroid_distance,task_init,0.03,3.025963306427002,70,69,1,libero_object_full_2,libero_object
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.3758978843688965,70,68,2,libero_object_full_2,libero_object
c32_centroid_distance,32,centroid_distance,task_init,0.1,2.24761176109314,70,64,6,libero_object_full_2,libero_object
c32_assigned_radius,32,assigned_radius,episode,0.02,1.489321231842041,554,544,10,libero_object_full_2,libero_object
c32_assigned_radius,32,assigned_radius,episode,0.03,1.4258939027786257,554,539,15,libero_object_full_2,libero_object
c32_assigned_radius,32,assigned_radius,episode,0.05,1.337473750114441,554,528,26,libero_object_full_2,libero_object
c32_assigned_radius,32,assigned_radius,episode,0.1,1.2708836793899536,554,500,54,libero_object_full_2,libero_object
c32_assigned_radius,32,assigned_radius,task_init,0.02,2.1026253700256348,70,70,0,libero_object_full_2,libero_object
c32_assigned_radius,32,assigned_radius,task_init,0.03,1.9947482347488403,70,69,1,libero_object_full_2,libero_object
c32_assigned_radius,32,assigned_radius,task_init,0.05,1.8917913436889648,70,68,2,libero_object_full_2,libero_object
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.5562390089035034,70,64,6,libero_object_full_2,libero_object
c32_union_radius,32,union_radius,episode,0.02,1.447306513786316,554,544,10,libero_object_full_2,libero_object
c32_union_radius,32,union_radius,episode,0.03,1.373088240623474,554,539,15,libero_object_full_2,libero_object
c32_union_radius,32,union_radius,episode,0.05,1.3146851062774658,554,528,26,libero_object_full_2,libero_object
c32_union_radius,32,union_radius,episode,0.1,1.229684591293335,554,500,54,libero_object_full_2,libero_object
c32_union_radius,32,union_radius,task_init,0.02,1.9287587404251096,70,70,0,libero_object_full_2,libero_object
c32_union_radius,32,union_radius,task_init,0.03,1.8917913436889648,70,69,1,libero_object_full_2,libero_object
c32_union_radius,32,union_radius,task_init,0.05,1.805740475654602,70,68,2,libero_object_full_2,libero_object
c32_union_radius,32,union_radius,task_init,0.1,1.489321231842041,70,64,6,libero_object_full_2,libero_object
c64_centroid_distance,64,centroid_distance,episode,0.02,2.0401227474212646,554,544,10,libero_object_full_2,libero_object
c64_centroid_distance,64,centroid_distance,episode,0.03,1.937064528465271,554,539,15,libero_object_full_2,libero_object
c64_centroid_distance,64,centroid_distance,episode,0.05,1.8416109085083008,554,528,26,libero_object_full_2,libero_object
c64_centroid_distance,64,centroid_distance,episode,0.1,1.6660690307617188,554,500,54,libero_object_full_2,libero_object
c64_centroid_distance,64,centroid_distance,task_init,0.02,3.014608383178711,70,70,0,libero_object_full_2,libero_object
c64_centroid_distance,64,centroid_distance,task_init,0.03,2.6458654403686523,70,69,1,libero_object_full_2,libero_object
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.368257999420166,70,68,2,libero_object_full_2,libero_object
c64_centroid_distance,64,centroid_distance,task_init,0.1,2.057292222976685,70,64,6,libero_object_full_2,libero_object
c64_assigned_radius,64,assigned_radius,episode,0.02,1.562806248664856,554,544,10,libero_object_full_2,libero_object
c64_assigned_radius,64,assigned_radius,episode,0.03,1.4793466329574585,554,539,15,libero_object_full_2,libero_object
c64_assigned_radius,64,assigned_radius,episode,0.05,1.406795859336853,554,528,26,libero_object_full_2,libero_object
c64_assigned_radius,64,assigned_radius,episode,0.1,1.2899324893951416,554,500,54,libero_object_full_2,libero_object
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.0626392364501958,70,70,0,libero_object_full_2,libero_object
c64_assigned_radius,64,assigned_radius,task_init,0.03,1.913597822189331,70,69,1,libero_object_full_2,libero_object
c64_assigned_radius,64,assigned_radius,task_init,0.05,1.7463408708572388,70,68,2,libero_object_full_2,libero_object
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.674848556518555,70,64,6,libero_object_full_2,libero_object
c64_union_radius,64,union_radius,episode,0.02,1.490186095237732,554,544,10,libero_object_full_2,libero_object
c64_union_radius,64,union_radius,episode,0.03,1.4193085432052612,554,539,15,libero_object_full_2,libero_object
c64_union_radius,64,union_radius,episode,0.05,1.3354551792144775,554,528,26,libero_object_full_2,libero_object
c64_union_radius,64,union_radius,episode,0.1,1.2457181215286257,554,500,54,libero_object_full_2,libero_object
c64_union_radius,64,union_radius,task_init,0.02,2.0626392364501958,70,70,0,libero_object_full_2,libero_object
c64_union_radius,64,union_radius,task_init,0.03,1.913597822189331,70,69,1,libero_object_full_2,libero_object
c64_union_radius,64,union_radius,task_init,0.05,1.7463408708572388,70,68,2,libero_object_full_2,libero_object
c64_union_radius,64,union_radius,task_init,0.1,1.6089733839035034,70,64,6,libero_object_full_2,libero_object
knn20,0,knn20,episode,0.02,2.19114089012146,557,547,10,libero_object_full_3,libero_object
knn20,0,knn20,episode,0.03,1.8922436237335205,557,542,15,libero_object_full_3,libero_object
knn20,0,knn20,episode,0.05,1.575398564338684,557,531,26,libero_object_full_3,libero_object
knn20,0,knn20,episode,0.1,1.3289672136306765,557,503,54,libero_object_full_3,libero_object
knn20,0,knn20,task_init,0.02,3.4803082942962646,70,70,0,libero_object_full_3,libero_object
knn20,0,knn20,task_init,0.03,2.8221895694732666,70,69,1,libero_object_full_3,libero_object
knn20,0,knn20,task_init,0.05,2.761309862136841,70,68,2,libero_object_full_3,libero_object
knn20,0,knn20,task_init,0.1,1.7281146049499512,70,64,6,libero_object_full_3,libero_object
norm_only,0,norm_only,episode,0.02,7.981597900390625,557,547,10,libero_object_full_3,libero_object
norm_only,0,norm_only,episode,0.03,6.995975494384766,557,542,15,libero_object_full_3,libero_object
norm_only,0,norm_only,episode,0.05,6.202128887176514,557,531,26,libero_object_full_3,libero_object
norm_only,0,norm_only,episode,0.1,5.395779609680176,557,503,54,libero_object_full_3,libero_object
norm_only,0,norm_only,task_init,0.02,9.546978950500488,70,70,0,libero_object_full_3,libero_object
norm_only,0,norm_only,task_init,0.03,8.6682767868042,70,69,1,libero_object_full_3,libero_object
norm_only,0,norm_only,task_init,0.05,7.221375465393066,70,68,2,libero_object_full_3,libero_object
norm_only,0,norm_only,task_init,0.1,6.3874030113220215,70,64,6,libero_object_full_3,libero_object
c1_centroid_distance,1,centroid_distance,episode,0.02,7.710229873657227,557,547,10,libero_object_full_3,libero_object
c1_centroid_distance,1,centroid_distance,episode,0.03,6.812895774841309,557,542,15,libero_object_full_3,libero_object
c1_centroid_distance,1,centroid_distance,episode,0.05,5.941274642944336,557,531,26,libero_object_full_3,libero_object
c1_centroid_distance,1,centroid_distance,episode,0.1,5.250001430511475,557,503,54,libero_object_full_3,libero_object
c1_centroid_distance,1,centroid_distance,task_init,0.02,9.814672470092772,70,70,0,libero_object_full_3,libero_object
c1_centroid_distance,1,centroid_distance,task_init,0.03,8.402195930480957,70,69,1,libero_object_full_3,libero_object
c1_centroid_distance,1,centroid_distance,task_init,0.05,7.504998683929443,70,68,2,libero_object_full_3,libero_object
c1_centroid_distance,1,centroid_distance,task_init,0.1,6.213924884796143,70,64,6,libero_object_full_3,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.02,1.921002984046936,557,547,10,libero_object_full_3,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.03,1.697432279586792,557,542,15,libero_object_full_3,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.05,1.4802680015563965,557,531,26,libero_object_full_3,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.1,1.308037281036377,557,503,54,libero_object_full_3,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.02,2.445324659347534,70,70,0,libero_object_full_3,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.03,2.0934062004089355,70,69,1,libero_object_full_3,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.05,1.8698697090148928,70,68,2,libero_object_full_3,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.548198699951172,70,64,6,libero_object_full_3,libero_object
c1_union_radius,1,union_radius,episode,0.02,1.921002984046936,557,547,10,libero_object_full_3,libero_object
c1_union_radius,1,union_radius,episode,0.03,1.697432279586792,557,542,15,libero_object_full_3,libero_object
c1_union_radius,1,union_radius,episode,0.05,1.4802680015563965,557,531,26,libero_object_full_3,libero_object
c1_union_radius,1,union_radius,episode,0.1,1.308037281036377,557,503,54,libero_object_full_3,libero_object
c1_union_radius,1,union_radius,task_init,0.02,2.445324659347534,70,70,0,libero_object_full_3,libero_object
c1_union_radius,1,union_radius,task_init,0.03,2.0934062004089355,70,69,1,libero_object_full_3,libero_object
c1_union_radius,1,union_radius,task_init,0.05,1.8698697090148928,70,68,2,libero_object_full_3,libero_object
c1_union_radius,1,union_radius,task_init,0.1,1.548198699951172,70,64,6,libero_object_full_3,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.02,5.632144451141357,557,547,10,libero_object_full_3,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.03,4.860342979431152,557,542,15,libero_object_full_3,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.05,4.023988246917725,557,531,26,libero_object_full_3,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.1,3.318609476089477,557,503,54,libero_object_full_3,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.02,8.016225814819336,70,70,0,libero_object_full_3,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.03,6.297401905059815,70,69,1,libero_object_full_3,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.05,5.632144451141357,70,68,2,libero_object_full_3,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.1,4.066841125488281,70,64,6,libero_object_full_3,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.02,2.257554054260254,557,547,10,libero_object_full_3,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.03,1.898891806602478,557,542,15,libero_object_full_3,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.05,1.5619757175445557,557,531,26,libero_object_full_3,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.1,1.258479356765747,557,503,54,libero_object_full_3,libero_object
c2_assigned_radius,2,assigned_radius,task_init,0.02,3.263905763626098,70,70,0,libero_object_full_3,libero_object
c2_assigned_radius,2,assigned_radius,task_init,0.03,2.3530468940734863,70,69,1,libero_object_full_3,libero_object
