method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances,fold,suite
c1_centroid_distance,1,centroid_distance,task_init,0.03,5.580494403839111,70,69,1,libero_object_full_1,libero_object
c1_centroid_distance,1,centroid_distance,task_init,0.05,5.577881813049316,70,68,2,libero_object_full_1,libero_object
c1_centroid_distance,1,centroid_distance,task_init,0.1,5.035430908203125,70,64,6,libero_object_full_1,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.02,1.3963626623153689,559,549,10,libero_object_full_1,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.03,1.3723946809768677,559,544,15,libero_object_full_1,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.05,1.2853538990020752,559,532,27,libero_object_full_1,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.1,1.2164276838302612,559,504,55,libero_object_full_1,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.02,1.7945610284805298,70,70,0,libero_object_full_1,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.03,1.490439534187317,70,69,1,libero_object_full_1,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.05,1.4897418022155762,70,68,2,libero_object_full_1,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.3448638916015625,70,64,6,libero_object_full_1,libero_object
c1_union_radius,1,union_radius,episode,0.02,1.3963626623153689,559,549,10,libero_object_full_1,libero_object
c1_union_radius,1,union_radius,episode,0.03,1.3723946809768677,559,544,15,libero_object_full_1,libero_object
c1_union_radius,1,union_radius,episode,0.05,1.2853538990020752,559,532,27,libero_object_full_1,libero_object
c1_union_radius,1,union_radius,episode,0.1,1.2164276838302612,559,504,55,libero_object_full_1,libero_object
c1_union_radius,1,union_radius,task_init,0.02,1.7945610284805298,70,70,0,libero_object_full_1,libero_object
c1_union_radius,1,union_radius,task_init,0.03,1.490439534187317,70,69,1,libero_object_full_1,libero_object
c1_union_radius,1,union_radius,task_init,0.05,1.4897418022155762,70,68,2,libero_object_full_1,libero_object
c1_union_radius,1,union_radius,task_init,0.1,1.3448638916015625,70,64,6,libero_object_full_1,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.02,3.545819997787476,559,549,10,libero_object_full_1,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.03,3.4844095706939697,559,544,15,libero_object_full_1,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.05,3.2414097785949707,559,532,27,libero_object_full_1,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.1,2.8771817684173584,559,504,55,libero_object_full_1,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.02,4.977110385894775,70,70,0,libero_object_full_1,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.03,4.098647117614746,70,69,1,libero_object_full_1,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.05,3.9069459438323975,70,68,2,libero_object_full_1,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.1,3.610619068145752,70,64,6,libero_object_full_1,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.02,1.4890892505645752,559,549,10,libero_object_full_1,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.03,1.442921161651611,559,544,15,libero_object_full_1,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.05,1.3396157026290894,559,532,27,libero_object_full_1,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.1,1.2053444385528564,559,504,55,libero_object_full_1,libero_object
c2_assigned_radius,2,assigned_radius,task_init,0.02,2.2155723571777344,70,70,0,libero_object_full_1,libero_object
c2_assigned_radius,2,assigned_radius,task_init,0.03,1.8245222568511963,70,69,1,libero_object_full_1,libero_object
c2_assigned_radius,2,assigned_radius,task_init,0.05,1.6590518951416016,70,68,2,libero_object_full_1,libero_object
c2_assigned_radius,2,assigned_radius,task_init,0.1,1.4730252027511597,70,64,6,libero_object_full_1,libero_object
c2_union_radius,2,union_radius,episode,0.02,1.4890892505645752,559,549,10,libero_object_full_1,libero_object
c2_union_radius,2,union_radius,episode,0.03,1.442921161651611,559,544,15,libero_object_full_1,libero_object
c2_union_radius,2,union_radius,episode,0.05,1.3396157026290894,559,532,27,libero_object_full_1,libero_object
c2_union_radius,2,union_radius,episode,0.1,1.204339623451233,559,504,55,libero_object_full_1,libero_object
c2_union_radius,2,union_radius,task_init,0.02,2.2155723571777344,70,70,0,libero_object_full_1,libero_object
c2_union_radius,2,union_radius,task_init,0.03,1.8245222568511963,70,69,1,libero_object_full_1,libero_object
c2_union_radius,2,union_radius,task_init,0.05,1.6590518951416016,70,68,2,libero_object_full_1,libero_object
c2_union_radius,2,union_radius,task_init,0.1,1.4730252027511597,70,64,6,libero_object_full_1,libero_object
c4_centroid_distance,4,centroid_distance,episode,0.02,2.9753246307373047,559,549,10,libero_object_full_1,libero_object
c4_centroid_distance,4,centroid_distance,episode,0.03,2.640765190124512,559,544,15,libero_object_full_1,libero_object
c4_centroid_distance,4,centroid_distance,episode,0.05,2.4193761348724365,559,532,27,libero_object_full_1,libero_object
c4_centroid_distance,4,centroid_distance,episode,0.1,2.182751178741455,559,504,55,libero_object_full_1,libero_object
c4_centroid_distance,4,centroid_distance,task_init,0.02,4.473326206207275,70,70,0,libero_object_full_1,libero_object
c4_centroid_distance,4,centroid_distance,task_init,0.03,3.591257810592652,70,69,1,libero_object_full_1,libero_object
c4_centroid_distance,4,centroid_distance,task_init,0.05,3.576486110687256,70,68,2,libero_object_full_1,libero_object
c4_centroid_distance,4,centroid_distance,task_init,0.1,2.6084439754486084,70,64,6,libero_object_full_1,libero_object
c4_assigned_radius,4,assigned_radius,episode,0.02,1.6037389039993286,559,549,10,libero_object_full_1,libero_object
c4_assigned_radius,4,assigned_radius,episode,0.03,1.3729865550994873,559,544,15,libero_object_full_1,libero_object
c4_assigned_radius,4,assigned_radius,episode,0.05,1.293783187866211,559,532,27,libero_object_full_1,libero_object
c4_assigned_radius,4,assigned_radius,episode,0.1,1.1578834056854248,559,504,55,libero_object_full_1,libero_object
c4_assigned_radius,4,assigned_radius,task_init,0.02,2.5043129920959477,70,70,0,libero_object_full_1,libero_object
c4_assigned_radius,4,assigned_radius,task_init,0.03,2.002233028411865,70,69,1,libero_object_full_1,libero_object
c4_assigned_radius,4,assigned_radius,task_init,0.05,1.9782921075820925,70,68,2,libero_object_full_1,libero_object
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.3641130924224854,70,64,6,libero_object_full_1,libero_object
c4_union_radius,4,union_radius,episode,0.02,1.6037389039993286,559,549,10,libero_object_full_1,libero_object
c4_union_radius,4,union_radius,episode,0.03,1.3729865550994873,559,544,15,libero_object_full_1,libero_object
c4_union_radius,4,union_radius,episode,0.05,1.293783187866211,559,532,27,libero_object_full_1,libero_object
c4_union_radius,4,union_radius,episode,0.1,1.1493985652923584,559,504,55,libero_object_full_1,libero_object
c4_union_radius,4,union_radius,task_init,0.02,2.5043129920959477,70,70,0,libero_object_full_1,libero_object
c4_union_radius,4,union_radius,task_init,0.03,2.002233028411865,70,69,1,libero_object_full_1,libero_object
c4_union_radius,4,union_radius,task_init,0.05,1.9084104299545288,70,68,2,libero_object_full_1,libero_object
c4_union_radius,4,union_radius,task_init,0.1,1.3641130924224854,70,64,6,libero_object_full_1,libero_object
c8_centroid_distance,8,centroid_distance,episode,0.02,2.4647977352142334,559,549,10,libero_object_full_1,libero_object
c8_centroid_distance,8,centroid_distance,episode,0.03,2.3212602138519287,559,544,15,libero_object_full_1,libero_object
c8_centroid_distance,8,centroid_distance,episode,0.05,2.106166124343872,559,532,27,libero_object_full_1,libero_object
c8_centroid_distance,8,centroid_distance,episode,0.1,1.880755424499512,559,504,55,libero_object_full_1,libero_object
c8_centroid_distance,8,centroid_distance,task_init,0.02,4.089247226715088,70,70,0,libero_object_full_1,libero_object
c8_centroid_distance,8,centroid_distance,task_init,0.03,3.4854531288146973,70,69,1,libero_object_full_1,libero_object
c8_centroid_distance,8,centroid_distance,task_init,0.05,3.393542051315308,70,68,2,libero_object_full_1,libero_object
c8_centroid_distance,8,centroid_distance,task_init,0.1,2.318867921829224,70,64,6,libero_object_full_1,libero_object
c8_assigned_radius,8,assigned_radius,episode,0.02,1.5468603372573853,559,549,10,libero_object_full_1,libero_object
c8_assigned_radius,8,assigned_radius,episode,0.03,1.416725516319275,559,544,15,libero_object_full_1,libero_object
c8_assigned_radius,8,assigned_radius,episode,0.05,1.3052536249160769,559,532,27,libero_object_full_1,libero_object
c8_assigned_radius,8,assigned_radius,episode,0.1,1.1736655235290527,559,504,55,libero_object_full_1,libero_object
c8_assigned_radius,8,assigned_radius,task_init,0.02,2.727837085723877,70,70,0,libero_object_full_1,libero_object
c8_assigned_radius,8,assigned_radius,task_init,0.03,2.263749361038208,70,69,1,libero_object_full_1,libero_object
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.9936156272888184,70,68,2,libero_object_full_1,libero_object
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.45784330368042,70,64,6,libero_object_full_1,libero_object
c8_union_radius,8,union_radius,episode,0.02,1.5063159465789795,559,549,10,libero_object_full_1,libero_object
c8_union_radius,8,union_radius,episode,0.03,1.4022817611694336,559,544,15,libero_object_full_1,libero_object
c8_union_radius,8,union_radius,episode,0.05,1.262199878692627,559,532,27,libero_object_full_1,libero_object
c8_union_radius,8,union_radius,episode,0.1,1.1615310907363892,559,504,55,libero_object_full_1,libero_object
c8_union_radius,8,union_radius,task_init,0.02,2.727837085723877,70,70,0,libero_object_full_1,libero_object
c8_union_radius,8,union_radius,task_init,0.03,2.0036211013793945,70,69,1,libero_object_full_1,libero_object
c8_union_radius,8,union_radius,task_init,0.05,1.9936156272888184,70,68,2,libero_object_full_1,libero_object
c8_union_radius,8,union_radius,task_init,0.1,1.3987672328948977,70,64,6,libero_object_full_1,libero_object
c16_centroid_distance,16,centroid_distance,episode,0.02,2.1703734397888184,559,549,10,libero_object_full_1,libero_object
c16_centroid_distance,16,centroid_distance,episode,0.03,1.9174104928970337,559,544,15,libero_object_full_1,libero_object
c16_centroid_distance,16,centroid_distance,episode,0.05,1.844191551208496,559,532,27,libero_object_full_1,libero_object
c16_centroid_distance,16,centroid_distance,episode,0.1,1.67947518825531,559,504,55,libero_object_full_1,libero_object
c16_centroid_distance,16,centroid_distance,task_init,0.02,3.292362928390503,70,70,0,libero_object_full_1,libero_object
c16_centroid_distance,16,centroid_distance,task_init,0.03,3.2071638107299805,70,69,1,libero_object_full_1,libero_object
c16_centroid_distance,16,centroid_distance,task_init,0.05,3.2005739212036133,70,68,2,libero_object_full_1,libero_object
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.103035688400269,70,64,6,libero_object_full_1,libero_object
c16_assigned_radius,16,assigned_radius,episode,0.02,1.517437219619751,559,549,10,libero_object_full_1,libero_object
c16_assigned_radius,16,assigned_radius,episode,0.03,1.4541144371032717,559,544,15,libero_object_full_1,libero_object
c16_assigned_radius,16,assigned_radius,episode,0.05,1.3534003496170044,559,532,27,libero_object_full_1,libero_object
c16_assigned_radius,16,assigned_radius,episode,0.1,1.216198205947876,559,504,55,libero_object_full_1,libero_object
c16_assigned_radius,16,assigned_radius,task_init,0.02,2.108168125152588,70,70,0,libero_object_full_1,libero_object
c16_assigned_radius,16,assigned_radius,task_init,0.03,2.1038365364074707,70,69,1,libero_object_full_1,libero_object
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.9287688732147217,70,68,2,libero_object_full_1,libero_object
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.5678797960281372,70,64,6,libero_object_full_1,libero_object
c16_union_radius,16,union_radius,episode,0.02,1.4529544115066528,559,549,10,libero_object_full_1,libero_object
c16_union_radius,16,union_radius,episode,0.03,1.4034005403518677,559,544,15,libero_object_full_1,libero_object
c16_union_radius,16,union_radius,episode,0.05,1.2820305824279783,559,532,27,libero_object_full_1,libero_object
c16_union_radius,16,union_radius,episode,0.1,1.1743452548980713,559,504,55,libero_object_full_1,libero_object
c16_union_radius,16,union_radius,task_init,0.02,2.108168125152588,70,70,0,libero_object_full_1,libero_object
c16_union_radius,16,union_radius,task_init,0.03,2.1038365364074707,70,69,1,libero_object_full_1,libero_object
c16_union_radius,16,union_radius,task_init,0.05,1.9287688732147217,70,68,2,libero_object_full_1,libero_object
c16_union_radius,16,union_radius,task_init,0.1,1.540564775466919,70,64,6,libero_object_full_1,libero_object
c32_centroid_distance,32,centroid_distance,episode,0.02,1.927916407585144,559,549,10,libero_object_full_1,libero_object
c32_centroid_distance,32,centroid_distance,episode,0.03,1.7881077527999878,559,544,15,libero_object_full_1,libero_object
c32_centroid_distance,32,centroid_distance,episode,0.05,1.60762619972229,559,532,27,libero_object_full_1,libero_object
c32_centroid_distance,32,centroid_distance,episode,0.1,1.470063090324402,559,504,55,libero_object_full_1,libero_object
c32_centroid_distance,32,centroid_distance,task_init,0.02,3.195937156677246,70,70,0,libero_object_full_1,libero_object
c32_centroid_distance,32,centroid_distance,task_init,0.03,3.0954201221466064,70,69,1,libero_object_full_1,libero_object
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.916954278945923,70,68,2,libero_object_full_1,libero_object
c32_centroid_distance,32,centroid_distance,task_init,0.1,1.8924251794815063,70,64,6,libero_object_full_1,libero_object
c32_assigned_radius,32,assigned_radius,episode,0.02,1.631091833114624,559,549,10,libero_object_full_1,libero_object
c32_assigned_radius,32,assigned_radius,episode,0.03,1.5411609411239624,559,544,15,libero_object_full_1,libero_object
c32_assigned_radius,32,assigned_radius,episode,0.05,1.383484125137329,559,532,27,libero_object_full_1,libero_object
c32_assigned_radius,32,assigned_radius,episode,0.1,1.26521098613739,559,504,55,libero_object_full_1,libero_object
c32_assigned_radius,32,assigned_radius,task_init,0.02,3.159353494644165,70,70,0,libero_object_full_1,libero_object
c32_assigned_radius,32,assigned_radius,task_init,0.03,2.231255531311035,70,69,1,libero_object_full_1,libero_object
c32_assigned_radius,32,assigned_radius,task_init,0.05,2.163538932800293,70,68,2,libero_object_full_1,libero_object
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.8625726699829104,70,64,6,libero_object_full_1,libero_object
c32_union_radius,32,union_radius,episode,0.02,1.5270698070526123,559,549,10,libero_object_full_1,libero_object
c32_union_radius,32,union_radius,episode,0.03,1.425091028213501,559,544,15,libero_object_full_1,libero_object
c32_union_radius,32,union_radius,episode,0.05,1.3206090927124023,559,532,27,libero_object_full_1,libero_object
c32_union_radius,32,union_radius,episode,0.1,1.1979894638061523,559,504,55,libero_object_full_1,libero_object
c32_union_radius,32,union_radius,task_init,0.02,2.231255531311035,70,70,0,libero_object_full_1,libero_object
c32_union_radius,32,union_radius,task_init,0.03,2.163538932800293,70,69,1,libero_object_full_1,libero_object
c32_union_radius,32,union_radius,task_init,0.05,2.1332783699035645,70,68,2,libero_object_full_1,libero_object
c32_union_radius,32,union_radius,task_init,0.1,1.4478667974472046,70,64,6,libero_object_full_1,libero_object
c64_centroid_distance,64,centroid_distance,episode,0.02,1.907525897026062,559,549,10,libero_object_full_1,libero_object
c64_centroid_distance,64,centroid_distance,episode,0.03,1.6112525463104248,559,544,15,libero_object_full_1,libero_object
c64_centroid_distance,64,centroid_distance,episode,0.05,1.4907708168029783,559,532,27,libero_object_full_1,libero_object
c64_centroid_distance,64,centroid_distance,episode,0.1,1.3226864337921145,559,504,55,libero_object_full_1,libero_object
c64_centroid_distance,64,centroid_distance,task_init,0.02,3.051487684249878,70,70,0,libero_object_full_1,libero_object
c64_centroid_distance,64,centroid_distance,task_init,0.03,2.779590606689453,70,69,1,libero_object_full_1,libero_object
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.607273578643799,70,68,2,libero_object_full_1,libero_object
c64_centroid_distance,64,centroid_distance,task_init,0.1,1.808972716331482,70,64,6,libero_object_full_1,libero_object
c64_assigned_radius,64,assigned_radius,episode,0.02,1.664689064025879,559,549,10,libero_object_full_1,libero_object
c64_assigned_radius,64,assigned_radius,episode,0.03,1.6046648025512695,559,544,15,libero_object_full_1,libero_object
c64_assigned_radius,64,assigned_radius,episode,0.05,1.459030270576477,559,532,27,libero_object_full_1,libero_object
c64_assigned_radius,64,assigned_radius,episode,0.1,1.3127987384796145,559,504,55,libero_object_full_1,libero_object
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.442505121231079,70,70,0,libero_object_full_1,libero_object
c64_assigned_radius,64,assigned_radius,task_init,0.03,2.4398109912872314,70,69,1,libero_object_full_1,libero_object
c64_assigned_radius,64,assigned_radius,task_init,0.05,2.3369977474212646,70,68,2,libero_object_full_1,libero_object
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.8854268789291384,70,64,6,libero_object_full_1,libero_object
c64_union_radius,64,union_radius,episode,0.02,1.6046648025512695,559,549,10,libero_object_full_1,libero_object
c64_union_radius,64,union_radius,episode,0.03,1.5041325092315674,559,544,15,libero_object_full_1,libero_object
c64_union_radius,64,union_radius,episode,0.05,1.305150032043457,559,532,27,libero_object_full_1,libero_object
c64_union_radius,64,union_radius,episode,0.1,1.2222797870635986,559,504,55,libero_object_full_1,libero_object
c64_union_radius,64,union_radius,task_init,0.02,2.249751329421997,70,70,0,libero_object_full_1,libero_object
c64_union_radius,64,union_radius,task_init,0.03,2.2165744304656982,70,69,1,libero_object_full_1,libero_object
c64_union_radius,64,union_radius,task_init,0.05,2.193056106567383,70,68,2,libero_object_full_1,libero_object
c64_union_radius,64,union_radius,task_init,0.1,1.4972091913223269,70,64,6,libero_object_full_1,libero_object
knn20,0,knn20,episode,0.02,1.8533991575241089,554,544,10,libero_object_full_2,libero_object
knn20,0,knn20,episode,0.03,1.7510486841201782,554,539,15,libero_object_full_2,libero_object
knn20,0,knn20,episode,0.05,1.6769474744796753,554,528,26,libero_object_full_2,libero_object
knn20,0,knn20,episode,0.1,1.5136511325836182,554,500,54,libero_object_full_2,libero_object
knn20,0,knn20,task_init,0.02,2.49825119972229,70,70,0,libero_object_full_2,libero_object
knn20,0,knn20,task_init,0.03,2.357637882232666,70,69,1,libero_object_full_2,libero_object
knn20,0,knn20,task_init,0.05,2.1025044918060303,70,68,2,libero_object_full_2,libero_object
knn20,0,knn20,task_init,0.1,1.907114863395691,70,64,6,libero_object_full_2,libero_object
norm_only,0,norm_only,episode,0.02,7.183062553405762,554,544,10,libero_object_full_2,libero_object
norm_only,0,norm_only,episode,0.03,6.959945201873779,554,539,15,libero_object_full_2,libero_object
norm_only,0,norm_only,episode,0.05,6.742151260375977,554,528,26,libero_object_full_2,libero_object
norm_only,0,norm_only,episode,0.1,6.086241722106934,554,500,54,libero_object_full_2,libero_object
norm_only,0,norm_only,task_init,0.02,8.012550354003906,70,70,0,libero_object_full_2,libero_object
norm_only,0,norm_only,task_init,0.03,7.689486026763916,70,69,1,libero_object_full_2,libero_object
norm_only,0,norm_only,task_init,0.05,7.521652221679687,70,68,2,libero_object_full_2,libero_object
norm_only,0,norm_only,task_init,0.1,7.161005973815918,70,64,6,libero_object_full_2,libero_object
c1_centroid_distance,1,centroid_distance,episode,0.02,7.049879550933838,554,544,10,libero_object_full_2,libero_object
c1_centroid_distance,1,centroid_distance,episode,0.03,6.822230339050293,554,539,15,libero_object_full_2,libero_object
c1_centroid_distance,1,centroid_distance,episode,0.05,6.501120567321777,554,528,26,libero_object_full_2,libero_object
c1_centroid_distance,1,centroid_distance,episode,0.1,5.861193656921387,554,500,54,libero_object_full_2,libero_object
c1_centroid_distance,1,centroid_distance,task_init,0.02,7.942052364349365,70,70,0,libero_object_full_2,libero_object
c1_centroid_distance,1,centroid_distance,task_init,0.03,7.754830837249756,70,69,1,libero_object_full_2,libero_object
c1_centroid_distance,1,centroid_distance,task_init,0.05,7.274213790893555,70,68,2,libero_object_full_2,libero_object
c1_centroid_distance,1,centroid_distance,task_init,0.1,7.049879550933838,70,64,6,libero_object_full_2,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.02,1.497445583343506,554,544,10,libero_object_full_2,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.03,1.4490913152694702,554,539,15,libero_object_full_2,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.05,1.3808852434158323,554,528,26,libero_object_full_2,libero_object
c1_assigned_radius,1,assigned_radius,episode,0.1,1.2449601888656616,554,500,54,libero_object_full_2,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.02,1.6869497299194336,70,70,0,libero_object_full_2,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.03,1.6471824645996094,70,69,1,libero_object_full_2,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.05,1.5450958013534546,70,68,2,libero_object_full_2,libero_object
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.497445583343506,70,64,6,libero_object_full_2,libero_object
c1_union_radius,1,union_radius,episode,0.02,1.497445583343506,554,544,10,libero_object_full_2,libero_object
c1_union_radius,1,union_radius,episode,0.03,1.4490913152694702,554,539,15,libero_object_full_2,libero_object
c1_union_radius,1,union_radius,episode,0.05,1.3808852434158323,554,528,26,libero_object_full_2,libero_object
c1_union_radius,1,union_radius,episode,0.1,1.2449601888656616,554,500,54,libero_object_full_2,libero_object
c1_union_radius,1,union_radius,task_init,0.02,1.6869497299194336,70,70,0,libero_object_full_2,libero_object
c1_union_radius,1,union_radius,task_init,0.03,1.6471824645996094,70,69,1,libero_object_full_2,libero_object
c1_union_radius,1,union_radius,task_init,0.05,1.5450958013534546,70,68,2,libero_object_full_2,libero_object
c1_union_radius,1,union_radius,task_init,0.1,1.497445583343506,70,64,6,libero_object_full_2,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.02,4.714215278625488,554,544,10,libero_object_full_2,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.03,4.504961490631104,554,539,15,libero_object_full_2,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.05,4.158981800079346,554,528,26,libero_object_full_2,libero_object
c2_centroid_distance,2,centroid_distance,episode,0.1,3.604789018630981,554,500,54,libero_object_full_2,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.02,6.04618501663208,70,70,0,libero_object_full_2,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.03,5.3452582359313965,70,69,1,libero_object_full_2,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.05,5.311893939971924,70,68,2,libero_object_full_2,libero_object
c2_centroid_distance,2,centroid_distance,task_init,0.1,4.670622825622559,70,64,6,libero_object_full_2,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.02,1.5887662172317505,554,544,10,libero_object_full_2,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.03,1.5481185913085938,554,539,15,libero_object_full_2,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.05,1.4042567014694214,554,528,26,libero_object_full_2,libero_object
c2_assigned_radius,2,assigned_radius,episode,0.1,1.260150909423828,554,500,54,libero_object_full_2,libero_object
c2_assigned_radius,2,assigned_radius,task_init,0.02,2.171287298202514,70,70,0,libero_object_full_2,libero_object
c2_assigned_radius,2,assigned_radius,task_init,0.03,1.9075909852981567,70,69,1,libero_object_full_2,libero_object
c2_assigned_radius,2,assigned_radius,task_init,0.05,1.8014377355575562,70,68,2,libero_object_full_2,libero_object
c2_assigned_radius,2,assigned_radius,task_init,0.1,1.5762100219726562,70,64,6,libero_object_full_2,libero_object
c2_union_radius,2,union_radius,episode,0.02,1.5887662172317505,554,544,10,libero_object_full_2,libero_object
c2_union_radius,2,union_radius,episode,0.03,1.5481185913085938,554,539,15,libero_object_full_2,libero_object
c2_union_radius,2,union_radius,episode,0.05,1.4042567014694214,554,528,26,libero_object_full_2,libero_object
c2_union_radius,2,union_radius,episode,0.1,1.260150909423828,554,500,54,libero_object_full_2,libero_object
c2_union_radius,2,union_radius,task_init,0.02,2.171287298202514,70,70,0,libero_object_full_2,libero_object
c2_union_radius,2,union_radius,task_init,0.03,1.9075909852981567,70,69,1,libero_object_full_2,libero_object
c2_union_radius,2,union_radius,task_init,0.05,1.8014377355575562,70,68,2,libero_object_full_2,libero_object
c2_union_radius,2,union_radius,task_init,0.1,1.5762100219726562,70,64,6,libero_object_full_2,libero_object
c4_centroid_distance,4,centroid_distance,episode,0.02,3.3525099754333496,554,544,10,libero_object_full_2,libero_object
c4_centroid_distance,4,centroid_distance,episode,0.03,3.218533515930176,554,539,15,libero_object_full_2,libero_object
c4_centroid_distance,4,centroid_distance,episode,0.05,3.02781343460083,554,528,26,libero_object_full_2,libero_object
c4_centroid_distance,4,centroid_distance,episode,0.1,2.7552082538604736,554,500,54,libero_object_full_2,libero_object
c4_centroid_distance,4,centroid_distance,task_init,0.02,4.186011791229248,70,70,0,libero_object_full_2,libero_object
c4_centroid_distance,4,centroid_distance,task_init,0.03,4.050969123840332,70,69,1,libero_object_full_2,libero_object
c4_centroid_distance,4,centroid_distance,task_init,0.05,3.8858819007873535,70,68,2,libero_object_full_2,libero_object
c4_centroid_distance,4,centroid_distance,task_init,0.1,3.3616838455200195,70,64,6,libero_object_full_2,libero_object
c4_assigned_radius,4,assigned_radius,episode,0.02,1.4959512948989868,554,544,10,libero_object_full_2,libero_object
c4_assigned_radius,4,assigned_radius,episode,0.03,1.4347885847091677,554,539,15,libero_object_full_2,libero_object
c4_assigned_radius,4,assigned_radius,episode,0.05,1.3569812774658203,554,528,26,libero_object_full_2,libero_object
c4_assigned_radius,4,assigned_radius,episode,0.1,1.2378462553024292,554,500,54,libero_object_full_2,libero_object
c4_assigned_radius,4,assigned_radius,task_init,0.02,2.0133650302886963,70,70,0,libero_object_full_2,libero_object
c4_assigned_radius,4,assigned_radius,task_init,0.03,1.8358937501907349,70,69,1,libero_object_full_2,libero_object
c4_assigned_radius,4,assigned_radius,task_init,0.05,1.6570727825164795,70,68,2,libero_object_full_2,libero_object
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.4817826747894287,70,64,6,libero_object_full_2,libero_object
c4_union_radius,4,union_radius,episode,0.02,1.4551336765289309,554,544,10,libero_object_full_2,libero_object
c4_union_radius,4,union_radius,episode,0.03,1.4087154865264893,554,539,15,libero_object_full_2,libero_object
c4_union_radius,4,union_radius,episode,0.05,1.3440195322036743,554,528,26,libero_object_full_2,libero_object
c4_union_radius,4,union_radius,episode,0.1,1.201722264289856,554,500,54,libero_object_full_2,libero_object
c4_union_radius,4,union_radius,task_init,0.02,1.8982456922531128,70,70,0,libero_object_full_2,libero_object
c4_union_radius,4,union_radius,task_init,0.03,1.7435052394866943,70,69,1,libero_object_full_2,libero_object
c4_union_radius,4,union_radius,task_init,0.05,1.6570727825164795,70,68,2,libero_object_full_2,libero_object
c4_union_radius,4,union_radius,task_init,0.1,1.432712197303772,70,64,6,libero_object_full_2,libero_object
c8_centroid_distance,8,centroid_distance,episode,0.02,2.8226065635681152,554,544,10,libero_object_full_2,libero_object
c8_centroid_distance,8,centroid_distance,episode,0.03,2.748907327651977,554,539,15,libero_object_full_2,libero_object
c8_centroid_distance,8,centroid_distance,episode,0.05,2.491262674331665,554,528,26,libero_object_full_2,libero_object
c8_centroid_distance,8,centroid_distance,episode,0.1,2.3078575134277344,554,500,54,libero_object_full_2,libero_object
c8_centroid_distance,8,centroid_distance,task_init,0.02,3.920224666595459,70,70,0,libero_object_full_2,libero_object
c8_centroid_distance,8,centroid_distance,task_init,0.03,3.353765726089477,70,69,1,libero_object_full_2,libero_object
c8_centroid_distance,8,centroid_distance,task_init,0.05,3.163561582565308,70,68,2,libero_object_full_2,libero_object
c8_centroid_distance,8,centroid_distance,task_init,0.1,2.84644103050232,70,64,6,libero_object_full_2,libero_object
c8_assigned_radius,8,assigned_radius,episode,0.02,1.525484919548035,554,544,10,libero_object_full_2,libero_object
c8_assigned_radius,8,assigned_radius,episode,0.03,1.445563793182373,554,539,15,libero_object_full_2,libero_object
