representation,direction,width,confirmations,quantile,tp,fp,risk_recall,early4_risk_recall,early8_risk_recall,precision,timely_fpr,max_suite_fpr,max_task_fpr,spatial_tp,spatial_fp,spatial_recall,spatial_fpr,logical_gpu,eligible
delta_back_min,high,2,3,0.99,258,23,0.5297741273100616,0.4989733059548255,0.3613963039014374,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,1,False
delta_back_min,high,2,3,0.995,257,23,0.5277207392197125,0.49691991786447637,0.3593429158110883,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,1,False
delta_back_min,high,2,4,0.5,290,62,0.5954825462012321,0.5420944558521561,0.37782340862423,0.8238636363636364,0.0043317264025710895,0.010067113675177097,0.02331606298685074,35,39,0.2777777777777778,0.010067114093959731,1,False
delta_back_min,high,2,4,0.55,285,47,0.5852156057494866,0.5338809034907598,0.37166324435318276,0.858433734939759,0.0032837280793684065,0.006594259291887283,0.02240896411240101,30,24,0.23809523809523808,0.00619514713474445,1,False
delta_back_min,high,2,4,0.6,283,36,0.5811088295687885,0.5318275154004107,0.36960985626283366,0.8871473354231975,0.0025151959756864388,0.006594259291887283,0.02240896411240101,28,13,0.2222222222222222,0.003355704697986577,1,False
delta_back_min,high,2,4,0.65,279,30,0.5728952772073922,0.5236139630390144,0.3655030800821355,0.9029126213592233,0.0020959966464053656,0.006594259291887283,0.02240896411240101,24,7,0.19047619047619047,0.0018069179143004647,1,False
delta_back_min,high,2,4,0.7,278,26,0.5708418891170431,0.5215605749486653,0.3655030800821355,0.9144736842105263,0.0018165304268846503,0.006594259291887283,0.02240896411240101,23,3,0.18253968253968253,0.0007743933918430562,1,False
delta_back_min,high,2,4,0.725,275,26,0.5646817248459959,0.5154004106776181,0.3655030800821355,0.9136212624584718,0.0018165304268846503,0.006594259291887283,0.02240896411240101,20,3,0.15873015873015872,0.0007743933918430562,1,False
delta_back_min,high,2,4,0.75,272,26,0.5585215605749486,0.5133470225872689,0.3655030800821355,0.912751677852349,0.0018165304268846503,0.006594259291887283,0.02240896411240101,17,3,0.1349206349206349,0.0007743933918430562,1,False
delta_back_min,high,2,4,0.775,269,26,0.5523613963039015,0.5092402464065708,0.3655030800821355,0.911864406779661,0.0018165304268846503,0.006594259291887283,0.02240896411240101,14,3,0.1111111111111111,0.0007743933918430562,1,False
delta_back_min,high,2,4,0.8,268,25,0.5503080082135524,0.5092402464065708,0.3655030800821355,0.9146757679180887,0.0017466638720044715,0.006594259291887283,0.02240896411240101,13,2,0.10317460317460317,0.0005162622612287042,1,False
delta_back_min,high,2,4,0.825,267,25,0.5482546201232033,0.5071868583162218,0.36344969199178645,0.9143835616438356,0.0017466638720044715,0.006594259291887283,0.02240896411240101,12,2,0.09523809523809523,0.0005162622612287042,1,False
delta_back_min,high,2,4,0.85,265,24,0.5441478439425051,0.5071868583162218,0.36344969199178645,0.916955017301038,0.0016767973171242926,0.006594259291887283,0.02240896411240101,10,1,0.07936507936507936,0.0002581311306143521,1,False
delta_back_min,high,2,4,0.875,261,23,0.5359342915811088,0.4989733059548255,0.3593429158110883,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,1,False
delta_back_min,high,2,4,0.9,260,23,0.5338809034907598,0.4989733059548255,0.3593429158110883,0.9187279151943463,0.0016069307622441137,0.006594259291887283,0.02240896411240101,5,0,0.03968253968253968,0.0,1,False
delta_back_min,high,2,4,0.925,259,23,0.5318275154004107,0.49691991786447637,0.3593429158110883,0.9184397163120568,0.0016069307622441137,0.006594259291887283,0.02240896411240101,4,0,0.031746031746031744,0.0,1,False
delta_back_min,high,2,4,0.95,259,23,0.5318275154004107,0.49691991786447637,0.3593429158110883,0.9184397163120568,0.0016069307622441137,0.006594259291887283,0.02240896411240101,4,0,0.031746031746031744,0.0,1,False
delta_back_min,high,2,4,0.96,259,23,0.5318275154004107,0.49691991786447637,0.3593429158110883,0.9184397163120568,0.0016069307622441137,0.006594259291887283,0.02240896411240101,4,0,0.031746031746031744,0.0,1,False
delta_back_min,high,2,4,0.975,258,23,0.5297741273100616,0.49691991786447637,0.3593429158110883,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,1,False
delta_back_min,high,2,4,0.98,257,23,0.5277207392197125,0.49691991786447637,0.3593429158110883,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,1,False
delta_back_min,high,2,4,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,4,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,6,0.5,262,23,0.5379876796714579,0.4989733059548255,0.35728952772073924,0.9192982456140351,0.0016069307622441137,0.006594259291887283,0.02240896411240101,7,0,0.05555555555555555,0.0,1,False
delta_back_min,high,2,6,0.55,261,23,0.5359342915811088,0.4989733059548255,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,1,False
delta_back_min,high,2,6,0.6,261,23,0.5359342915811088,0.4989733059548255,0.35728952772073924,0.9190140845070423,0.0016069307622441137,0.006594259291887283,0.02240896411240101,6,0,0.047619047619047616,0.0,1,False
delta_back_min,high,2,6,0.65,259,23,0.5318275154004107,0.49691991786447637,0.35728952772073924,0.9184397163120568,0.0016069307622441137,0.006594259291887283,0.02240896411240101,4,0,0.031746031746031744,0.0,1,False
delta_back_min,high,2,6,0.7,258,23,0.5297741273100616,0.4948665297741273,0.35728952772073924,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,1,False
delta_back_min,high,2,6,0.725,258,23,0.5297741273100616,0.4948665297741273,0.35728952772073924,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,1,False
delta_back_min,high,2,6,0.75,258,23,0.5297741273100616,0.4948665297741273,0.35728952772073924,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,1,False
delta_back_min,high,2,6,0.775,258,23,0.5297741273100616,0.4948665297741273,0.35728952772073924,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,1,False
delta_back_min,high,2,6,0.8,258,23,0.5297741273100616,0.4948665297741273,0.35728952772073924,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,1,False
delta_back_min,high,2,6,0.825,258,23,0.5297741273100616,0.4948665297741273,0.35728952772073924,0.9181494661921709,0.0016069307622441137,0.006594259291887283,0.02240896411240101,3,0,0.023809523809523808,0.0,1,False
delta_back_min,high,2,6,0.85,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,1,False
delta_back_min,high,2,6,0.875,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,1,False
delta_back_min,high,2,6,0.9,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,1,False
delta_back_min,high,2,6,0.925,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,1,False
delta_back_min,high,2,6,0.95,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,1,False
delta_back_min,high,2,6,0.96,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,1,False
delta_back_min,high,2,6,0.975,257,23,0.5277207392197125,0.4948665297741273,0.35728952772073924,0.9178571428571428,0.0016069307622441137,0.006594259291887283,0.02240896411240101,2,0,0.015873015873015872,0.0,1,False
delta_back_min,high,2,6,0.98,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,6,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,6,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.5,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.55,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.6,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.65,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.7,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.725,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.75,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.775,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.8,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.825,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.85,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.875,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.9,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.925,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.95,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.96,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.975,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.98,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,8,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.5,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.55,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.6,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.65,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.7,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.725,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.75,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.775,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.8,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.825,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.85,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.875,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.9,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.925,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.95,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.96,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.975,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.98,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,10,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.5,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.55,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.6,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.65,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.7,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.725,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.75,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.775,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.8,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.825,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.85,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.875,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.9,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.925,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.95,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.96,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.975,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.98,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.99,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,2,12,0.995,256,23,0.5256673511293635,0.4948665297741273,0.35728952772073924,0.9175627240143369,0.0016069307622441137,0.006594259291887283,0.02240896411240101,1,0,0.007936507936507936,0.0,1,False
delta_back_min,high,3,1,0.5,370,1903,0.7597535934291582,0.7186858316221766,0.5359342915811088,0.16278046634403873,0.13295605393698037,0.48528653383255005,0.5,115,1880,0.9126984126984127,0.4852865255549819,1,False
delta_back_min,high,3,1,0.55,370,1703,0.7597535934291582,0.7186858316221766,0.5297741273100616,0.17848528702363725,0.11898274296094459,0.4336602985858917,0.44999998807907104,115,1680,0.9126984126984127,0.43366029943211154,1,False
delta_back_min,high,3,1,0.6,367,1511,0.7535934291581109,0.7125256673511293,0.5215605749486653,0.1954206602768903,0.10556836442395026,0.3840991258621216,0.39750000834465027,112,1488,0.8888888888888888,0.3840991223541559,1,False
delta_back_min,high,3,1,0.65,362,1315,0.7433264887063655,0.702258726899384,0.5112936344969199,0.21586165772212285,0.09187451966743519,0.33350542187690735,0.35249999165534973,107,1292,0.8492063492063492,0.3335054207537429,1,False
delta_back_min,high,3,1,0.7,358,1124,0.7351129363449692,0.6940451745379876,0.5030800821355236,0.24156545209176788,0.07853000768532103,0.28420236706733704,0.30000001192092896,103,1101,0.8174603174603174,0.28420237480640165,1,False
delta_back_min,high,3,1,0.725,357,1022,0.7330595482546202,0.6919917864476386,0.49691991786447637,0.25888324873096447,0.0714036190875428,0.257872998714447,0.2770780920982361,102,999,0.8095238095238095,0.25787299948373776,1,False
delta_back_min,high,3,1,0.75,354,929,0.7268993839835729,0.6858316221765913,0.4928131416837782,0.2759158222915043,0.06490602948368616,0.23386681079864502,0.254408061504364,99,906,0.7857142857142857,0.233866804336603,1,False
delta_back_min,high,3,1,0.775,350,836,0.7186858316221766,0.6776180698151951,0.4887063655030801,0.2951096121416526,0.05840843987982953,0.20986060798168182,0.22670024633407593,95,813,0.753968253968254,0.20986060918946825,1,False
delta_back_min,high,3,1,0.8,346,746,0.7104722792607803,0.6673511293634496,0.47638603696098564,0.31684981684981683,0.05212044994061343,0.1866288036108017,0.20654912292957306,91,723,0.7222222222222222,0.18662880743417656,1,False
delta_back_min,high,3,1,0.825,342,651,0.702258726899384,0.6570841889117043,0.4702258726899384,0.34441087613293053,0.045483127226996434,0.16210635006427765,0.17884130775928497,87,628,0.6904761904761905,0.1621063500258131,1,False
delta_back_min,high,3,1,0.85,338,546,0.6940451745379876,0.648870636550308,0.459958932238193,0.38235294117647056,0.03814713896457766,0.13500258326530457,0.1525000035762787,83,523,0.6587301587301587,0.13500258131130613,1,False
delta_back_min,high,3,1,0.875,332,456,0.6817248459958932,0.6344969199178645,0.44969199178644764,0.4213197969543147,0.031859149025361556,0.11177077889442444,0.128463476896286,77,433,0.6111111111111112,0.11177077955601446,1,False
delta_back_min,high,3,1,0.9,328,370,0.6735112936344969,0.6262833675564682,0.43737166324435317,0.4699140401146132,0.02585062530566618,0.0895715057849884,0.10499999672174454,73,347,0.5793650793650794,0.08957150232318017,1,False
delta_back_min,high,3,1,0.925,324,273,0.6652977412731006,0.6160164271047228,0.42915811088295686,0.542713567839196,0.01907356948228883,0.06453277915716171,0.0824742242693901,69,250,0.5476190476190477,0.06453278265358803,1,False
delta_back_min,high,3,1,0.95,315,177,0.6468172484599589,0.5995893223819302,0.41478439425051333,0.6402439024390244,0.012366380213791658,0.03975219279527664,0.05289672687649727,60,154,0.47619047619047616,0.03975219411461022,1,False
delta_back_min,high,3,1,0.96,310,141,0.6365503080082136,0.5893223819301848,0.4127310061601643,0.6873614190687362,0.009851184238105219,0.03045947290956974,0.045340050011873245,55,118,0.4365079365079365,0.030459473412493547,1,False
delta_back_min,high,3,1,0.975,298,87,0.6119096509240246,0.5667351129363449,0.4004106776180698,0.7740259740259741,0.0060783902745755606,0.016520392149686813,0.02835051529109478,43,64,0.3412698412698413,0.016520392359318535,1,False
delta_back_min,high,3,1,0.98,293,75,0.6016427104722792,0.5564681724845996,0.39835728952772076,0.7961956521739131,0.005239991616013414,0.01342281885445118,0.02835051529109478,38,52,0.30158730158730157,0.013422818791946308,1,False
delta_back_min,high,3,1,0.99,276,45,0.5667351129363449,0.5338809034907598,0.3737166324435318,0.8598130841121495,0.0031439949696080486,0.006594259291887283,0.02240896411240101,21,22,0.16666666666666666,0.005678884873515746,1,False
delta_back_min,high,3,1,0.995,267,35,0.5482546201232033,0.5154004106776181,0.3675564681724846,0.8841059602649006,0.00244532942080626,0.006594259291887283,0.02240896411240101,12,12,0.09523809523809523,0.003097573567372225,1,False
delta_back_min,high,3,2,0.5,362,943,0.7433264887063655,0.7063655030800822,0.49691991786447637,0.27739463601532566,0.06588416125200866,0.23748064041137695,0.30933332443237305,107,920,0.8492063492063492,0.23748064016520393,1,False
delta_back_min,high,3,2,0.55,358,804,0.7351129363449692,0.6960985626283368,0.48459958932238195,0.3080895008605852,0.0561727101236638,0.20160041749477386,0.2693333327770233,103,781,0.8174603174603174,0.201600413009809,1,False
delta_back_min,high,3,2,0.6,352,688,0.7227926078028748,0.6817248459958932,0.4784394250513347,0.3384615384615385,0.04806818975756305,0.17165720462799072,0.2293333262205124,97,665,0.7698412698412699,0.17165720185854413,1,False
delta_back_min,high,3,2,0.65,342,579,0.702258726899384,0.6591375770020534,0.46406570841889117,0.3713355048859935,0.04045273527562356,0.14352090656757355,0.18933333456516266,87,556,0.6904761904761905,0.14352090862157976,1,False
delta_back_min,high,3,2,0.7,336,462,0.6899383983572895,0.6447638603696099,0.45585215605749485,0.42105263157894735,0.03227834835464263,0.11331956833600998,0.15733332931995392,81,439,0.6428571428571429,0.11331956633970057,1,False
delta_back_min,high,3,2,0.725,335,412,0.6878850102669405,0.6427104722792608,0.4537987679671458,0.4484605087014726,0.02878502061063369,0.1004130095243454,0.14933332800865173,80,389,0.6349206349206349,0.10041300980898296,1,False
delta_back_min,high,3,2,0.75,333,357,0.6837782340862423,0.6344969199178645,0.44969199178644764,0.4826086956521739,0.024942360092223854,0.0862157940864563,0.13066667318344116,78,334,0.6190476190476191,0.0862157976251936,1,False
