level,cohort,suite,task,calibration,method,alpha,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,cosine_without_center,0.05,800,21,779,13,8,126,653,0.6190476190476191,0.16174582798459564,0.09352517985611511
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,norm_only,0.05,800,21,779,21,0,127,652,1.0,0.16302952503209242,0.14189189189189189
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,euclidean,0.05,800,21,779,20,1,55,724,0.9523809523809523,0.07060333761232349,0.26666666666666666
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,cosine,0.05,800,21,779,0,21,7,772,0.0,0.008985879332477536,0.0
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,21,779,21,0,99,680,1.0,0.12708600770218229,0.175
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,21,779,0,21,13,766,0.0,0.01668806161745828,0.0
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,800,21,779,11,10,34,745,0.5238095238095238,0.043645699614890884,0.24444444444444444
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,norm_only,0.05,800,21,779,21,0,99,680,1.0,0.12708600770218229,0.175
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,euclidean,0.05,800,2,798,2,0,116,682,1.0,0.14536340852130325,0.01694915254237288
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,cosine,0.05,800,2,798,0,2,9,789,0.0,0.011278195488721804,0.0
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,2,798,2,0,49,749,1.0,0.06140350877192982,0.0392156862745098
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,2,798,0,2,1,797,0.0,0.0012531328320802004,0.0
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,cosine_without_center,0.05,800,2,798,1,1,8,790,0.5,0.010025062656641603,0.1111111111111111
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,norm_only,0.05,800,2,798,2,0,202,596,1.0,0.2531328320802005,0.00980392156862745
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,euclidean,0.05,800,2,798,2,0,32,766,1.0,0.040100250626566414,0.058823529411764705
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,cosine,0.05,800,2,798,0,2,0,798,0.0,0.0,
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,2,798,2,0,13,785,1.0,0.016290726817042606,0.13333333333333333
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,2,798,0,2,0,798,0.0,0.0,
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,800,2,798,0,2,0,798,0.0,0.0,
task,all,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,norm_only,0.05,800,2,798,2,0,93,705,1.0,0.11654135338345864,0.021052631578947368
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,euclidean,0.05,800,0,800,0,0,78,722,,0.0975,0.0
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,cosine,0.05,800,0,800,0,0,1,799,,0.00125,0.0
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,0,800,0,0,18,782,,0.0225,0.0
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,cosine_without_center,0.05,800,0,800,0,0,10,790,,0.0125,0.0
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,norm_only,0.05,800,0,800,0,0,166,634,,0.2075,0.0
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,euclidean,0.05,800,0,800,0,0,6,794,,0.0075,0.0
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,cosine,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,0,800,0,0,2,798,,0.0025,0.0
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,800,0,800,0,0,0,800,,0.0,
task,all,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,norm_only,0.05,800,0,800,0,0,47,753,,0.05875,0.0
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,euclidean,0.05,800,12,788,12,0,13,775,1.0,0.01649746192893401,0.48
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,cosine,0.05,800,12,788,0,12,108,680,0.0,0.13705583756345177,0.0
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,12,788,12,0,31,757,1.0,0.03934010152284264,0.27906976744186046
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,12,788,0,12,111,677,0.0,0.14086294416243655,0.0
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,cosine_without_center,0.05,800,12,788,2,10,43,745,0.16666666666666666,0.05456852791878172,0.044444444444444446
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,norm_only,0.05,800,12,788,12,0,18,770,1.0,0.02284263959390863,0.4
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,euclidean,0.05,800,12,788,12,0,0,788,1.0,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,cosine,0.05,800,12,788,0,12,15,773,0.0,0.01903553299492386,0.0
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,12,788,12,0,2,786,1.0,0.0025380710659898475,0.8571428571428571
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,12,788,0,12,4,784,0.0,0.005076142131979695,0.0
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,800,12,788,1,11,11,777,0.08333333333333333,0.013959390862944163,0.08333333333333333
task,all,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,norm_only,0.05,800,12,788,11,1,0,788,0.9166666666666666,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,euclidean,0.05,800,1,799,1,0,5,794,1.0,0.006257822277847309,0.16666666666666666
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,cosine,0.05,800,1,799,0,1,62,737,0.0,0.07759699624530664,0.0
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,1,799,1,0,10,789,1.0,0.012515644555694618,0.09090909090909091
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,1,799,0,1,34,765,0.0,0.0425531914893617,0.0
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,cosine_without_center,0.05,800,1,799,0,1,14,785,0.0,0.017521902377972465,0.0
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,norm_only,0.05,800,1,799,1,0,5,794,1.0,0.006257822277847309,0.16666666666666666
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,euclidean,0.05,800,1,799,1,0,0,799,1.0,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,cosine,0.05,800,1,799,0,1,11,788,0.0,0.01376720901126408,0.0
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,1,799,1,0,2,797,1.0,0.0025031289111389237,0.3333333333333333
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,1,799,0,1,14,785,0.0,0.017521902377972465,0.0
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,800,1,799,0,1,3,796,0.0,0.0037546933667083854,0.0
task,all,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,norm_only,0.05,800,1,799,1,0,0,799,1.0,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,euclidean,0.05,800,15,785,15,0,17,768,1.0,0.02165605095541401,0.46875
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,cosine,0.05,800,15,785,2,13,26,759,0.13333333333333333,0.033121019108280254,0.07142857142857142
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,15,785,15,0,14,771,1.0,0.017834394904458598,0.5172413793103449
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,15,785,1,14,23,762,0.06666666666666667,0.02929936305732484,0.041666666666666664
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,cosine_without_center,0.05,800,15,785,2,13,16,769,0.13333333333333333,0.02038216560509554,0.1111111111111111
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,norm_only,0.05,800,15,785,14,1,27,758,0.9333333333333333,0.034394904458598725,0.34146341463414637
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,euclidean,0.05,800,15,785,13,2,0,785,0.8666666666666667,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,cosine,0.05,800,15,785,0,15,3,782,0.0,0.003821656050955414,0.0
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,15,785,13,2,0,785,0.8666666666666667,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,15,785,0,15,0,785,0.0,0.0,
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,800,15,785,1,14,0,785,0.06666666666666667,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,norm_only,0.05,800,15,785,7,8,0,785,0.4666666666666667,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,euclidean,0.05,800,8,792,8,0,25,767,1.0,0.03156565656565657,0.24242424242424243
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,cosine,0.05,800,8,792,1,7,34,758,0.125,0.04292929292929293,0.02857142857142857
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,8,792,8,0,121,671,1.0,0.1527777777777778,0.06201550387596899
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,8,792,0,8,68,724,0.0,0.08585858585858586,0.0
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,cosine_without_center,0.05,800,8,792,7,1,66,726,0.875,0.08333333333333333,0.0958904109589041
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,norm_only,0.05,800,8,792,8,0,10,782,1.0,0.012626262626262626,0.4444444444444444
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,euclidean,0.05,800,8,792,8,0,3,789,1.0,0.003787878787878788,0.7272727272727273
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,cosine,0.05,800,8,792,0,8,9,783,0.0,0.011363636363636364,0.0
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,8,792,8,0,25,767,1.0,0.03156565656565657,0.24242424242424243
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,8,792,0,8,7,785,0.0,0.008838383838383838,0.0
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,800,8,792,4,4,8,784,0.5,0.010101010101010102,0.3333333333333333
task,all,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,norm_only,0.05,800,8,792,8,0,4,788,1.0,0.005050505050505051,0.6666666666666666
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,euclidean,0.05,800,5,795,5,0,11,784,1.0,0.013836477987421384,0.3125
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,cosine,0.05,800,5,795,1,4,82,713,0.2,0.10314465408805032,0.012048192771084338
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,5,795,4,1,13,782,0.8,0.016352201257861635,0.23529411764705882
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,5,795,0,5,51,744,0.0,0.06415094339622641,0.0
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,cosine_without_center,0.05,800,5,795,5,0,15,780,1.0,0.018867924528301886,0.25
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,norm_only,0.05,800,5,795,4,1,8,787,0.8,0.010062893081761006,0.3333333333333333
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,euclidean,0.05,800,5,795,4,1,0,795,0.8,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,cosine,0.05,800,5,795,0,5,4,791,0.0,0.005031446540880503,0.0
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,5,795,4,1,2,793,0.8,0.0025157232704402514,0.6666666666666666
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,5,795,0,5,0,795,0.0,0.0,
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,800,5,795,4,1,2,793,0.8,0.0025157232704402514,0.6666666666666666
task,all,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,norm_only,0.05,800,5,795,2,3,0,795,0.4,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,euclidean,0.05,800,11,789,11,0,135,654,1.0,0.17110266159695817,0.07534246575342465
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,cosine,0.05,800,11,789,1,10,155,634,0.09090909090909091,0.1964512040557668,0.00641025641025641
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,11,789,11,0,90,699,1.0,0.11406844106463879,0.10891089108910891
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,11,789,1,10,149,640,0.09090909090909091,0.1888466413181242,0.006666666666666667
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,cosine_without_center,0.05,800,11,789,7,4,128,661,0.6363636363636364,0.16223067173637515,0.05185185185185185
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,norm_only,0.05,800,11,789,10,1,69,720,0.9090909090909091,0.08745247148288973,0.12658227848101267
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,euclidean,0.05,800,11,789,9,2,0,789,0.8181818181818182,0.0,1.0
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,cosine,0.05,800,11,789,0,11,20,769,0.0,0.025348542458808618,0.0
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,11,789,10,1,8,781,0.9090909090909091,0.010139416983523447,0.5555555555555556
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,11,789,0,11,14,775,0.0,0.017743979721166033,0.0
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,800,11,789,6,5,48,741,0.5454545454545454,0.060836501901140684,0.1111111111111111
task,all,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,norm_only,0.05,800,11,789,9,2,8,781,0.8181818181818182,0.010139416983523447,0.5294117647058824
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,episode,euclidean,0.05,800,1,799,1,0,6,793,1.0,0.007509386733416771,0.14285714285714285
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,episode,cosine,0.05,800,1,799,0,1,32,767,0.0,0.04005006257822278,0.0
