calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,precision,median_failure_q,median_failure_cap_percent,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
episode,0.05,v82_integrated,libero_goal/put_the_bowl_on_the_plate,14,1,18,382,0.7777777777777778,0.002617801047120419,0.9333333333333333,17.5,58.333333333333336,3,1,7,1,,,,
episode,0.05,v82_integrated,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,16.0,53.333333333333336,3,0,7,0,,,,
episode,0.05,v82_integrated,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,14.0,46.666666666666664,16,0,16,0,,,,
episode,0.05,v82_integrated,libero_goal/put_the_cream_cheese_in_the_bowl,9,6,9,391,1.0,0.015345268542199489,0.6,11.0,36.666666666666664,6,6,7,6,,,,
episode,0.05,v82_integrated,libero_goal/put_the_wine_bottle_on_the_rack,1,1,1,399,1.0,0.002506265664160401,0.5,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.05,v82_integrated,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,15.0,50.0,1,0,1,0,,,,
episode,0.05,v82_integrated,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.05,v82_integrated,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,25,4,396,1.0,0.06313131313131314,0.13793103448275862,19.5,37.5,3,25,4,25,,,,
episode,0.05,v82_integrated,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,30,1,399,1.0,0.07518796992481203,0.03225806451612903,17.0,32.69230769230769,1,30,1,30,,,,
episode,0.05,v82_integrated,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,30,1,399,1.0,0.07518796992481203,0.03225806451612903,36.0,-56.8,0,29,0,29,,,,
episode,0.05,v82_integrated,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,145,37,151,249,0.9602649006622517,0.14859437751004015,0.7967032967032966,32.0,55.76923076923077,13,11,68,20,,,,
episode,0.05,v82_integrated,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,45,30,370,1.0,0.12162162162162163,0.4,11.0,21.153846153846153,29,45,29,45,,,,
episode,0.05,v82_integrated,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,17,10,390,0.9,0.04358974358974359,0.34615384615384615,9.0,17.307692307692307,8,17,8,17,,,,
episode,0.05,v82_integrated,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,18,4,396,1.0,0.045454545454545456,0.18181818181818182,25.5,49.03846153846154,2,17,4,18,,,,
episode,0.05,v82_integrated,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,9,20,380,1.0,0.02368421052631579,0.6896551724137931,29.5,55.76923076923077,2,8,15,8,,,,
episode,0.05,v82_integrated,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,52,47,353,1.0,0.14730878186968838,0.47474747474747475,26.0,50.0,27,48,47,52,,,,
episode,0.05,v82_integrated,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,100,6,394,1.0,0.25380710659898476,0.05660377358490566,19.5,37.5,6,100,6,100,,,,
episode,0.05,v82_integrated,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,18,3,397,1.0,0.04534005037783375,0.14285714285714285,21.0,75.0,0,8,0,14,,,,
episode,0.05,v82_integrated,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,8,2,10,390,0.8,0.005128205128205128,0.8,19.5,69.64285714285714,0,1,3,2,,,,
episode,0.05,v82_integrated,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,48,0,400,,0.12,0.0,,,0,48,0,48,,,,
episode,0.05,v82_integrated,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,54,0,400,,0.135,0.0,,,0,54,0,54,,,,
episode,0.05,v82_integrated,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,2,5,7,393,0.2857142857142857,0.01272264631043257,0.2857142857142857,21.5,76.78571428571429,0,4,1,4,,,,
episode,0.05,v82_integrated,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,5,1,399,1.0,0.012531328320802004,0.16666666666666666,20.0,71.42857142857143,0,5,0,5,,,,
episode,0.05,v82_integrated,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,25,7,393,0.8571428571428571,0.06361323155216285,0.1935483870967742,15.5,55.35714285714286,2,23,4,23,,,,
episode,0.05,v82_integrated,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,4,5,395,1.0,0.010126582278481013,0.5555555555555556,14.0,50.0,4,2,4,2,,,,
episode,0.05,v82_integrated,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,1.0,22.0,78.57142857142857,1,0,1,0,,,,
episode,0.05,v82_integrated,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,4,0,7,393,0.5714285714285714,0.0,1.0,16.0,57.142857142857146,1,0,3,0,,,,
episode,0.05,v82_integrated,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,0.0,,,0,0,0,0,,,,
episode,0.05,v82_integrated,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.05,v82_integrated,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,13,0,14,386,0.9285714285714286,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.05,v82_integrated,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,1.0,15.5,70.45454545454545,0,0,1,0,,,,
episode,0.05,v82_integrated,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,22,2,24,376,0.9166666666666666,0.005319148936170213,0.9166666666666666,16.0,72.72727272727273,2,0,2,0,,,,
episode,0.05,v82_integrated,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,0,8,392,1.0,0.0,1.0,19.0,86.36363636363636,0,0,2,0,,,,
episode,0.05,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,0.9285714285714286,15.0,68.18181818181819,0,0,1,0,,,,
episode,0.05,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,1.0,16.0,72.72727272727273,2,0,3,0,,,,
episode,0.05,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,1,41,359,1.0,0.002785515320334262,0.9761904761904762,17.0,77.27272727272727,0,0,3,0,,,,
episode,0.05,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,20,0,21,379,0.9523809523809523,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.05,v82_frozen_plus_dynamics,all,538,617,564,15436,0.9539007092198581,0.03997149520601192,0.4658008658008658,21.0,59.09090909090909,133,532,229,562,0.9233824847143158,0.9800473694819594,0.027689581230370394,0.05576500625969687
episode,0.05,v82_frozen_plus_dynamics,libero_goal,95,18,106,3894,0.8962264150943396,0.004622496147919877,0.8407079646017699,20.0,66.66666666666667,28,15,41,17,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long,270,560,274,3726,0.9854014598540146,0.15029522275899088,0.3253012048192771,31.0,40.38461538461539,92,502,154,517,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object,37,33,44,3956,0.8409090909090909,0.008341759352881698,0.5285714285714286,18.0,64.28571428571429,8,13,17,25,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial,136,6,140,3860,0.9714285714285714,0.0015544041450777201,0.9577464788732394,16.0,72.72727272727273,5,2,17,3,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_goal/open_the_middle_drawer_of_the_cabinet,0,2,0,400,,0.005,0.0,,,0,2,0,2,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,43,1,51,349,0.8431372549019608,0.0028653295128939827,0.9772727272727273,25.0,83.33333333333333,1,1,3,1,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_goal/push_the_plate_to_the_front_of_the_stove,1,8,1,399,1.0,0.020050125313283207,0.1111111111111111,16.0,53.333333333333336,0,6,1,8,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_goal/put_the_bowl_on_the_plate,15,1,18,382,0.8333333333333334,0.002617801047120419,0.9375,19.0,63.333333333333336,3,1,7,1,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,15.0,50.0,5,0,7,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,14.0,46.666666666666664,15,0,16,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,0.6428571428571429,17.0,56.666666666666664,3,5,6,5,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_goal/put_the_wine_bottle_on_the_rack,1,1,1,399,1.0,0.002506265664160401,0.5,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,15.0,50.0,1,0,1,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,58,4,396,1.0,0.14646464646464646,0.06451612903225806,15.0,28.846153846153847,3,58,4,58,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,43,1,399,1.0,0.10776942355889724,0.022727272727272728,17.0,32.69230769230769,1,43,1,43,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,35,1,399,1.0,0.08771929824561403,0.027777777777777776,33.0,-62.56923076923077,0,34,0,34,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,147,61,151,249,0.9735099337748344,0.24497991967871485,0.7067307692307693,32.0,28.846153846153847,3,8,38,20,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,76,30,370,1.0,0.20540540540540542,0.2830188679245283,11.0,21.153846153846153,30,76,30,76,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,10,31,10,390,1.0,0.07948717948717948,0.24390243902439024,10.0,19.23076923076923,8,31,9,31,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,28,4,396,1.0,0.0707070707070707,0.125,21.5,41.34615384615385,3,28,3,28,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,17,20,380,1.0,0.04473684210526316,0.5405405405405406,30.0,55.76923076923077,5,16,16,16,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,65,47,353,1.0,0.18413597733711048,0.41964285714285715,25.0,48.07692307692308,33,62,47,65,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,146,6,394,1.0,0.37055837563451777,0.039473684210526314,18.0,34.61538461538461,6,146,6,146,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,15,3,397,1.0,0.037783375314861464,0.16666666666666666,19.0,67.85714285714286,0,2,1,11,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,2,10,390,0.9,0.005128205128205128,0.8181818181818182,20.0,71.42857142857143,2,1,4,2,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,0.0,,,0,2,0,2,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,0.0,,,0,1,0,1,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,7,7,393,0.7142857142857143,0.017811704834605598,0.4166666666666667,24.0,85.71428571428571,0,7,1,7,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,1.0,21.0,75.0,0,0,0,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,2,7,393,0.8571428571428571,0.005089058524173028,0.75,16.5,58.92857142857143,0,0,3,1,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,3,5,395,1.0,0.007594936708860759,0.625,14.0,50.0,4,0,4,1,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,4,0,4,396,1.0,0.0,1.0,22.0,78.57142857142857,1,0,1,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,4,1,7,393,0.5714285714285714,0.002544529262086514,0.8,15.5,55.35714285714286,1,0,3,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,0.0,,,0,0,0,1,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,13,0,14,386,0.9285714285714286,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,17.0,77.27272727272727,0,0,1,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,22,3,24,376,0.9166666666666666,0.007978723404255319,0.88,15.5,70.45454545454547,2,1,2,1,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,1,8,392,1.0,0.002551020408163265,0.8888888888888888,18.0,81.81818181818181,0,1,3,1,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,0.9285714285714286,15.0,68.18181818181819,1,0,3,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,1.0,16.0,72.72727272727273,2,0,4,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,0,41,359,1.0,0.0,1.0,17.0,77.27272727272727,0,0,3,0,,,,
episode,0.05,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,21,0,21,379,1.0,0.0,1.0,17.0,77.27272727272727,0,0,1,0,,,,
task_init,0.005,v82_reference,all,164,9,564,15436,0.2907801418439716,0.0005830526043016325,0.9479768786127167,34.0,-40.45384615384616,19,2,35,2,0.15907634032634033,0.39718761481679404,0.0001924924727615798,0.0010586351618602893
task_init,0.005,v82_reference,libero_goal,28,0,106,3894,0.2641509433962264,0.0,1.0,18.0,60.0,2,0,16,0,,,,
task_init,0.005,v82_reference,libero_long,114,6,274,3726,0.41605839416058393,0.001610305958132045,0.95,36.0,-54.87692307692308,17,2,18,2,,,,
task_init,0.005,v82_reference,libero_object,7,1,44,3956,0.1590909090909091,0.0002527805864509606,0.875,24.0,85.71428571428571,0,0,1,0,,,,
task_init,0.005,v82_reference,libero_spatial,15,2,140,3860,0.10714285714285714,0.0005181347150259067,0.8823529411764706,20.0,90.9090909090909,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,0,51,349,0.17647058823529413,0.0,1.0,27.0,90.0,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_goal/put_the_bowl_on_the_plate,0,0,18,382,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_goal/put_the_bowl_on_the_stove,0,0,9,391,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,16.5,55.0,2,0,15,0,,,,
task_init,0.005,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,2,0,9,391,0.2222222222222222,0.0,1.0,24.5,81.66666666666666,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,17.0,56.666666666666664,0,0,1,0,,,,
task_init,0.005,v82_reference,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,2,0,4,396,0.5,0.0,1.0,45.0,-39.49230769230769,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,0,1,399,1.0,0.0,1.0,32.0,61.53846153846154,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,1,1,399,0.0,0.002506265664160401,0.0,,,0,1,0,1,,,,
task_init,0.005,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,74,3,151,249,0.4900662251655629,0.012048192771084338,0.961038961038961,36.0,-56.8,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,16,1,30,370,0.5333333333333333,0.002702702702702703,0.9411764705882353,20.0,19.23076923076923,9,1,9,1,,,,
task_init,0.005,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,0,10,390,0.8,0.0,1.0,12.5,24.03846153846154,8,0,8,0,,,,
task_init,0.005,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,1,0,4,396,0.25,0.0,1.0,33.0,-62.56923076923077,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,5,0,20,380,0.25,0.0,1.0,34.0,-33.723076923076924,0,0,1,0,,,,
task_init,0.005,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,6,1,47,353,0.1276595744680851,0.0028328611898017,0.8571428571428571,36.5,-55.83846153846154,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,1,0,6,394,0.16666666666666666,0.0,1.0,47.0,-35.646153846153844,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,1,0,3,397,0.3333333333333333,0.0,1.0,26.0,92.85714285714286,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,1,0,10,390,0.1,0.0,1.0,24.0,85.71428571428571,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,7,393,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,2,0,7,393,0.2857142857142857,0.0,1.0,24.0,85.71428571428572,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,1,5,395,0.2,0.002531645569620253,0.5,16.0,57.142857142857146,0,0,1,0,,,,
task_init,0.005,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,2,0,4,396,0.5,0.0,1.0,25.5,91.07142857142857,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,0,0,7,393,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,0,3,397,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,0,14,386,0.07142857142857142,0.0,1.0,21.0,95.45454545454545,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,3,397,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0,1,24,376,0.0,0.0026595744680851063,0.0,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,0,0,8,392,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,8,1,13,387,0.6153846153846154,0.002583979328165375,0.8888888888888888,18.5,84.0909090909091,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,0,12,388,0.25,0.0,1.0,20.0,90.9090909090909,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,3,0,41,359,0.07317073170731707,0.0,1.0,21.0,95.45454545454545,0,0,0,0,,,,
task_init,0.005,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,21,379,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,all,9,3,564,15436,0.015957446808510637,0.00019435086810054417,0.75,34.0,-31.8,1,2,3,2,0.0031194014375721863,0.0370388454861111,6.369812188607296e-05,0.0003888528839922229
task_init,0.005,dynamics_only,libero_goal,0,0,106,3894,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_long,8,3,274,3726,0.029197080291970802,0.0008051529790660225,0.7272727272727273,34.0,-43.33846153846154,1,2,2,2,,,,
task_init,0.005,dynamics_only,libero_object,0,0,44,3956,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_spatial,1,0,140,3860,0.007142857142857143,0.0,1.0,12.0,54.54545454545455,0,0,1,0,,,,
task_init,0.005,dynamics_only,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,0,51,349,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_goal/push_the_plate_to_the_front_of_the_stove,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_goal/put_the_bowl_on_the_plate,0,0,18,382,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_goal/put_the_bowl_on_the_stove,0,0,9,391,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,16,384,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_goal/put_the_cream_cheese_in_the_bowl,0,0,9,391,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,0,0,1,399,0.0,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
task_init,0.005,dynamics_only,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,0,4,396,0.0,0.0,,,,0,0,0,0,,,,
