timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W]
2026/08/29 08:39:31.153, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 08:39:36.153, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 08:39:41.154, 36 %, 11 %, 22681 MiB, 17764 MiB, 61.97 W
2026/08/29 08:39:46.154, 43 %, 15 %, 22681 MiB, 17764 MiB, 63.55 W
2026/08/29 08:39:51.155, 23 %, 3 %, 22681 MiB, 17764 MiB, 72.21 W
2026/08/29 08:39:56.155, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 08:40:01.156, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 08:40:06.156, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.79 W
2026/08/29 08:40:11.156, 46 %, 15 %, 22681 MiB, 17764 MiB, 54.01 W
2026/08/29 08:40:16.157, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 08:40:21.157, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 08:40:26.158, 39 %, 14 %, 22681 MiB, 17764 MiB, 62.96 W
2026/08/29 08:40:31.158, 27 %, 2 %, 22681 MiB, 17764 MiB, 53.71 W
2026/08/29 08:40:36.159, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.48 W
2026/08/29 08:40:41.159, 44 %, 15 %, 22681 MiB, 17764 MiB, 64.24 W
2026/08/29 08:40:46.160, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.38 W
2026/08/29 08:40:51.160, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 08:40:56.160, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.88 W
2026/08/29 08:41:01.161, 26 %, 2 %, 22681 MiB, 17764 MiB, 232.62 W
2026/08/29 08:41:06.161, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 08:41:11.162, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 08:41:16.162, 30 %, 2 %, 22681 MiB, 17764 MiB, 48.20 W
2026/08/29 08:41:21.163, 39 %, 12 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 08:41:26.163, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.10 W
2026/08/29 08:41:31.163, 44 %, 15 %, 22681 MiB, 17764 MiB, 66.92 W
2026/08/29 08:41:36.164, 40 %, 12 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 08:41:41.164, 27 %, 2 %, 22681 MiB, 17764 MiB, 52.92 W
2026/08/29 08:41:46.165, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 08:41:51.165, 25 %, 2 %, 22681 MiB, 17764 MiB, 54.90 W
2026/08/29 08:41:56.166, 29 %, 5 %, 22681 MiB, 17764 MiB, 63.16 W
2026/08/29 08:42:01.166, 25 %, 2 %, 22681 MiB, 17764 MiB, 90.00 W
2026/08/29 08:42:06.167, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 08:42:11.167, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.59 W
2026/08/29 08:42:16.168, 39 %, 12 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 08:42:21.168, 28 %, 2 %, 22681 MiB, 17764 MiB, 50.47 W
2026/08/29 08:42:26.168, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 08:42:31.169, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 08:42:36.169, 42 %, 15 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 08:42:41.170, 26 %, 2 %, 22681 MiB, 17764 MiB, 240.00 W
2026/08/29 08:42:46.170, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 08:42:51.171, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.78 W
2026/08/29 08:42:56.172, 28 %, 2 %, 22681 MiB, 17764 MiB, 46.52 W
2026/08/29 08:43:01.172, 26 %, 2 %, 22681 MiB, 17764 MiB, 56.57 W
2026/08/29 08:43:06.172, 22 %, 1 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 08:43:11.173, 27 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 08:43:16.173, 25 %, 2 %, 22681 MiB, 17764 MiB, 63.25 W
2026/08/29 08:43:21.174, 25 %, 2 %, 22681 MiB, 17764 MiB, 73.00 W
2026/08/29 08:43:26.174, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 08:43:31.175, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.58 W
2026/08/29 08:43:36.175, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 08:43:41.176, 27 %, 2 %, 22681 MiB, 17764 MiB, 51.83 W
2026/08/29 08:43:46.176, 24 %, 2 %, 22681 MiB, 17764 MiB, 53.32 W
2026/08/29 08:43:51.176, 42 %, 14 %, 22681 MiB, 17764 MiB, 61.68 W
2026/08/29 08:43:56.177, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 08:44:01.177, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 08:44:06.178, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 08:44:11.178, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 08:44:16.179, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 08:44:21.179, 44 %, 15 %, 22681 MiB, 17764 MiB, 60.70 W
2026/08/29 08:44:26.179, 28 %, 3 %, 22681 MiB, 17764 MiB, 241.12 W
2026/08/29 08:44:31.180, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 08:44:36.180, 40 %, 15 %, 22681 MiB, 17764 MiB, 55.98 W
2026/08/29 08:44:41.181, 27 %, 3 %, 22681 MiB, 17764 MiB, 66.90 W
2026/08/29 08:44:46.181, 26 %, 2 %, 22681 MiB, 17764 MiB, 105.55 W
2026/08/29 08:44:51.182, 26 %, 2 %, 22681 MiB, 17764 MiB, 59.12 W
2026/08/29 08:44:56.182, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 08:45:01.182, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.58 W
2026/08/29 08:45:06.183, 41 %, 14 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 08:45:11.183, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 08:45:16.184, 25 %, 2 %, 22681 MiB, 17764 MiB, 58.54 W
2026/08/29 08:45:21.184, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 08:45:26.185, 28 %, 2 %, 22681 MiB, 17764 MiB, 50.28 W
2026/08/29 08:45:31.185, 24 %, 3 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 08:45:36.185, 49 %, 15 %, 22681 MiB, 17764 MiB, 61.20 W
2026/08/29 08:45:41.186, 32 %, 6 %, 22681 MiB, 17764 MiB, 128.37 W
2026/08/29 08:45:46.186, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 08:45:51.187, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.79 W
2026/08/29 08:45:56.187, 31 %, 6 %, 22681 MiB, 17764 MiB, 60.02 W
2026/08/29 08:46:01.188, 24 %, 2 %, 22681 MiB, 17764 MiB, 67.30 W
2026/08/29 08:46:06.188, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 08:46:11.188, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.28 W
2026/08/29 08:46:16.189, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 08:46:21.189, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 08:46:26.190, 26 %, 3 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 08:46:31.190, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 08:46:36.191, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 08:46:41.191, 41 %, 15 %, 22681 MiB, 17764 MiB, 57.94 W
2026/08/29 08:46:46.191, 26 %, 2 %, 22681 MiB, 17764 MiB, 97.92 W
2026/08/29 08:46:51.192, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 08:46:56.192, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 08:47:01.193, 20 %, 1 %, 22681 MiB, 17764 MiB, 61.80 W
2026/08/29 08:47:06.193, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.68 W
2026/08/29 08:47:11.194, 33 %, 7 %, 22681 MiB, 17764 MiB, 62.27 W
2026/08/29 08:47:16.194, 37 %, 10 %, 22681 MiB, 17764 MiB, 63.16 W
2026/08/29 08:47:21.194, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 08:47:26.195, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 08:47:31.195, 29 %, 5 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 08:47:36.196, 42 %, 14 %, 22681 MiB, 17764 MiB, 67.19 W
2026/08/29 08:47:41.196, 28 %, 2 %, 22681 MiB, 17764 MiB, 159.49 W
2026/08/29 08:47:46.197, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 08:47:51.197, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 08:47:56.198, 30 %, 8 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 08:48:01.198, 44 %, 15 %, 22681 MiB, 17764 MiB, 114.52 W
2026/08/29 08:48:06.198, 24 %, 2 %, 22681 MiB, 17764 MiB, 60.22 W
2026/08/29 08:48:11.199, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.70 W
2026/08/29 08:48:16.199, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.39 W
2026/08/29 08:48:21.200, 22 %, 2 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 08:48:26.200, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 08:48:31.201, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 08:48:36.201, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.69 W
2026/08/29 08:48:41.201, 26 %, 2 %, 22681 MiB, 17764 MiB, 99.98 W
2026/08/29 08:48:46.202, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 08:48:51.202, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 08:48:56.203, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 08:49:01.203, 43 %, 14 %, 22681 MiB, 17764 MiB, 67.40 W
2026/08/29 08:49:06.251, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 08:49:11.251, 25 %, 2 %, 22681 MiB, 17764 MiB, 63.25 W
2026/08/29 08:49:16.252, 26 %, 3 %, 22681 MiB, 17764 MiB, 61.28 W
2026/08/29 08:49:21.252, 27 %, 3 %, 22681 MiB, 17764 MiB, 61.10 W
2026/08/29 08:49:26.253, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 08:49:31.253, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 08:49:36.253, 24 %, 2 %, 22681 MiB, 17764 MiB, 242.15 W
2026/08/29 08:49:41.254, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.58 W
2026/08/29 08:49:46.254, 36 %, 10 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 08:49:51.255, 42 %, 14 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 08:49:56.255, 33 %, 7 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 08:50:01.256, 23 %, 2 %, 22681 MiB, 17764 MiB, 61.70 W
2026/08/29 08:50:06.256, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 08:50:11.256, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.69 W
2026/08/29 08:50:16.257, 24 %, 2 %, 22681 MiB, 17764 MiB, 75.07 W
2026/08/29 08:50:21.257, 28 %, 2 %, 22681 MiB, 17764 MiB, 48.78 W
2026/08/29 08:50:26.258, 25 %, 3 %, 22681 MiB, 17764 MiB, 58.75 W
2026/08/29 08:50:31.258, 44 %, 12 %, 22681 MiB, 17764 MiB, 55.20 W
2026/08/29 08:50:36.259, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.19 W
2026/08/29 08:50:41.259, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 08:50:46.262, 21 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 08:50:51.262, 26 %, 3 %, 22681 MiB, 17764 MiB, 75.96 W
2026/08/29 08:50:56.263, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 08:51:01.263, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.97 W
2026/08/29 08:51:06.264, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 08:51:11.264, 28 %, 2 %, 22681 MiB, 17764 MiB, 56.18 W
2026/08/29 08:51:16.265, 26 %, 2 %, 22681 MiB, 17764 MiB, 220.66 W
2026/08/29 08:51:21.265, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 08:51:26.265, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 08:51:31.266, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 08:51:36.266, 22 %, 2 %, 22681 MiB, 17764 MiB, 61.60 W
2026/08/29 08:51:41.267, 32 %, 3 %, 22681 MiB, 17764 MiB, 48.78 W
2026/08/29 08:51:46.267, 26 %, 2 %, 22681 MiB, 17764 MiB, 75.75 W
2026/08/29 08:51:51.268, 26 %, 2 %, 22681 MiB, 17764 MiB, 240.95 W
2026/08/29 08:51:56.268, 26 %, 2 %, 22681 MiB, 17764 MiB, 201.90 W
2026/08/29 08:52:01.269, 27 %, 2 %, 22681 MiB, 17764 MiB, 54.10 W
2026/08/29 08:52:06.269, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 08:52:11.269, 36 %, 10 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 08:52:16.270, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 08:52:21.270, 27 %, 3 %, 22681 MiB, 17764 MiB, 99.10 W
2026/08/29 08:52:26.271, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.10 W
2026/08/29 08:52:31.271, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 08:52:36.272, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 08:52:41.272, 26 %, 3 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 08:52:46.273, 29 %, 5 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 08:52:51.273, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.46 W
2026/08/29 08:52:56.273, 27 %, 3 %, 22681 MiB, 17764 MiB, 71.61 W
2026/08/29 08:53:01.274, 25 %, 2 %, 22681 MiB, 17764 MiB, 91.95 W
2026/08/29 08:53:06.274, 19 %, 1 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 08:53:11.275, 21 %, 2 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 08:53:16.275, 46 %, 14 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 08:53:21.276, 25 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 08:53:26.276, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 08:53:31.276, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 08:53:36.277, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 08:53:41.277, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.19 W
2026/08/29 08:53:46.278, 26 %, 2 %, 22681 MiB, 17764 MiB, 165.08 W
2026/08/29 08:53:51.278, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 08:53:56.279, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 08:54:01.279, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 08:54:06.351, 27 %, 3 %, 22681 MiB, 17764 MiB, 66.71 W
2026/08/29 08:54:11.351, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 08:54:16.352, 25 %, 2 %, 22681 MiB, 17764 MiB, 60.99 W
2026/08/29 08:54:21.352, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.29 W
2026/08/29 08:54:26.352, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 08:54:31.353, 38 %, 11 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 08:54:36.353, 25 %, 2 %, 22681 MiB, 17764 MiB, 102.37 W
2026/08/29 08:54:41.354, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 08:54:46.354, 21 %, 3 %, 22681 MiB, 17764 MiB, 61.19 W
2026/08/29 08:54:51.355, 40 %, 15 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 08:54:56.355, 43 %, 14 %, 22681 MiB, 17764 MiB, 63.35 W
2026/08/29 08:55:01.355, 26 %, 2 %, 22681 MiB, 17764 MiB, 83.52 W
2026/08/29 08:55:06.356, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 08:55:11.356, 34 %, 8 %, 22681 MiB, 17764 MiB, 63.65 W
2026/08/29 08:55:16.357, 26 %, 2 %, 22681 MiB, 17764 MiB, 89.83 W
2026/08/29 08:55:21.357, 26 %, 2 %, 22681 MiB, 17764 MiB, 99.11 W
2026/08/29 08:55:26.358, 26 %, 2 %, 22681 MiB, 17764 MiB, 53.51 W
2026/08/29 08:55:31.358, 25 %, 2 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 08:55:36.359, 21 %, 2 %, 22681 MiB, 17764 MiB, 61.58 W
2026/08/29 08:55:41.359, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 08:55:46.359, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 08:55:51.360, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.69 W
2026/08/29 08:55:56.360, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 08:56:01.361, 27 %, 3 %, 22681 MiB, 17764 MiB, 49.09 W
2026/08/29 08:56:06.361, 43 %, 15 %, 22681 MiB, 17764 MiB, 64.14 W
2026/08/29 08:56:11.362, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.37 W
2026/08/29 08:56:16.362, 20 %, 1 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 08:56:21.362, 28 %, 3 %, 22681 MiB, 17764 MiB, 240.35 W
2026/08/29 08:56:26.363, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.66 W
2026/08/29 08:56:31.363, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 08:56:36.364, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 08:56:41.364, 42 %, 15 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 08:56:46.365, 44 %, 15 %, 22681 MiB, 17764 MiB, 63.06 W
2026/08/29 08:56:51.365, 39 %, 11 %, 22681 MiB, 17764 MiB, 79.71 W
2026/08/29 08:56:56.365, 22 %, 2 %, 22681 MiB, 17764 MiB, 223.96 W
2026/08/29 08:57:01.366, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.17 W
2026/08/29 08:57:06.366, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 08:57:11.367, 25 %, 2 %, 22681 MiB, 17764 MiB, 56.38 W
2026/08/29 08:57:16.367, 35 %, 11 %, 22681 MiB, 17764 MiB, 63.95 W
2026/08/29 08:57:21.368, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 08:57:26.368, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.20 W
2026/08/29 08:57:31.368, 44 %, 15 %, 22681 MiB, 17764 MiB, 61.67 W
2026/08/29 08:57:36.369, 25 %, 2 %, 22681 MiB, 17764 MiB, 65.24 W
2026/08/29 08:57:41.369, 26 %, 2 %, 22681 MiB, 17764 MiB, 133.54 W
2026/08/29 08:57:46.370, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.89 W
2026/08/29 08:57:51.370, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 08:57:56.371, 32 %, 8 %, 22681 MiB, 17764 MiB, 51.64 W
2026/08/29 08:58:01.371, 47 %, 15 %, 22681 MiB, 17764 MiB, 62.27 W
2026/08/29 08:58:06.372, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.49 W
2026/08/29 08:58:11.372, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 08:58:16.372, 25 %, 2 %, 22681 MiB, 17764 MiB, 56.18 W
2026/08/29 08:58:21.373, 41 %, 13 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 08:58:26.373, 25 %, 2 %, 22681 MiB, 17764 MiB, 94.61 W
2026/08/29 08:58:31.374, 26 %, 2 %, 22681 MiB, 17764 MiB, 237.29 W
2026/08/29 08:58:36.374, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.59 W
2026/08/29 08:58:41.375, 24 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 08:58:46.375, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.18 W
2026/08/29 08:58:51.375, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 08:58:56.376, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 08:59:01.376, 24 %, 2 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 08:59:06.451, 26 %, 3 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 08:59:11.451, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 08:59:16.452, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 08:59:21.452, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 08:59:26.452, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.09 W
2026/08/29 08:59:31.453, 42 %, 15 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 08:59:36.453, 27 %, 3 %, 22681 MiB, 17764 MiB, 89.80 W
2026/08/29 08:59:41.454, 26 %, 2 %, 22681 MiB, 17764 MiB, 97.11 W
2026/08/29 08:59:46.454, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.70 W
2026/08/29 08:59:51.455, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 08:59:56.455, 40 %, 15 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:00:01.455, 32 %, 6 %, 22681 MiB, 17764 MiB, 61.68 W
2026/08/29 09:00:06.456, 25 %, 2 %, 22681 MiB, 17764 MiB, 93.03 W
2026/08/29 09:00:11.456, 27 %, 2 %, 22681 MiB, 17764 MiB, 51.56 W
2026/08/29 09:00:16.457, 44 %, 15 %, 22681 MiB, 17764 MiB, 59.42 W
2026/08/29 09:00:21.457, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:00:26.458, 26 %, 2 %, 22681 MiB, 17764 MiB, 63.75 W
2026/08/29 09:00:31.458, 26 %, 2 %, 22681 MiB, 17764 MiB, 65.63 W
2026/08/29 09:00:36.458, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.38 W
2026/08/29 09:00:41.459, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.88 W
2026/08/29 09:00:46.459, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 09:00:51.460, 25 %, 2 %, 22681 MiB, 17764 MiB, 54.41 W
2026/08/29 09:00:56.460, 26 %, 2 %, 22681 MiB, 17764 MiB, 137.28 W
2026/08/29 09:01:01.461, 22 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:01:06.461, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 09:01:11.462, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.10 W
2026/08/29 09:01:16.462, 34 %, 8 %, 22681 MiB, 17764 MiB, 62.49 W
2026/08/29 09:01:21.462, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.59 W
2026/08/29 09:01:26.463, 25 %, 2 %, 22681 MiB, 17764 MiB, 225.80 W
2026/08/29 09:01:31.463, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.57 W
2026/08/29 09:01:36.464, 25 %, 2 %, 22681 MiB, 17764 MiB, 61.99 W
2026/08/29 09:01:41.464, 27 %, 6 %, 22681 MiB, 17764 MiB, 61.10 W
2026/08/29 09:01:46.465, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.07 W
2026/08/29 09:01:51.465, 44 %, 15 %, 22681 MiB, 17764 MiB, 62.40 W
2026/08/29 09:01:56.466, 43 %, 14 %, 22681 MiB, 17764 MiB, 62.98 W
2026/08/29 09:02:01.466, 26 %, 2 %, 22681 MiB, 17764 MiB, 244.07 W
2026/08/29 09:02:06.467, 26 %, 2 %, 22681 MiB, 17764 MiB, 226.90 W
2026/08/29 09:02:11.467, 26 %, 2 %, 22681 MiB, 17764 MiB, 103.17 W
2026/08/29 09:02:16.467, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.67 W
2026/08/29 09:02:21.468, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.30 W
2026/08/29 09:02:26.468, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.98 W
2026/08/29 09:02:31.469, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.90 W
2026/08/29 09:02:36.469, 26 %, 2 %, 22681 MiB, 17764 MiB, 55.09 W
2026/08/29 09:02:41.470, 27 %, 3 %, 22681 MiB, 17764 MiB, 62.47 W
2026/08/29 09:02:46.470, 40 %, 13 %, 22681 MiB, 17764 MiB, 62.48 W
2026/08/29 09:02:51.470, 43 %, 15 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 09:02:56.471, 26 %, 2 %, 22681 MiB, 17764 MiB, 233.62 W
2026/08/29 09:03:01.471, 25 %, 2 %, 22681 MiB, 17764 MiB, 62.77 W
2026/08/29 09:03:06.472, 34 %, 13 %, 22681 MiB, 17764 MiB, 62.57 W
2026/08/29 09:03:11.472, 35 %, 8 %, 22681 MiB, 17764 MiB, 58.33 W
2026/08/29 09:03:16.473, 25 %, 2 %, 22681 MiB, 17764 MiB, 55.68 W
2026/08/29 09:03:21.473, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.28 W
2026/08/29 09:03:26.473, 26 %, 2 %, 22681 MiB, 17764 MiB, 62.86 W
2026/08/29 09:03:31.474, 23 %, 2 %, 22681 MiB, 17764 MiB, 61.68 W
2026/08/29 09:03:36.474, 26 %, 2 %, 22681 MiB, 17764 MiB, 61.79 W
