representation,family,direction,width,confirmations,quantile,risk_n,timely_n,tp,fp,recall,timely_fpr,precision,late_recall,persistent_recall,risk_task_macro_recall,risk_tasks_detected,risk_tasks,detected_risk_lead_median,early4_recall,pareto
L2,mobility,low,2,2,0.9,487,14313,202,127,0.41478439425051333,0.008873052469782716,0.6139817629179332,0.3333333333333333,0.4201312910284464,0.46551768543698147,24,32,6.0,0.2915811088295688,False
L2,mobility,low,2,2,0.925,487,14313,182,70,0.3737166324435318,0.00489065884161252,0.7222222222222222,0.3333333333333333,0.37636761487964987,0.44519733176175547,23,32,6.0,0.26078028747433263,False
L2,mobility,low,2,2,0.95,487,14313,162,33,0.3326488706365503,0.002305596311045902,0.8307692307692308,0.3,0.3347921225382932,0.4190898821548189,23,32,6.0,0.23203285420944558,False
L2,mobility,low,2,2,0.96,487,14313,144,22,0.29568788501026694,0.001537064207363935,0.8674698795180723,0.23333333333333334,0.29978118161925604,0.39719467863512836,23,32,6.0,0.188911704312115,False
L2,mobility,low,2,2,0.975,487,14313,104,9,0.2135523613963039,0.0006287989939216097,0.9203539823008849,0.23333333333333334,0.212253829321663,0.3185620667569624,22,32,5.0,0.12320328542094455,False
L2,mobility,low,2,2,0.98,487,14313,90,6,0.18480492813141683,0.00041919932928107315,0.9375,0.23333333333333334,0.18161925601750548,0.29239320130394003,22,32,5.0,0.10677618069815195,False
L2,mobility,low,2,2,0.99,487,14313,44,1,0.09034907597535935,6.986655488017886e-05,0.9777777777777777,0.16666666666666666,0.08533916849015317,0.17527493551155487,18,32,5.0,0.059548254620123205,False
L2,mobility,low,2,2,0.995,487,14313,28,1,0.057494866529774126,6.986655488017886e-05,0.9655172413793104,0.0,0.061269146608315096,0.1222157724523918,15,32,6.0,0.03696098562628337,False
L2,mobility,low,2,4,0.5,487,14313,201,26,0.4127310061601643,0.0018165304268846503,0.8854625550660793,0.3,0.4201312910284464,0.453149043951548,25,32,5.0,0.2587268993839836,False
L2,mobility,low,2,4,0.6,487,14313,185,18,0.3798767967145791,0.0012575979878432194,0.9113300492610837,0.3,0.3851203501094092,0.4328339132033632,24,32,5.0,0.23408624229979466,False
L2,mobility,low,2,4,0.7,487,14313,170,12,0.3490759753593429,0.0008383986585621463,0.9340659340659341,0.26666666666666666,0.3544857768052516,0.3910521073154526,23,32,5.0,0.20739219712525667,False
L2,mobility,low,2,4,0.75,487,14313,160,11,0.32854209445585214,0.0007685321036819675,0.935672514619883,0.26666666666666666,0.33260393873085337,0.37083474957629253,23,32,5.0,0.19301848049281314,False
L2,mobility,low,2,4,0.8,487,14313,152,10,0.31211498973305957,0.0006986655488017886,0.9382716049382716,0.23333333333333334,0.3172866520787746,0.35870158235591604,23,32,5.0,0.17864476386036962,False
L2,mobility,low,2,4,0.85,487,14313,142,7,0.2915811088295688,0.000489065884161252,0.9530201342281879,0.2,0.2975929978118162,0.342895184296611,23,32,5.0,0.1704312114989733,False
L2,mobility,low,2,4,0.9,487,14313,124,5,0.2546201232032854,0.0003493327744008943,0.9612403100775194,0.2,0.25820568927789933,0.3206606816576037,22,32,4.0,0.1437371663244353,False
L2,mobility,low,2,4,0.925,487,14313,109,3,0.22381930184804927,0.00020959966464053657,0.9732142857142857,0.2,0.22538293216630198,0.29122996979935245,22,32,4.0,0.12320328542094455,False
L2,mobility,low,2,4,0.95,487,14313,85,3,0.17453798767967146,0.00020959966464053657,0.9659090909090909,0.16666666666666666,0.175054704595186,0.24305981056771925,20,32,4.0,0.09650924024640657,False
L2,mobility,low,2,4,0.96,487,14313,70,2,0.1437371663244353,0.00013973310976035772,0.9722222222222222,0.16666666666666666,0.1422319474835886,0.2192213088581505,20,32,4.0,0.07802874743326489,False
L2,mobility,low,2,4,0.975,487,14313,43,1,0.08829568788501027,6.986655488017886e-05,0.9772727272727273,0.16666666666666666,0.08315098468271334,0.15869528449491685,17,32,3.0,0.043121149897330596,False
L2,mobility,low,2,4,0.98,487,14313,36,1,0.07392197125256673,6.986655488017886e-05,0.972972972972973,0.13333333333333333,0.0700218818380744,0.14095529878618113,14,32,4.0,0.039014373716632446,False
L2,mobility,low,2,4,0.99,487,14313,13,1,0.026694045174537988,6.986655488017886e-05,0.9285714285714286,0.0,0.028446389496717725,0.06348010037348273,9,32,4.0,0.01642710472279261,False
L2,mobility,low,2,4,0.995,487,14313,8,1,0.01642710472279261,6.986655488017886e-05,0.8888888888888888,0.0,0.0175054704595186,0.04480698529411765,5,32,3.5,0.008213552361396304,False
L2,mobility,low,2,6,0.5,487,14313,138,8,0.28336755646817247,0.0005589324390414309,0.9452054794520548,0.23333333333333334,0.28665207877461707,0.3377596012104465,21,32,4.0,0.1437371663244353,False
L2,mobility,low,2,6,0.6,487,14313,126,8,0.2587268993839836,0.0005589324390414309,0.9402985074626866,0.23333333333333334,0.2603938730853392,0.3112128783919214,20,32,4.0,0.13552361396303902,False
L2,mobility,low,2,6,0.7,487,14313,110,6,0.22587268993839835,0.00041919932928107315,0.9482758620689655,0.2,0.2275711159737418,0.26291203903635507,19,32,4.0,0.11498973305954825,False
L2,mobility,low,2,6,0.75,487,14313,104,5,0.2135523613963039,0.0003493327744008943,0.9541284403669725,0.2,0.21444201312910285,0.2550640536883697,19,32,4.0,0.11293634496919917,False
L2,mobility,low,2,6,0.8,487,14313,98,5,0.20123203285420946,0.0003493327744008943,0.9514563106796117,0.16666666666666666,0.20350109409190373,0.24553263065403969,18,32,4.0,0.10472279260780287,False
L2,mobility,low,2,6,0.85,487,14313,94,3,0.19301848049281314,0.00020959966464053657,0.9690721649484536,0.16666666666666666,0.19474835886214442,0.2321729307134574,18,32,4.0,0.10061601642710473,False
L2,mobility,low,2,6,0.9,487,14313,78,2,0.1601642710472279,0.00013973310976035772,0.975,0.16666666666666666,0.15973741794310722,0.19348785590834153,17,32,3.5,0.08008213552361396,False
L2,mobility,low,2,6,0.925,487,14313,66,1,0.13552361396303902,6.986655488017886e-05,0.9850746268656716,0.13333333333333333,0.13566739606126915,0.17025183321010956,17,32,3.0,0.059548254620123205,False
L2,mobility,low,2,6,0.95,487,14313,53,1,0.10882956878850103,6.986655488017886e-05,0.9814814814814815,0.13333333333333333,0.10722100656455143,0.1485628817716711,14,32,3.0,0.049281314168377825,False
L2,mobility,low,2,6,0.96,487,14313,41,1,0.08418891170431211,6.986655488017886e-05,0.9761904761904762,0.13333333333333333,0.08096280087527352,0.12934331096779797,13,32,4.0,0.043121149897330596,False
L2,mobility,low,2,6,0.975,487,14313,21,1,0.043121149897330596,6.986655488017886e-05,0.9545454545454546,0.13333333333333333,0.037199124726477024,0.08951184640522876,10,32,3.0,0.01642710472279261,False
L2,mobility,low,2,6,0.98,487,14313,18,1,0.03696098562628337,6.986655488017886e-05,0.9473684210526315,0.13333333333333333,0.030634573304157548,0.0759701797385621,8,32,2.5,0.01026694045174538,False
L2,mobility,low,2,6,0.99,487,14313,6,1,0.012320328542094456,6.986655488017886e-05,0.8571428571428571,0.0,0.01312910284463895,0.03342013888888889,4,32,2.0,0.002053388090349076,False
L2,mobility,low,2,6,0.995,487,14313,4,1,0.008213552361396304,6.986655488017886e-05,0.8,0.0,0.0087527352297593,0.026041666666666664,3,32,1.5,0.002053388090349076,False
L2,mobility,low,2,8,0.5,487,14313,85,5,0.17453798767967146,0.0003493327744008943,0.9444444444444444,0.16666666666666666,0.175054704595186,0.2303543423725537,15,32,7.0,0.09856262833675565,False
L2,mobility,low,2,8,0.6,487,14313,80,4,0.16427104722792607,0.00027946621952071543,0.9523809523809523,0.16666666666666666,0.16411378555798686,0.2208144668733759,15,32,6.5,0.0944558521560575,False
L2,mobility,low,2,8,0.7,487,14313,69,4,0.14168377823408623,0.00027946621952071543,0.9452054794520548,0.16666666666666666,0.1400437636761488,0.17562137659991628,15,32,8.0,0.08418891170431211,False
L2,mobility,low,2,8,0.75,487,14313,65,2,0.13347022587268995,0.00013973310976035772,0.9701492537313433,0.16666666666666666,0.13129102844638948,0.16405887659991628,15,32,8.0,0.08213552361396304,False
L2,mobility,low,2,8,0.8,487,14313,60,2,0.12320328542094455,0.00013973310976035772,0.967741935483871,0.16666666666666666,0.12035010940919037,0.1377765768583142,12,32,7.0,0.07597535934291581,False
L2,mobility,low,2,8,0.85,487,14313,55,2,0.11293634496919917,0.00013973310976035772,0.9649122807017544,0.13333333333333333,0.11159737417943107,0.13191987371193936,12,32,5.0,0.06365503080082136,False
L2,mobility,low,2,8,0.9,487,14313,46,2,0.0944558521560575,0.00013973310976035772,0.9583333333333334,0.13333333333333333,0.09190371991247265,0.1213791046314986,11,32,5.0,0.0513347022587269,False
L2,mobility,low,2,8,0.925,487,14313,39,1,0.08008213552361396,6.986655488017886e-05,0.975,0.13333333333333333,0.07658643326039387,0.11033548981608146,8,32,5.0,0.043121149897330596,False
L2,mobility,low,2,8,0.95,487,14313,31,1,0.06365503080082136,6.986655488017886e-05,0.96875,0.13333333333333333,0.05908096280087528,0.10131702196382428,7,32,4.0,0.03490759753593429,False
L2,mobility,low,2,8,0.96,487,14313,25,1,0.0513347022587269,6.986655488017886e-05,0.9615384615384616,0.13333333333333333,0.045951859956236324,0.09184027777777778,5,32,5.0,0.030800821355236138,False
L2,mobility,low,2,8,0.975,487,14313,13,1,0.026694045174537988,6.986655488017886e-05,0.9285714285714286,0.13333333333333333,0.019693654266958426,0.06684027777777778,4,32,1.0,0.006160164271047228,False
L2,mobility,low,2,8,0.98,487,14313,11,1,0.022587268993839837,6.986655488017886e-05,0.9166666666666666,0.1,0.0175054704595186,0.05555555555555555,4,32,1.0,0.004106776180698152,False
L2,mobility,low,2,8,0.99,487,14313,5,1,0.01026694045174538,6.986655488017886e-05,0.8333333333333334,0.0,0.010940919037199124,0.029947916666666664,3,32,0.0,0.002053388090349076,False
L2,mobility,low,2,8,0.995,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.018229166666666664,2,32,5.0,0.002053388090349076,False
L2,mobility,high,2,1,0.5,487,14313,295,7083,0.6057494866529775,0.49486480821630685,0.039983735429655734,0.4666666666666667,0.6148796498905909,0.5784813935193291,29,32,19.0,0.6016427104722792,False
L2,mobility,high,2,1,0.6,487,14313,262,5656,0.5379876796714579,0.3951652344022916,0.04427171341669483,0.43333333333333335,0.5448577680525164,0.5395870283067596,29,32,18.0,0.5318275154004107,False
L2,mobility,high,2,1,0.7,487,14313,216,4233,0.44353182751540043,0.29574512680779713,0.048550236008091704,0.3,0.45295404814004375,0.43572301279308134,26,32,18.0,0.43737166324435317,False
L2,mobility,high,2,1,0.75,487,14313,190,3523,0.39014373716632444,0.24613987284287012,0.051171559385941284,0.26666666666666666,0.3982494529540481,0.38549125595664174,24,32,18.0,0.3839835728952772,False
L2,mobility,high,2,1,0.8,487,14313,160,2840,0.32854209445585214,0.19842101585970795,0.05333333333333334,0.23333333333333334,0.3347921225382932,0.3231745924720762,23,32,17.0,0.32238193018480493,False
L2,mobility,high,2,1,0.85,487,14313,126,2128,0.2587268993839836,0.14867602878502062,0.055900621118012424,0.2,0.26258205689277897,0.26390638937630106,22,32,17.0,0.25051334702258726,False
L2,mobility,high,2,1,0.9,487,14313,94,1439,0.19301848049281314,0.10053797247257738,0.06131767775603392,0.1,0.19912472647702406,0.21883840824427164,21,32,18.0,0.18480492813141683,False
L2,mobility,high,2,1,0.925,487,14313,76,1088,0.15605749486652978,0.0760148117096346,0.06529209621993128,0.06666666666666667,0.16192560175054704,0.17582278482783298,20,32,18.0,0.14989733059548255,False
L2,mobility,high,2,1,0.95,487,14313,55,729,0.11293634496919917,0.05093271850765039,0.07015306122448979,0.06666666666666667,0.11597374179431072,0.13412749379008748,17,32,20.0,0.10677618069815195,False
L2,mobility,high,2,1,0.96,487,14313,47,602,0.09650924024640657,0.04205966603786767,0.0724191063174114,0.06666666666666667,0.09846827133479212,0.12277105433582194,16,32,20.0,0.09034907597535935,False
L2,mobility,high,2,1,0.975,487,14313,35,371,0.07186858316221766,0.025920491860546357,0.08620689655172414,0.03333333333333333,0.07439824945295405,0.09158149096413015,13,32,20.0,0.06981519507186858,False
L2,mobility,high,2,1,0.98,487,14313,33,298,0.06776180698151951,0.0208202333542933,0.09969788519637462,0.03333333333333333,0.0700218818380744,0.09062829750272132,13,32,20.0,0.06570841889117043,False
L2,mobility,high,2,1,0.99,487,14313,20,171,0.04106776180698152,0.011947180884510585,0.10471204188481675,0.03333333333333333,0.04157549234135667,0.05328971519131291,11,32,16.0,0.039014373716632446,False
L2,mobility,high,2,1,0.995,487,14313,13,90,0.026694045174537988,0.006287989939216097,0.1262135922330097,0.03333333333333333,0.0262582056892779,0.028722615624213348,10,32,15.0,0.024640657084188913,False
L2,mobility,high,2,2,0.5,487,14313,93,1311,0.19096509240246407,0.09159505344791448,0.06623931623931624,0.13333333333333333,0.19474835886214442,0.25453343220553676,22,32,16.0,0.188911704312115,False
L2,mobility,high,2,2,0.6,487,14313,78,875,0.1601642710472279,0.0611332355201565,0.08184679958027283,0.1,0.16411378555798686,0.22963007697325077,22,32,16.0,0.15605749486652978,False
L2,mobility,high,2,2,0.7,487,14313,59,563,0.12114989733059549,0.039334870397540696,0.09485530546623794,0.06666666666666667,0.12472647702407003,0.19140077909721379,20,32,16.0,0.11498973305954825,False
L2,mobility,high,2,2,0.75,487,14313,53,424,0.10882956878850103,0.029623419269195837,0.1111111111111111,0.06666666666666667,0.11159737417943107,0.17053940089208558,20,32,16.0,0.10472279260780287,False
L2,mobility,high,2,2,0.8,487,14313,46,321,0.0944558521560575,0.022427164116537415,0.12534059945504086,0.03333333333333333,0.09846827133479212,0.15168447109965577,19,32,17.0,0.09034907597535935,False
L2,mobility,high,2,2,0.85,487,14313,34,232,0.06981519507186858,0.016209040732201495,0.12781954887218044,0.03333333333333333,0.07221006564551423,0.11658585443853911,14,32,16.5,0.06365503080082136,False
L2,mobility,high,2,2,0.9,487,14313,26,155,0.053388090349075976,0.010829316006427723,0.143646408839779,0.03333333333333333,0.05470459518599562,0.09476978291316526,10,32,18.5,0.053388090349075976,False
L2,mobility,high,2,2,0.925,487,14313,19,122,0.039014373716632446,0.00852371969538182,0.1347517730496454,0.0,0.04157549234135667,0.06974498132586368,8,32,19.0,0.039014373716632446,False
L2,mobility,high,2,2,0.95,487,14313,13,76,0.026694045174537988,0.005309858170893593,0.14606741573033707,0.0,0.028446389496717725,0.03412990196078431,5,32,19.0,0.026694045174537988,False
L2,mobility,high,2,2,0.96,487,14313,12,65,0.024640657084188913,0.004541326067211626,0.15584415584415584,0.0,0.0262582056892779,0.032046568627450985,5,32,19.0,0.024640657084188913,False
L2,mobility,high,2,2,0.975,487,14313,10,39,0.02053388090349076,0.0027247956403269754,0.20408163265306123,0.0,0.02188183807439825,0.026689425770308122,4,32,18.5,0.02053388090349076,False
L2,mobility,high,2,2,0.98,487,14313,9,32,0.018480492813141684,0.0022357297561657235,0.21951219512195122,0.0,0.019693654266958426,0.023564425770308123,4,32,19.0,0.018480492813141684,False
L2,mobility,high,2,2,0.99,487,14313,3,10,0.006160164271047228,0.0006986655488017886,0.23076923076923078,0.0,0.006564551422319475,0.0070465686274509805,3,32,19.0,0.006160164271047228,False
L2,mobility,high,2,2,0.995,487,14313,1,3,0.002053388090349076,0.00020959966464053657,0.25,0.0,0.002188183807439825,0.001838235294117647,1,32,18.0,0.002053388090349076,False
L2,mobility,high,2,4,0.5,487,14313,18,63,0.03696098562628337,0.004401592957451268,0.2222222222222222,0.0,0.03938730853391685,0.06818181818181818,5,32,15.5,0.03285420944558522,False
L2,mobility,high,2,4,0.6,487,14313,15,46,0.030800821355236138,0.0032138615244882273,0.2459016393442623,0.0,0.03282275711159737,0.055965909090909094,5,32,15.0,0.030800821355236138,False
L2,mobility,high,2,4,0.7,487,14313,8,28,0.01642710472279261,0.001956263536645008,0.2222222222222222,0.0,0.0175054704595186,0.030965909090909093,3,32,15.5,0.01642710472279261,False
L2,mobility,high,2,4,0.75,487,14313,8,20,0.01642710472279261,0.0013973310976035773,0.2857142857142857,0.0,0.0175054704595186,0.030965909090909093,3,32,15.5,0.01642710472279261,False
L2,mobility,high,2,4,0.8,487,14313,4,16,0.008213552361396304,0.0011178648780828617,0.2,0.0,0.0087527352297593,0.0125,1,32,17.0,0.008213552361396304,False
L2,mobility,high,2,4,0.85,487,14313,2,11,0.004106776180698152,0.0007685321036819675,0.15384615384615385,0.0,0.00437636761487965,0.00625,1,32,18.0,0.004106776180698152,False
L2,mobility,high,2,4,0.9,487,14313,2,5,0.004106776180698152,0.0003493327744008943,0.2857142857142857,0.0,0.00437636761487965,0.00625,1,32,18.0,0.004106776180698152,False
L2,mobility,high,2,4,0.925,487,14313,1,4,0.002053388090349076,0.00027946621952071543,0.2,0.0,0.002188183807439825,0.003125,1,32,18.0,0.002053388090349076,False
L2,mobility,high,2,4,0.95,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.003125,1,32,17.0,0.002053388090349076,False
L2,mobility,high,2,4,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,4,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,4,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,4,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,4,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,6,0.5,487,14313,10,3,0.02053388090349076,0.00020959966464053657,0.7692307692307693,0.0,0.02188183807439825,0.040340909090909094,3,32,14.5,0.018480492813141684,False
L2,mobility,high,2,6,0.6,487,14313,5,1,0.01026694045174538,6.986655488017886e-05,0.8333333333333334,0.0,0.010940919037199124,0.01846590909090909,3,32,16.0,0.008213552361396304,False
L2,mobility,high,2,6,0.7,487,14313,3,0,0.006160164271047228,0.0,1.0,0.0,0.006564551422319475,0.00909090909090909,2,32,16.0,0.004106776180698152,False
L2,mobility,high,2,6,0.75,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.00625,1,32,16.0,0.004106776180698152,False
L2,mobility,high,2,6,0.8,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.00625,1,32,16.0,0.004106776180698152,False
L2,mobility,high,2,6,0.85,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.00625,1,32,16.0,0.004106776180698152,False
L2,mobility,high,2,6,0.9,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.00625,1,32,16.0,0.004106776180698152,False
L2,mobility,high,2,6,0.925,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.003125,1,32,16.0,0.002053388090349076,False
L2,mobility,high,2,6,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,6,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,6,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,6,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,6,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,6,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,8,0.5,487,14313,5,1,0.01026694045174538,6.986655488017886e-05,0.8333333333333334,0.0,0.010940919037199124,0.015340909090909093,2,32,14.0,0.01026694045174538,False
L2,mobility,high,2,8,0.6,487,14313,2,1,0.004106776180698152,6.986655488017886e-05,0.6666666666666666,0.0,0.00437636761487965,0.00625,1,32,14.0,0.004106776180698152,False
L2,mobility,high,2,8,0.7,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.003125,1,32,14.0,0.002053388090349076,False
L2,mobility,high,2,8,0.75,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.003125,1,32,14.0,0.002053388090349076,False
L2,mobility,high,2,8,0.8,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.003125,1,32,14.0,0.002053388090349076,False
L2,mobility,high,2,8,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,8,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,8,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,2,8,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
