representation,direction,width,confirmations,quantile,structure,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
front_median,low,4,4,0.99,single,42,1,0.08624229979466119,6.986655488017886e-05,0.9767441860465116,7,0,1.0,0.16666666666666666,0.7266779479721824,1.344122508151165
front_median,low,4,4,0.99,or_l5,68,8,0.13963039014373715,0.0005589324390414309,0.8947368421052632,19,4,0.8260869565217391,0.27941176470588236,0.5936537326586272,1.5071695718954905
front_median,low,4,4,0.995,single,28,1,0.057494866529774126,6.986655488017886e-05,0.9655172413793104,5,0,1.0,0.17857142857142858,0.6909404031505727,1.3973958346866289
front_median,low,4,4,0.995,or_l5,54,8,0.11088295687885011,0.0005589324390414309,0.8709677419354839,17,4,0.8095238095238095,0.3148148148148148,0.5469000582357811,1.59255375606486
front_median,low,4,6,0.5,single,191,16,0.3921971252566735,0.0011178648780828617,0.9227053140096618,8,8,0.5,0.041884816753926704,0.7344856862929923,1.256260443503847
front_median,low,4,6,0.5,or_l5,216,23,0.44353182751540043,0.0016069307622441137,0.9037656903765691,20,12,0.625,0.09259259259259259,0.690309912058164,1.3092173161500535
front_median,low,4,6,0.6,single,183,12,0.3757700205338809,0.0008383986585621463,0.9384615384615385,8,4,0.6666666666666666,0.04371584699453552,0.7503784712863585,1.250650937323339
front_median,low,4,6,0.6,or_l5,208,19,0.4271047227926078,0.0013274645427233983,0.9162995594713657,20,8,0.7142857142857143,0.09615384615384616,0.7016270212338843,1.3059638978270212
front_median,low,4,6,0.7,single,169,8,0.3470225872689938,0.0005589324390414309,0.9548022598870056,8,2,0.8,0.047337278106508875,0.7638853630997651,1.2499287275416826
front_median,low,4,6,0.7,or_l5,195,15,0.4004106776180698,0.0010479983232026828,0.9285714285714286,20,6,0.7692307692307693,0.10256410256410256,0.7098963866090964,1.3080379701703502
front_median,low,4,6,0.75,single,162,7,0.3326488706365503,0.000489065884161252,0.9585798816568047,8,2,0.8,0.04938271604938271,0.7628272912971766,1.2566145608486996
front_median,low,4,6,0.75,or_l5,188,14,0.3860369609856263,0.000978131768322504,0.9306930693069307,20,6,0.7692307692307693,0.10638297872340426,0.706872990834033,1.3166340790710005
front_median,low,4,6,0.8,single,156,6,0.3203285420944558,0.00041919932928107315,0.9629629629629629,7,1,0.875,0.04487179487179487,0.7691521015569412,1.2519798893010938
front_median,low,4,6,0.8,or_l5,182,13,0.3737166324435318,0.0009082652134423251,0.9333333333333333,19,5,0.7916666666666666,0.1043956043956044,0.7101188326742376,1.3143340105746695
front_median,low,4,6,0.85,single,141,6,0.28952772073921973,0.00041919932928107315,0.9591836734693877,7,1,0.875,0.04964539007092199,0.7496106062256999,1.279575909816553
front_median,low,4,6,0.85,or_l5,167,13,0.34291581108829566,0.0009082652134423251,0.9277777777777778,19,5,0.7916666666666666,0.11377245508982035,0.6892405057468317,1.3460871351031194
front_median,low,4,6,0.9,single,121,6,0.24845995893223818,0.00041919932928107315,0.952755905511811,5,1,0.8333333333333334,0.04132231404958678,0.7298273066650255,1.3054539023285747
front_median,low,4,6,0.9,or_l5,147,13,0.30184804928131415,0.0009082652134423251,0.91875,17,5,0.7727272727272727,0.11564625850340136,0.6659912491606879,1.3795226306019037
front_median,low,4,6,0.925,single,107,3,0.21971252566735114,0.00020959966464053657,0.9727272727272728,4,0,1.0,0.037383177570093455,0.7263663656913427,1.3391689355019187
front_median,low,4,6,0.925,or_l5,133,10,0.2731006160164271,0.0006986655488017886,0.9300699300699301,16,4,0.8,0.12030075187969924,0.6557400849321645,1.4183514954193241
front_median,low,4,6,0.95,single,91,3,0.1868583162217659,0.00020959966464053657,0.9680851063829787,4,0,1.0,0.04395604395604396,0.7015943813223026,1.3798358883068849
front_median,low,4,6,0.95,or_l5,117,10,0.2402464065708419,0.0006986655488017886,0.9212598425196851,16,4,0.8,0.13675213675213677,0.6285071162484115,1.465790631009444
front_median,low,4,6,0.96,single,83,2,0.1704312114989733,0.00013973310976035772,0.9764705882352941,4,0,1.0,0.04819277108433735,0.7037259873770499,1.3875721598328727
front_median,low,4,6,0.96,or_l5,109,9,0.22381930184804927,0.0006287989939216097,0.923728813559322,16,4,0.8,0.14678899082568808,0.6244681427652633,1.4792248800217025
front_median,low,4,6,0.975,single,61,1,0.12525667351129363,6.986655488017886e-05,0.9838709677419355,4,0,1.0,0.06557377049180328,0.7808124799252796,1.2600605049705247
front_median,low,4,6,0.975,or_l5,87,8,0.17864476386036962,0.0005589324390414309,0.9157894736842105,16,4,0.8,0.1839080459770115,0.6555884807854648,1.396896834714053
front_median,low,4,6,0.98,single,53,1,0.10882956878850103,6.986655488017886e-05,0.9814814814814815,3,0,1.0,0.05660377358490566,0.7801465662530939,1.258073192830116
front_median,low,4,6,0.98,or_l5,79,8,0.162217659137577,0.0005589324390414309,0.9080459770114943,15,4,0.7894736842105263,0.189873417721519,0.6436603045622862,1.4107534216033417
front_median,low,4,6,0.99,single,28,1,0.057494866529774126,6.986655488017886e-05,0.9655172413793104,2,0,1.0,0.07142857142857142,0.7955112812660462,1.2137065358051262
front_median,low,4,6,0.99,or_l5,54,8,0.11088295687885011,0.0005589324390414309,0.8709677419354839,14,4,0.7777777777777778,0.25925925925925924,0.5958122431607608,1.461815784977888
front_median,low,4,6,0.995,single,17,1,0.03490759753593429,6.986655488017886e-05,0.9444444444444444,2,0,1.0,0.11764705882352941,0.7297138050527169,1.2942669275336167
front_median,low,4,6,0.995,or_l5,43,8,0.08829568788501027,0.0005589324390414309,0.8431372549019608,14,4,0.7777777777777778,0.32558139534883723,0.5295172629451124,1.5922752928063784
front_median,low,4,8,0.5,single,141,7,0.28952772073921973,0.000489065884161252,0.9527027027027027,4,1,0.8,0.028368794326241134,0.7919511410351051,1.2029816655829175
front_median,low,4,8,0.5,or_l5,167,14,0.34291581108829566,0.000978131768322504,0.9226519337016574,16,5,0.7619047619047619,0.09580838323353294,0.7241950320024717,1.2740379220089821
front_median,low,4,8,0.6,single,133,7,0.2731006160164271,0.000489065884161252,0.95,4,1,0.8,0.03007518796992481,0.7884195478077697,1.2049422197122215
front_median,low,4,8,0.6,or_l5,159,14,0.3264887063655031,0.000978131768322504,0.9190751445086706,16,5,0.7619047619047619,0.10062893081761007,0.7182038648112115,1.279685601177126
front_median,low,4,8,0.7,single,117,6,0.2402464065708419,0.00041919932928107315,0.9512195121951219,3,0,1.0,0.02564102564102564,0.7990944403418974,1.190371831129418
front_median,low,4,8,0.7,or_l5,143,13,0.2936344969199179,0.0009082652134423251,0.9166666666666666,15,4,0.7894736842105263,0.1048951048951049,0.7189688979570846,1.274974020811374
front_median,low,4,8,0.75,single,113,4,0.23203285420944558,0.00027946621952071543,0.9658119658119658,3,0,1.0,0.02654867256637168,0.8009066350513798,1.205898320158138
front_median,low,4,8,0.75,or_l5,139,11,0.28542094455852157,0.0007685321036819675,0.9266666666666666,15,4,0.7894736842105263,0.1079136690647482,0.7171773881350885,1.292102458885832
front_median,low,4,8,0.8,single,108,4,0.22176591375770022,0.00027946621952071543,0.9642857142857143,3,0,1.0,0.027777777777777776,0.79368890033963,1.214941665270969
front_median,low,4,8,0.8,or_l5,134,11,0.2751540041067762,0.0007685321036819675,0.9241379310344827,15,4,0.7894736842105263,0.11194029850746269,0.7087150948778648,1.303962534047257
front_median,low,4,8,0.85,single,91,4,0.1868583162217659,0.00027946621952071543,0.9578947368421052,3,0,1.0,0.03296703296703297,0.779114836768786,1.2294654030909886
front_median,low,4,8,0.85,or_l5,117,11,0.2402464065708419,0.0007685321036819675,0.9140625,15,4,0.7894736842105263,0.1282051282051282,0.6866128235334883,1.331263368044885
front_median,low,4,8,0.9,single,76,2,0.15605749486652978,0.00013973310976035772,0.9743589743589743,3,0,1.0,0.039473684210526314,0.7549194815952606,1.2906793348344971
front_median,low,4,8,0.9,or_l5,102,9,0.20944558521560575,0.0006287989939216097,0.918918918918919,15,4,0.7894736842105263,0.14705882352941177,0.6554437070601996,1.4019799244704936
front_median,low,4,8,0.925,single,71,2,0.1457905544147844,0.00013973310976035772,0.9726027397260274,2,0,1.0,0.028169014084507043,0.7592069454843069,1.2810772418653162
front_median,low,4,8,0.925,or_l5,97,9,0.19917864476386038,0.0006287989939216097,0.9150943396226415,14,4,0.7777777777777778,0.14432989690721648,0.6537041409396814,1.3998600931412473
front_median,low,4,8,0.95,single,60,1,0.12320328542094455,6.986655488017886e-05,0.9836065573770492,2,0,1.0,0.03333333333333333,0.7531414816141292,1.3060050221493422
front_median,low,4,8,0.95,or_l5,86,8,0.17659137577002054,0.0005589324390414309,0.9148936170212766,14,4,0.7777777777777778,0.16279069767441862,0.636299598911848,1.4378346593112101
front_median,low,4,8,0.96,single,59,1,0.12114989733059549,6.986655488017886e-05,0.9833333333333333,2,0,1.0,0.03389830508474576,0.764245304775677,1.2866723906429016
front_median,low,4,8,0.96,or_l5,85,8,0.17453798767967146,0.0005589324390414309,0.9139784946236559,14,4,0.7777777777777778,0.16470588235294117,0.6422069914601338,1.4231836569477658
front_median,low,4,8,0.975,single,38,1,0.07802874743326489,6.986655488017886e-05,0.9743589743589743,1,0,1.0,0.02631578947368421,0.7909778040296791,1.231841107797273
front_median,low,4,8,0.975,or_l5,64,8,0.13141683778234087,0.0005589324390414309,0.8888888888888888,13,4,0.7647058823529411,0.203125,0.6210925871723515,1.4311696955452868
front_median,low,4,8,0.98,single,32,1,0.06570841889117043,6.986655488017886e-05,0.9696969696969697,1,0,1.0,0.03125,0.805355510345664,1.2040607622846826
front_median,low,4,8,0.98,or_l5,58,8,0.11909650924024641,0.0005589324390414309,0.8787878787878788,13,4,0.7647058823529411,0.22413793103448276,0.6128373297069506,1.4339659746381666
front_median,low,4,8,0.99,single,13,1,0.026694045174537988,6.986655488017886e-05,0.9285714285714286,1,0,1.0,0.07692307692307693,0.8006247588443367,1.1598085349143796
front_median,low,4,8,0.99,or_l5,39,8,0.08008213552361396,0.0005589324390414309,0.8297872340425532,13,4,0.7647058823529411,0.3333333333333333,0.5336016711292031,1.555068656900127
front_median,low,4,8,0.995,single,8,1,0.01642710472279261,6.986655488017886e-05,0.8888888888888888,1,0,1.0,0.125,0.7834175905348122,1.1346297295699923
front_median,low,4,8,0.995,or_l5,34,8,0.06981519507186858,0.0005589324390414309,0.8095238095238095,13,4,0.7647058823529411,0.38235294117647056,0.49812595795393183,1.6251387758408622
front_median,high,1,1,0.5,single,334,7043,0.6858316221765913,0.4920701460210997,0.04527585739460485,274,6918,0.038097886540600666,0.8203592814371258,0.05244347321997275,0.8633268281964559
front_median,high,1,1,0.5,or_l5,338,7044,0.6940451745379876,0.4921400125759799,0.04578704958005961,274,6920,0.038087294968028915,0.8106508875739645,0.05254902539012446,0.8713206237439443
front_median,high,1,1,0.6,single,301,5613,0.6180698151950719,0.3921609725424439,0.05089617855935069,238,5505,0.0414417551802194,0.7906976744186046,0.05556939982305396,0.9159029739643778
front_median,high,1,1,0.6,or_l5,307,5615,0.6303901437371663,0.39230070565220426,0.05184059439378588,238,5507,0.04142732811140122,0.7752442996742671,0.05593561480809864,0.9267904638509514
front_median,high,1,1,0.7,single,258,4209,0.5297741273100616,0.2940683294906728,0.0577568838146407,198,4123,0.04582272622078223,0.7674418604651163,0.05836366671054537,0.9896034137314571
front_median,high,1,1,0.7,or_l5,266,4212,0.5462012320328542,0.29427792915531337,0.059401518535060295,198,4125,0.04580152671755725,0.7443609022556391,0.059373075043249,1.0004790638145418
front_median,high,1,1,0.75,single,237,3487,0.486652977412731,0.24362467686718367,0.06364124597207305,179,3415,0.049805230940456316,0.7552742616033755,0.06072989189219679,1.0479393917750468
front_median,high,1,1,0.75,or_l5,245,3490,0.5030800821355236,0.2438342765318242,0.06559571619812583,179,3417,0.049777530589543935,0.7306122448979592,0.06193313206270515,1.0591377185916004
front_median,high,1,1,0.8,single,212,2794,0.4353182751540041,0.19520715433521973,0.07052561543579508,156,2730,0.05405405405405406,0.7358490566037735,0.06440530700049019,1.0950280143103472
front_median,high,1,1,0.8,or_l5,220,2797,0.4517453798767967,0.19541675399986028,0.07292011932383162,156,2732,0.054016620498614956,0.7090909090909091,0.06588149940044295,1.106837579403078
front_median,high,1,1,0.85,single,181,2075,0.37166324435318276,0.14497310137637112,0.08023049645390071,133,2026,0.06160259379342288,0.7348066298342542,0.06825283814062959,1.175489527462464
front_median,high,1,1,0.85,or_l5,191,2078,0.3921971252566735,0.14518270104101166,0.08417805200528868,135,2028,0.06241331484049931,0.7068062827225131,0.07013884149780705,1.2001631365399807
front_median,high,1,1,0.9,single,141,1396,0.28952772073921973,0.09753371061272968,0.09173715029277814,98,1359,0.06726149622512011,0.6950354609929078,0.07461872241720797,1.2294119668768604
front_median,high,1,1,0.9,or_l5,152,1399,0.31211498973305957,0.09774331027737022,0.09800128949065119,101,1361,0.06908344733242135,0.6644736842105263,0.07738331666732672,1.266439508039721
front_median,high,1,1,0.925,single,115,1042,0.23613963039014374,0.07280095018514637,0.09939498703543648,81,1008,0.0743801652892562,0.7043478260869566,0.07897050012681933,1.2586343872182308
front_median,high,1,1,0.925,or_l5,127,1045,0.26078028747433263,0.0730105498497869,0.1083617747440273,84,1010,0.07678244972577697,0.6614173228346457,0.08327974015946694,1.3011781081032723
front_median,high,1,1,0.95,single,84,715,0.17248459958932238,0.049954586739327886,0.10513141426783479,56,687,0.07537012113055182,0.6666666666666666,0.08498212850208305,1.2371002717972386
front_median,high,1,1,0.95,or_l5,97,719,0.19917864476386038,0.0502340529588486,0.11887254901960784,60,690,0.08,0.6185567010309279,0.09130442411279369,1.3019363538480637
front_median,high,1,1,0.96,single,71,566,0.1457905544147844,0.03954447006218123,0.11145996860282574,48,542,0.08135593220338982,0.676056338028169,0.08981873106435397,1.240943478960598
front_median,high,1,1,0.96,or_l5,85,570,0.17453798767967146,0.03982393628170195,0.1297709923664122,52,545,0.08710217755443886,0.611764705882353,0.09895911616926535,1.3113596542681774
front_median,high,1,1,0.975,single,46,368,0.0944558521560575,0.02571089219590582,0.1111111111111111,34,352,0.08808290155440414,0.7391304347826086,0.08399153291880807,1.3228846676547583
front_median,high,1,1,0.975,or_l5,62,373,0.1273100616016427,0.026060224970306713,0.1425287356321839,38,356,0.09644670050761421,0.6129032258064516,0.10078244099662137,1.4142219043589352
front_median,high,1,1,0.98,single,38,299,0.07802874743326489,0.02089009990917348,0.11275964391691394,27,288,0.08571428571428572,0.7105263157894737,0.0836356406372945,1.3482247885912955
front_median,high,1,1,0.98,or_l5,56,305,0.11498973305954825,0.02130929923845455,0.15512465373961218,33,292,0.10153846153846154,0.5892857142857143,0.10552337622702683,1.4700501375720898
front_median,high,1,1,0.99,single,21,162,0.043121149897330596,0.011318381890588975,0.11475409836065574,16,158,0.09195402298850575,0.7619047619047619,0.07177804023183466,1.5987354626848747
front_median,high,1,1,0.99,or_l5,40,169,0.08213552361396304,0.011807447774750226,0.19138755980861244,23,162,0.12432432432432433,0.575,0.11558663574893431,1.6557931508996013
front_median,high,1,1,0.995,single,11,86,0.022587268993839837,0.006008523719695381,0.1134020618556701,9,83,0.09782608695652174,0.8181818181818182,0.06276344212422039,1.806817121840236
front_median,high,1,1,0.995,or_l5,35,93,0.07186858316221766,0.006497589603856634,0.2734375,21,87,0.19444444444444445,0.6,0.14159528043863234,1.931120155650303
front_median,high,1,2,0.5,single,111,795,0.22792607802874743,0.05554391112974219,0.12251655629139073,75,793,0.08640552995391705,0.6756756756756757,0.07044652037284861,1.739142765930152
front_median,high,1,2,0.5,or_l5,124,800,0.2546201232032854,0.05589324390414309,0.1341991341991342,78,796,0.08924485125858124,0.6290322580645161,0.07679546125311867,1.7474878333865644
front_median,high,1,2,0.6,single,81,511,0.16632443531827515,0.0357018095437714,0.13682432432432431,54,509,0.09591474245115453,0.6666666666666666,0.07930728327457454,1.7252428613727262
front_median,high,1,2,0.6,or_l5,94,516,0.19301848049281314,0.03605114231817229,0.1540983606557377,57,512,0.10017574692442882,0.6063829787234043,0.08866290235840807,1.7380252231402875
front_median,high,1,2,0.7,single,56,333,0.11498973305954825,0.02326556277509956,0.14395886889460155,38,330,0.10326086956521739,0.6785714285714286,0.08407584894649402,1.7122499587987172
front_median,high,1,2,0.7,or_l5,71,338,0.1457905544147844,0.023614895549500452,0.17359413202933985,43,333,0.11436170212765957,0.6056338028169014,0.09830969819798777,1.7657884747009938
front_median,high,1,2,0.75,single,44,266,0.09034907597535935,0.018584503598127577,0.14193548387096774,30,263,0.10238907849829351,0.6818181818181818,0.08703458573140516,1.6307940421407947
front_median,high,1,2,0.75,or_l5,60,272,0.12320328542094455,0.01900370292740865,0.18072289156626506,35,267,0.11589403973509933,0.5833333333333334,0.1074899584329073,1.6813002274911848
front_median,high,1,2,0.8,single,30,200,0.061601642710472276,0.013973310976035772,0.13043478260869565,18,198,0.08333333333333333,0.6,0.09519095489171793,1.370243451776153
front_median,high,1,2,0.8,or_l5,48,206,0.09856262833675565,0.014392510305316845,0.1889763779527559,25,202,0.11013215859030837,0.5208333333333334,0.12206862538772587,1.5481158844257592
front_median,high,1,2,0.85,single,26,157,0.053388090349075976,0.010969049116188082,0.14207650273224043,17,155,0.09883720930232558,0.6538461538461539,0.09687173703233773,1.4666455571537078
front_median,high,1,2,0.85,or_l5,45,163,0.09240246406570841,0.011388248445469155,0.21634615384615385,24,159,0.13114754098360656,0.5333333333333333,0.13361687561703092,1.619152916479198
front_median,high,1,2,0.9,single,18,106,0.03696098562628337,0.007405854817298959,0.14516129032258066,13,104,0.1111111111111111,0.7222222222222222,0.09565011142986836,1.5176280315053725
front_median,high,1,2,0.9,or_l5,38,112,0.07802874743326489,0.007825054146580033,0.25333333333333335,21,108,0.16279069767441862,0.5526315789473685,0.1475211957928474,1.7172673524763842
front_median,high,1,2,0.925,single,14,71,0.028747433264887063,0.004960525396492699,0.16470588235294117,9,70,0.11392405063291139,0.6428571428571429,0.10845961274367581,1.5185918351210879
front_median,high,1,2,0.925,or_l5,35,77,0.07186858316221766,0.0053797247257737725,0.3125,18,74,0.1956521739130435,0.5142857142857142,0.1757983565628097,1.77760478601715
front_median,high,1,2,0.95,single,8,40,0.01642710472279261,0.0027946621952071545,0.16666666666666666,5,40,0.1111111111111111,0.625,0.09333153652687576,1.785748664050691
front_median,high,1,2,0.95,or_l5,31,47,0.06365503080082136,0.0032837280793684065,0.3974358974358974,15,44,0.2542372881355932,0.4838709677419355,0.218766156295197,1.8167156390479724
front_median,high,1,2,0.96,single,6,21,0.012320328542094456,0.001467197652483756,0.2222222222222222,4,21,0.16,0.6666666666666666,0.10561168631549935,2.1041442474307823
front_median,high,1,2,0.96,or_l5,30,28,0.061601642710472276,0.001956263536645008,0.5172413793103449,15,25,0.375,0.5,0.2696231942836659,1.9183860672096489
front_median,high,1,2,0.975,single,4,14,0.008213552361396304,0.000978131768322504,0.2222222222222222,2,14,0.125,0.5,0.137260506070904,1.6189815161211043
front_median,high,1,2,0.975,or_l5,29,21,0.059548254620123205,0.001467197652483756,0.58,14,18,0.4375,0.4827586206896552,0.30728953684963173,1.887470709046028
front_median,high,1,2,0.98,single,3,10,0.006160164271047228,0.0006986655488017886,0.23076923076923078,2,10,0.16666666666666666,0.6666666666666666,0.10602804781053368,2.176492310615798
front_median,high,1,2,0.98,or_l5,28,17,0.057494866529774126,0.0011877314329630407,0.6222222222222222,14,14,0.5,0.5,0.3171589412164945,1.961862465032918
front_median,high,1,2,0.99,single,1,5,0.002053388090349076,0.0003493327744008943,0.16666666666666666,1,5,0.16666666666666666,1.0,0.040250456968502074,4.1407397386094615
front_median,high,1,2,0.99,or_l5,27,12,0.055441478439425054,0.0008383986585621463,0.6923076923076923,13,9,0.5909090909090909,0.48148148148148145,0.36184704259135486,1.9132606068844866
front_median,high,1,2,0.995,single,0,3,0.0,0.00020959966464053657,0.0,0,3,0.0,0.0,0.03244102424407518,0.0
front_median,high,1,2,0.995,or_l5,26,10,0.053388090349075976,0.0006986655488017886,0.7222222222222222,12,7,0.631578947368421,0.46153846153846156,0.387995971999557,1.8614168041493142
front_median,high,1,4,0.5,single,1,16,0.002053388090349076,0.0011178648780828617,0.058823529411764705,0,15,0.0,0.0,0.15949611033051203,0.36880855144284735
front_median,high,1,4,0.5,or_l5,27,23,0.055441478439425054,0.0016069307622441137,0.54,12,19,0.3870967741935484,0.4444444444444444,0.3316393158974107,1.6282749786127397
front_median,high,1,4,0.6,single,0,11,0.0,0.0007685321036819675,0.0,0,11,0.0,0.0,0.10020105380665134,0.0
front_median,high,1,4,0.6,or_l5,26,18,0.053388090349075976,0.0012575979878432194,0.5909090909090909,12,15,0.4444444444444444,0.46153846153846156,0.34028962525284073,1.736488705672516
front_median,high,1,4,0.7,single,0,11,0.0,0.0007685321036819675,0.0,0,11,0.0,0.0,0.10020105380665134,0.0
front_median,high,1,4,0.7,or_l5,26,18,0.053388090349075976,0.0012575979878432194,0.5909090909090909,12,15,0.4444444444444444,0.46153846153846156,0.34028962525284073,1.736488705672516
front_median,high,1,4,0.75,single,0,9,0.0,0.0006287989939216097,0.0,0,9,0.0,0.0,0.09448441555792367,0.0
front_median,high,1,4,0.75,or_l5,26,16,0.053388090349075976,0.0011178648780828617,0.6190476190476191,12,13,0.48,0.46153846153846156,0.35049742045888427,1.7661973609881034
front_median,high,1,4,0.8,single,0,8,0.0,0.0005589324390414309,0.0,0,8,0.0,0.0,0.09055422676192339,0.0
front_median,high,1,4,0.8,or_l5,26,15,0.053388090349075976,0.0010479983232026828,0.6341463414634146,12,12,0.5,0.46153846153846156,0.3559747739840784,1.7814361797776659
front_median,high,1,4,0.85,single,0,4,0.0,0.00027946621952071543,0.0,0,4,0.0,0.0,0.08100055246911397,0.0
front_median,high,1,4,0.85,or_l5,26,11,0.053388090349075976,0.0007685321036819675,0.7027027027027027,12,8,0.6,0.46153846153846156,0.3836360575440077,1.8316909708678628
front_median,high,1,4,0.9,single,0,1,0.0,6.986655488017886e-05,0.0,0,1,0.0,0.0,0.1259259259259259,0.0
front_median,high,1,4,0.9,or_l5,26,8,0.053388090349075976,0.0005589324390414309,0.7647058823529411,12,5,0.7058823529411765,0.46153846153846156,0.41166052485816923,1.857612853737695
front_median,high,1,4,0.925,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,4,0.925,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,4,0.95,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,4,0.95,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,4,0.96,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,4,0.96,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,4,0.975,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,4,0.975,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,4,0.98,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,4,0.98,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,4,0.99,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,4,0.99,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,4,0.995,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,4,0.995,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.5,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.5,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.6,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.6,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.7,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.7,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.75,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.75,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.8,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.8,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.85,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.85,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.9,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.9,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.925,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.925,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.95,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.95,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.96,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.96,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.975,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.975,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.98,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.98,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.99,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.99,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,6,0.995,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_median,high,1,6,0.995,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_median,high,1,8,0.5,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
