corpus,group,relative,concordant,pairs,n_events,auc_trap_high,metric,token
A,w02_s000,-2,37.0,63,7,0.5873015873015873,late_flow_exec_churn,8
A,w02_s001,-2,19.0,63,7,0.30158730158730157,late_flow_exec_churn,8
A,w02_s002,-2,29.0,63,8,0.4603174603174603,late_flow_exec_churn,8
A,w02_s003,-2,28.0,59,10,0.4745762711864407,late_flow_exec_churn,8
A,w02_s004,-2,21.0,60,6,0.35,late_flow_exec_churn,8
A,w03_s001,-2,0.0,1,1,0.0,late_flow_exec_churn,8
A,w03_s004,-2,2.0,3,2,0.6666666666666666,late_flow_exec_churn,8
A,w03_s005,-2,13.0,14,1,0.9285714285714286,late_flow_exec_churn,8
A,w00_s000,-2,36.0,55,5,0.6545454545454545,late_flow_exec_churn,9
A,w00_s001,-2,24.0,39,13,0.6153846153846154,late_flow_exec_churn,9
A,w00_s002,-2,31.0,64,8,0.484375,late_flow_exec_churn,9
A,w00_s003,-2,9.0,63,9,0.14285714285714285,late_flow_exec_churn,9
A,w00_s004,-2,43.0,63,7,0.6825396825396826,late_flow_exec_churn,9
A,w00_s005,-2,21.0,52,7,0.40384615384615385,late_flow_exec_churn,9
A,w01_s000,-2,8.0,15,15,0.5333333333333333,late_flow_exec_churn,9
A,w01_s003,-2,2.0,15,15,0.13333333333333333,late_flow_exec_churn,9
A,w02_s000,-2,29.0,63,7,0.4603174603174603,late_flow_exec_churn,9
A,w02_s001,-2,29.0,63,7,0.4603174603174603,late_flow_exec_churn,9
A,w02_s002,-2,30.0,63,8,0.47619047619047616,late_flow_exec_churn,9
A,w02_s003,-2,33.0,59,10,0.559322033898305,late_flow_exec_churn,9
A,w02_s004,-2,38.0,60,6,0.6333333333333333,late_flow_exec_churn,9
A,w03_s001,-2,0.0,1,1,0.0,late_flow_exec_churn,9
A,w03_s004,-2,3.0,3,2,1.0,late_flow_exec_churn,9
A,w03_s005,-2,14.0,14,1,1.0,late_flow_exec_churn,9
A,w00_s000,-2,26.0,55,5,0.4727272727272727,late_flow_exec_churn,10
A,w00_s001,-2,25.0,39,13,0.6410256410256411,late_flow_exec_churn,10
A,w00_s002,-2,39.0,64,8,0.609375,late_flow_exec_churn,10
A,w00_s003,-2,33.0,63,9,0.5238095238095238,late_flow_exec_churn,10
A,w00_s004,-2,35.0,63,7,0.5555555555555556,late_flow_exec_churn,10
A,w00_s005,-2,24.0,52,7,0.46153846153846156,late_flow_exec_churn,10
A,w01_s000,-2,10.0,15,15,0.6666666666666666,late_flow_exec_churn,10
A,w01_s003,-2,2.0,15,15,0.13333333333333333,late_flow_exec_churn,10
A,w02_s000,-2,25.0,63,7,0.3968253968253968,late_flow_exec_churn,10
A,w02_s001,-2,30.0,63,7,0.47619047619047616,late_flow_exec_churn,10
A,w02_s002,-2,26.0,63,8,0.4126984126984127,late_flow_exec_churn,10
A,w02_s003,-2,27.0,59,10,0.4576271186440678,late_flow_exec_churn,10
A,w02_s004,-2,42.0,60,6,0.7,late_flow_exec_churn,10
A,w03_s001,-2,0.0,1,1,0.0,late_flow_exec_churn,10
A,w03_s004,-2,3.0,3,2,1.0,late_flow_exec_churn,10
A,w03_s005,-2,6.0,14,1,0.42857142857142855,late_flow_exec_churn,10
A,w00_s000,-2,22.0,55,5,0.4,query_support_churn,1
A,w00_s001,-2,30.0,39,13,0.7692307692307693,query_support_churn,1
A,w00_s002,-2,40.0,64,8,0.625,query_support_churn,1
A,w00_s003,-2,22.0,63,9,0.3492063492063492,query_support_churn,1
A,w00_s004,-2,40.0,63,7,0.6349206349206349,query_support_churn,1
A,w00_s005,-2,33.5,52,7,0.6442307692307693,query_support_churn,1
A,w01_s000,-2,1.0,15,15,0.06666666666666667,query_support_churn,1
A,w01_s003,-2,15.0,15,15,1.0,query_support_churn,1
A,w02_s000,-2,38.0,63,7,0.6031746031746031,query_support_churn,1
A,w02_s001,-2,34.0,63,7,0.5396825396825397,query_support_churn,1
A,w02_s002,-2,21.0,63,8,0.3333333333333333,query_support_churn,1
A,w02_s003,-2,42.0,59,10,0.711864406779661,query_support_churn,1
A,w02_s004,-2,49.0,60,6,0.8166666666666667,query_support_churn,1
A,w03_s001,-2,0.0,1,1,0.0,query_support_churn,1
A,w03_s004,-2,3.0,3,2,1.0,query_support_churn,1
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_support_churn,1
A,w00_s000,-2,18.0,55,5,0.32727272727272727,query_support_churn,2
A,w00_s001,-2,36.0,39,13,0.9230769230769231,query_support_churn,2
A,w00_s002,-2,23.0,64,8,0.359375,query_support_churn,2
A,w00_s003,-2,13.0,63,9,0.20634920634920634,query_support_churn,2
A,w00_s004,-2,23.0,63,7,0.36507936507936506,query_support_churn,2
A,w00_s005,-2,20.0,52,7,0.38461538461538464,query_support_churn,2
A,w01_s000,-2,4.0,15,15,0.26666666666666666,query_support_churn,2
A,w01_s003,-2,15.0,15,15,1.0,query_support_churn,2
A,w02_s000,-2,41.0,63,7,0.6507936507936508,query_support_churn,2
A,w02_s001,-2,28.5,63,7,0.4523809523809524,query_support_churn,2
A,w02_s002,-2,22.0,63,8,0.3492063492063492,query_support_churn,2
A,w02_s003,-2,46.0,59,10,0.7796610169491526,query_support_churn,2
A,w02_s004,-2,46.0,60,6,0.7666666666666667,query_support_churn,2
A,w03_s001,-2,0.0,1,1,0.0,query_support_churn,2
A,w03_s004,-2,2.0,3,2,0.6666666666666666,query_support_churn,2
A,w03_s005,-2,1.0,14,1,0.07142857142857142,query_support_churn,2
A,w00_s000,-2,29.0,55,5,0.5272727272727272,query_support_churn,3
A,w00_s001,-2,33.0,39,13,0.8461538461538461,query_support_churn,3
A,w00_s002,-2,26.5,64,8,0.4140625,query_support_churn,3
A,w00_s003,-2,11.0,63,9,0.1746031746031746,query_support_churn,3
A,w00_s004,-2,25.0,63,7,0.3968253968253968,query_support_churn,3
A,w00_s005,-2,26.0,52,7,0.5,query_support_churn,3
A,w01_s000,-2,1.5,15,15,0.1,query_support_churn,3
A,w01_s003,-2,15.0,15,15,1.0,query_support_churn,3
A,w02_s000,-2,40.0,63,7,0.6349206349206349,query_support_churn,3
A,w02_s001,-2,34.0,63,7,0.5396825396825397,query_support_churn,3
A,w02_s002,-2,20.0,63,8,0.31746031746031744,query_support_churn,3
A,w02_s003,-2,43.0,59,10,0.7288135593220338,query_support_churn,3
A,w02_s004,-2,46.0,60,6,0.7666666666666667,query_support_churn,3
A,w03_s001,-2,0.0,1,1,0.0,query_support_churn,3
A,w03_s004,-2,3.0,3,2,1.0,query_support_churn,3
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_support_churn,3
A,w00_s000,-2,19.0,55,5,0.34545454545454546,query_support_churn,4
A,w00_s001,-2,26.0,39,13,0.6666666666666666,query_support_churn,4
A,w00_s002,-2,22.0,64,8,0.34375,query_support_churn,4
A,w00_s003,-2,13.0,63,9,0.20634920634920634,query_support_churn,4
A,w00_s004,-2,31.0,63,7,0.49206349206349204,query_support_churn,4
A,w00_s005,-2,23.0,52,7,0.4423076923076923,query_support_churn,4
A,w01_s000,-2,1.0,15,15,0.06666666666666667,query_support_churn,4
A,w01_s003,-2,15.0,15,15,1.0,query_support_churn,4
A,w02_s000,-2,37.0,63,7,0.5873015873015873,query_support_churn,4
A,w02_s001,-2,33.0,63,7,0.5238095238095238,query_support_churn,4
A,w02_s002,-2,21.0,63,8,0.3333333333333333,query_support_churn,4
A,w02_s003,-2,44.0,59,10,0.7457627118644068,query_support_churn,4
A,w02_s004,-2,42.0,60,6,0.7,query_support_churn,4
A,w03_s001,-2,0.0,1,1,0.0,query_support_churn,4
A,w03_s004,-2,3.0,3,2,1.0,query_support_churn,4
A,w03_s005,-2,1.0,14,1,0.07142857142857142,query_support_churn,4
A,w00_s000,-2,24.0,55,5,0.43636363636363634,query_support_churn,5
A,w00_s001,-2,32.0,39,13,0.8205128205128205,query_support_churn,5
A,w00_s002,-2,25.0,64,8,0.390625,query_support_churn,5
A,w00_s003,-2,6.5,63,9,0.10317460317460317,query_support_churn,5
A,w00_s004,-2,29.0,63,7,0.4603174603174603,query_support_churn,5
A,w00_s005,-2,30.0,52,7,0.5769230769230769,query_support_churn,5
A,w01_s000,-2,3.0,15,15,0.2,query_support_churn,5
A,w01_s003,-2,15.0,15,15,1.0,query_support_churn,5
A,w02_s000,-2,39.0,63,7,0.6190476190476191,query_support_churn,5
A,w02_s001,-2,31.0,63,7,0.49206349206349204,query_support_churn,5
A,w02_s002,-2,22.0,63,8,0.3492063492063492,query_support_churn,5
A,w02_s003,-2,45.0,59,10,0.7627118644067796,query_support_churn,5
A,w02_s004,-2,44.0,60,6,0.7333333333333333,query_support_churn,5
A,w03_s001,-2,0.0,1,1,0.0,query_support_churn,5
A,w03_s004,-2,2.0,3,2,0.6666666666666666,query_support_churn,5
A,w03_s005,-2,4.0,14,1,0.2857142857142857,query_support_churn,5
A,w00_s000,-2,21.0,55,5,0.38181818181818183,query_support_churn,6
A,w00_s001,-2,29.5,39,13,0.7564102564102564,query_support_churn,6
A,w00_s002,-2,23.0,64,8,0.359375,query_support_churn,6
A,w00_s003,-2,19.0,63,9,0.30158730158730157,query_support_churn,6
A,w00_s004,-2,36.0,63,7,0.5714285714285714,query_support_churn,6
A,w00_s005,-2,25.0,52,7,0.4807692307692308,query_support_churn,6
A,w01_s000,-2,2.0,15,15,0.13333333333333333,query_support_churn,6
A,w01_s003,-2,15.0,15,15,1.0,query_support_churn,6
A,w02_s000,-2,43.0,63,7,0.6825396825396826,query_support_churn,6
A,w02_s001,-2,34.0,63,7,0.5396825396825397,query_support_churn,6
A,w02_s002,-2,31.0,63,8,0.49206349206349204,query_support_churn,6
A,w02_s003,-2,35.0,59,10,0.5932203389830508,query_support_churn,6
A,w02_s004,-2,40.0,60,6,0.6666666666666666,query_support_churn,6
A,w03_s001,-2,0.5,1,1,0.5,query_support_churn,6
A,w03_s004,-2,2.0,3,2,0.6666666666666666,query_support_churn,6
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_support_churn,6
A,w00_s000,-2,14.0,55,5,0.2545454545454545,query_support_churn,7
A,w00_s001,-2,28.0,39,13,0.717948717948718,query_support_churn,7
A,w00_s002,-2,27.5,64,8,0.4296875,query_support_churn,7
A,w00_s003,-2,30.0,63,9,0.47619047619047616,query_support_churn,7
A,w00_s004,-2,26.5,63,7,0.42063492063492064,query_support_churn,7
A,w00_s005,-2,27.0,52,7,0.5192307692307693,query_support_churn,7
A,w01_s000,-2,3.0,15,15,0.2,query_support_churn,7
A,w01_s003,-2,11.0,15,15,0.7333333333333333,query_support_churn,7
A,w02_s000,-2,48.0,63,7,0.7619047619047619,query_support_churn,7
A,w02_s001,-2,31.0,63,7,0.49206349206349204,query_support_churn,7
A,w02_s002,-2,22.0,63,8,0.3492063492063492,query_support_churn,7
A,w02_s003,-2,41.0,59,10,0.6949152542372882,query_support_churn,7
A,w02_s004,-2,45.0,60,6,0.75,query_support_churn,7
A,w03_s001,-2,0.0,1,1,0.0,query_support_churn,7
A,w03_s004,-2,2.0,3,2,0.6666666666666666,query_support_churn,7
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_support_churn,7
A,w00_s000,-2,24.0,55,5,0.43636363636363634,query_support_churn,8
A,w00_s001,-2,36.0,39,13,0.9230769230769231,query_support_churn,8
A,w00_s002,-2,39.5,64,8,0.6171875,query_support_churn,8
A,w00_s003,-2,30.0,63,9,0.47619047619047616,query_support_churn,8
A,w00_s004,-2,25.0,63,7,0.3968253968253968,query_support_churn,8
A,w00_s005,-2,25.0,52,7,0.4807692307692308,query_support_churn,8
A,w01_s000,-2,6.0,15,15,0.4,query_support_churn,8
A,w01_s003,-2,15.0,15,15,1.0,query_support_churn,8
A,w02_s000,-2,50.0,63,7,0.7936507936507936,query_support_churn,8
A,w02_s001,-2,33.0,63,7,0.5238095238095238,query_support_churn,8
A,w02_s002,-2,21.0,63,8,0.3333333333333333,query_support_churn,8
A,w02_s003,-2,39.0,59,10,0.6610169491525424,query_support_churn,8
A,w02_s004,-2,53.0,60,6,0.8833333333333333,query_support_churn,8
A,w03_s001,-2,0.0,1,1,0.0,query_support_churn,8
A,w03_s004,-2,3.0,3,2,1.0,query_support_churn,8
A,w03_s005,-2,2.0,14,1,0.14285714285714285,query_support_churn,8
A,w00_s000,-2,36.0,55,5,0.6545454545454545,query_support_churn,9
A,w00_s001,-2,35.0,39,13,0.8974358974358975,query_support_churn,9
A,w00_s002,-2,46.5,64,8,0.7265625,query_support_churn,9
A,w00_s003,-2,26.5,63,9,0.42063492063492064,query_support_churn,9
A,w00_s004,-2,43.0,63,7,0.6825396825396826,query_support_churn,9
A,w00_s005,-2,27.5,52,7,0.5288461538461539,query_support_churn,9
A,w01_s000,-2,12.0,15,15,0.8,query_support_churn,9
A,w01_s003,-2,15.0,15,15,1.0,query_support_churn,9
A,w02_s000,-2,39.5,63,7,0.626984126984127,query_support_churn,9
A,w02_s001,-2,35.0,63,7,0.5555555555555556,query_support_churn,9
A,w02_s002,-2,24.0,63,8,0.38095238095238093,query_support_churn,9
A,w02_s003,-2,44.0,59,10,0.7457627118644068,query_support_churn,9
A,w02_s004,-2,49.0,60,6,0.8166666666666667,query_support_churn,9
A,w03_s001,-2,0.0,1,1,0.0,query_support_churn,9
A,w03_s004,-2,2.0,3,2,0.6666666666666666,query_support_churn,9
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_support_churn,9
A,w00_s000,-2,33.0,55,5,0.6,query_support_churn,10
A,w00_s001,-2,36.0,39,13,0.9230769230769231,query_support_churn,10
A,w00_s002,-2,39.0,64,8,0.609375,query_support_churn,10
A,w00_s003,-2,17.0,63,9,0.2698412698412698,query_support_churn,10
A,w00_s004,-2,32.5,63,7,0.5158730158730159,query_support_churn,10
A,w00_s005,-2,27.0,52,7,0.5192307692307693,query_support_churn,10
A,w01_s000,-2,9.0,15,15,0.6,query_support_churn,10
A,w01_s003,-2,15.0,15,15,1.0,query_support_churn,10
A,w02_s000,-2,36.0,63,7,0.5714285714285714,query_support_churn,10
A,w02_s001,-2,38.0,63,7,0.6031746031746031,query_support_churn,10
A,w02_s002,-2,33.0,63,8,0.5238095238095238,query_support_churn,10
A,w02_s003,-2,46.0,59,10,0.7796610169491526,query_support_churn,10
A,w02_s004,-2,49.0,60,6,0.8166666666666667,query_support_churn,10
A,w03_s001,-2,0.0,1,1,0.0,query_support_churn,10
A,w03_s004,-2,3.0,3,2,1.0,query_support_churn,10
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_support_churn,10
A,w00_s000,-2,22.0,55,5,0.4,query_exec_churn,1
A,w00_s001,-2,31.0,39,13,0.7948717948717948,query_exec_churn,1
A,w00_s002,-2,40.0,64,8,0.625,query_exec_churn,1
A,w00_s003,-2,23.0,63,9,0.36507936507936506,query_exec_churn,1
A,w00_s004,-2,40.0,63,7,0.6349206349206349,query_exec_churn,1
A,w00_s005,-2,33.0,52,7,0.6346153846153846,query_exec_churn,1
A,w01_s000,-2,1.0,15,15,0.06666666666666667,query_exec_churn,1
A,w01_s003,-2,15.0,15,15,1.0,query_exec_churn,1
A,w02_s000,-2,36.0,63,7,0.5714285714285714,query_exec_churn,1
A,w02_s001,-2,34.0,63,7,0.5396825396825397,query_exec_churn,1
A,w02_s002,-2,19.0,63,8,0.30158730158730157,query_exec_churn,1
A,w02_s003,-2,43.0,59,10,0.7288135593220338,query_exec_churn,1
A,w02_s004,-2,49.0,60,6,0.8166666666666667,query_exec_churn,1
A,w03_s001,-2,0.0,1,1,0.0,query_exec_churn,1
A,w03_s004,-2,3.0,3,2,1.0,query_exec_churn,1
A,w03_s005,-2,1.0,14,1,0.07142857142857142,query_exec_churn,1
A,w00_s000,-2,19.0,55,5,0.34545454545454546,query_exec_churn,2
A,w00_s001,-2,36.0,39,13,0.9230769230769231,query_exec_churn,2
A,w00_s002,-2,24.0,64,8,0.375,query_exec_churn,2
A,w00_s003,-2,13.0,63,9,0.20634920634920634,query_exec_churn,2
A,w00_s004,-2,24.0,63,7,0.38095238095238093,query_exec_churn,2
A,w00_s005,-2,20.0,52,7,0.38461538461538464,query_exec_churn,2
A,w01_s000,-2,4.0,15,15,0.26666666666666666,query_exec_churn,2
A,w01_s003,-2,15.0,15,15,1.0,query_exec_churn,2
A,w02_s000,-2,40.0,63,7,0.6349206349206349,query_exec_churn,2
A,w02_s001,-2,26.0,63,7,0.4126984126984127,query_exec_churn,2
A,w02_s002,-2,22.0,63,8,0.3492063492063492,query_exec_churn,2
A,w02_s003,-2,45.0,59,10,0.7627118644067796,query_exec_churn,2
A,w02_s004,-2,47.0,60,6,0.7833333333333333,query_exec_churn,2
A,w03_s001,-2,0.0,1,1,0.0,query_exec_churn,2
A,w03_s004,-2,1.0,3,2,0.3333333333333333,query_exec_churn,2
A,w03_s005,-2,1.0,14,1,0.07142857142857142,query_exec_churn,2
A,w00_s000,-2,28.0,55,5,0.509090909090909,query_exec_churn,3
A,w00_s001,-2,34.0,39,13,0.8717948717948718,query_exec_churn,3
A,w00_s002,-2,25.0,64,8,0.390625,query_exec_churn,3
A,w00_s003,-2,11.0,63,9,0.1746031746031746,query_exec_churn,3
A,w00_s004,-2,24.0,63,7,0.38095238095238093,query_exec_churn,3
A,w00_s005,-2,26.0,52,7,0.5,query_exec_churn,3
A,w01_s000,-2,1.0,15,15,0.06666666666666667,query_exec_churn,3
A,w01_s003,-2,15.0,15,15,1.0,query_exec_churn,3
A,w02_s000,-2,43.0,63,7,0.6825396825396826,query_exec_churn,3
A,w02_s001,-2,34.0,63,7,0.5396825396825397,query_exec_churn,3
A,w02_s002,-2,20.0,63,8,0.31746031746031744,query_exec_churn,3
A,w02_s003,-2,44.0,59,10,0.7457627118644068,query_exec_churn,3
A,w02_s004,-2,45.0,60,6,0.75,query_exec_churn,3
A,w03_s001,-2,0.0,1,1,0.0,query_exec_churn,3
A,w03_s004,-2,3.0,3,2,1.0,query_exec_churn,3
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_exec_churn,3
A,w00_s000,-2,19.0,55,5,0.34545454545454546,query_exec_churn,4
A,w00_s001,-2,26.0,39,13,0.6666666666666666,query_exec_churn,4
A,w00_s002,-2,23.0,64,8,0.359375,query_exec_churn,4
A,w00_s003,-2,12.0,63,9,0.19047619047619047,query_exec_churn,4
A,w00_s004,-2,31.0,63,7,0.49206349206349204,query_exec_churn,4
A,w00_s005,-2,22.0,52,7,0.4230769230769231,query_exec_churn,4
A,w01_s000,-2,1.0,15,15,0.06666666666666667,query_exec_churn,4
A,w01_s003,-2,15.0,15,15,1.0,query_exec_churn,4
A,w02_s000,-2,38.0,63,7,0.6031746031746031,query_exec_churn,4
A,w02_s001,-2,33.0,63,7,0.5238095238095238,query_exec_churn,4
A,w02_s002,-2,20.0,63,8,0.31746031746031744,query_exec_churn,4
A,w02_s003,-2,45.0,59,10,0.7627118644067796,query_exec_churn,4
A,w02_s004,-2,42.0,60,6,0.7,query_exec_churn,4
A,w03_s001,-2,0.0,1,1,0.0,query_exec_churn,4
A,w03_s004,-2,3.0,3,2,1.0,query_exec_churn,4
A,w03_s005,-2,1.0,14,1,0.07142857142857142,query_exec_churn,4
A,w00_s000,-2,24.0,55,5,0.43636363636363634,query_exec_churn,5
A,w00_s001,-2,34.0,39,13,0.8717948717948718,query_exec_churn,5
A,w00_s002,-2,25.0,64,8,0.390625,query_exec_churn,5
A,w00_s003,-2,5.0,63,9,0.07936507936507936,query_exec_churn,5
A,w00_s004,-2,28.0,63,7,0.4444444444444444,query_exec_churn,5
A,w00_s005,-2,31.0,52,7,0.5961538461538461,query_exec_churn,5
A,w01_s000,-2,3.0,15,15,0.2,query_exec_churn,5
A,w01_s003,-2,15.0,15,15,1.0,query_exec_churn,5
A,w02_s000,-2,39.0,63,7,0.6190476190476191,query_exec_churn,5
A,w02_s001,-2,31.0,63,7,0.49206349206349204,query_exec_churn,5
A,w02_s002,-2,22.0,63,8,0.3492063492063492,query_exec_churn,5
A,w02_s003,-2,44.0,59,10,0.7457627118644068,query_exec_churn,5
A,w02_s004,-2,44.0,60,6,0.7333333333333333,query_exec_churn,5
A,w03_s001,-2,0.0,1,1,0.0,query_exec_churn,5
A,w03_s004,-2,2.0,3,2,0.6666666666666666,query_exec_churn,5
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_exec_churn,5
A,w00_s000,-2,21.0,55,5,0.38181818181818183,query_exec_churn,6
A,w00_s001,-2,29.0,39,13,0.7435897435897436,query_exec_churn,6
A,w00_s002,-2,25.0,64,8,0.390625,query_exec_churn,6
A,w00_s003,-2,19.0,63,9,0.30158730158730157,query_exec_churn,6
A,w00_s004,-2,36.0,63,7,0.5714285714285714,query_exec_churn,6
A,w00_s005,-2,25.0,52,7,0.4807692307692308,query_exec_churn,6
A,w01_s000,-2,2.0,15,15,0.13333333333333333,query_exec_churn,6
A,w01_s003,-2,15.0,15,15,1.0,query_exec_churn,6
A,w02_s000,-2,43.0,63,7,0.6825396825396826,query_exec_churn,6
A,w02_s001,-2,33.0,63,7,0.5238095238095238,query_exec_churn,6
A,w02_s002,-2,31.0,63,8,0.49206349206349204,query_exec_churn,6
A,w02_s003,-2,37.0,59,10,0.6271186440677966,query_exec_churn,6
A,w02_s004,-2,41.0,60,6,0.6833333333333333,query_exec_churn,6
A,w03_s001,-2,1.0,1,1,1.0,query_exec_churn,6
A,w03_s004,-2,2.0,3,2,0.6666666666666666,query_exec_churn,6
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_exec_churn,6
A,w00_s000,-2,14.0,55,5,0.2545454545454545,query_exec_churn,7
A,w00_s001,-2,29.0,39,13,0.7435897435897436,query_exec_churn,7
A,w00_s002,-2,27.0,64,8,0.421875,query_exec_churn,7
A,w00_s003,-2,29.0,63,9,0.4603174603174603,query_exec_churn,7
A,w00_s004,-2,26.0,63,7,0.4126984126984127,query_exec_churn,7
A,w00_s005,-2,27.0,52,7,0.5192307692307693,query_exec_churn,7
A,w01_s000,-2,3.0,15,15,0.2,query_exec_churn,7
A,w01_s003,-2,11.0,15,15,0.7333333333333333,query_exec_churn,7
A,w02_s000,-2,47.0,63,7,0.746031746031746,query_exec_churn,7
A,w02_s001,-2,30.0,63,7,0.47619047619047616,query_exec_churn,7
A,w02_s002,-2,22.0,63,8,0.3492063492063492,query_exec_churn,7
A,w02_s003,-2,39.0,59,10,0.6610169491525424,query_exec_churn,7
A,w02_s004,-2,45.0,60,6,0.75,query_exec_churn,7
A,w03_s001,-2,0.0,1,1,0.0,query_exec_churn,7
A,w03_s004,-2,2.0,3,2,0.6666666666666666,query_exec_churn,7
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_exec_churn,7
A,w00_s000,-2,24.0,55,5,0.43636363636363634,query_exec_churn,8
A,w00_s001,-2,36.0,39,13,0.9230769230769231,query_exec_churn,8
A,w00_s002,-2,43.0,64,8,0.671875,query_exec_churn,8
A,w00_s003,-2,30.0,63,9,0.47619047619047616,query_exec_churn,8
A,w00_s004,-2,26.0,63,7,0.4126984126984127,query_exec_churn,8
A,w00_s005,-2,26.0,52,7,0.5,query_exec_churn,8
A,w01_s000,-2,6.0,15,15,0.4,query_exec_churn,8
A,w01_s003,-2,15.0,15,15,1.0,query_exec_churn,8
A,w02_s000,-2,50.0,63,7,0.7936507936507936,query_exec_churn,8
A,w02_s001,-2,34.0,63,7,0.5396825396825397,query_exec_churn,8
A,w02_s002,-2,23.0,63,8,0.36507936507936506,query_exec_churn,8
A,w02_s003,-2,40.0,59,10,0.6779661016949152,query_exec_churn,8
A,w02_s004,-2,54.0,60,6,0.9,query_exec_churn,8
A,w03_s001,-2,0.0,1,1,0.0,query_exec_churn,8
A,w03_s004,-2,3.0,3,2,1.0,query_exec_churn,8
A,w03_s005,-2,2.0,14,1,0.14285714285714285,query_exec_churn,8
A,w00_s000,-2,36.0,55,5,0.6545454545454545,query_exec_churn,9
A,w00_s001,-2,35.0,39,13,0.8974358974358975,query_exec_churn,9
A,w00_s002,-2,48.0,64,8,0.75,query_exec_churn,9
A,w00_s003,-2,25.0,63,9,0.3968253968253968,query_exec_churn,9
A,w00_s004,-2,45.0,63,7,0.7142857142857143,query_exec_churn,9
A,w00_s005,-2,27.0,52,7,0.5192307692307693,query_exec_churn,9
A,w01_s000,-2,12.0,15,15,0.8,query_exec_churn,9
A,w01_s003,-2,15.0,15,15,1.0,query_exec_churn,9
A,w02_s000,-2,38.0,63,7,0.6031746031746031,query_exec_churn,9
A,w02_s001,-2,36.0,63,7,0.5714285714285714,query_exec_churn,9
A,w02_s002,-2,22.0,63,8,0.3492063492063492,query_exec_churn,9
A,w02_s003,-2,44.0,59,10,0.7457627118644068,query_exec_churn,9
A,w02_s004,-2,49.0,60,6,0.8166666666666667,query_exec_churn,9
A,w03_s001,-2,0.0,1,1,0.0,query_exec_churn,9
A,w03_s004,-2,2.0,3,2,0.6666666666666666,query_exec_churn,9
A,w03_s005,-2,2.0,14,1,0.14285714285714285,query_exec_churn,9
A,w00_s000,-2,33.0,55,5,0.6,query_exec_churn,10
A,w00_s001,-2,36.0,39,13,0.9230769230769231,query_exec_churn,10
A,w00_s002,-2,39.0,64,8,0.609375,query_exec_churn,10
A,w00_s003,-2,17.0,63,9,0.2698412698412698,query_exec_churn,10
A,w00_s004,-2,33.0,63,7,0.5238095238095238,query_exec_churn,10
A,w00_s005,-2,27.0,52,7,0.5192307692307693,query_exec_churn,10
A,w01_s000,-2,10.0,15,15,0.6666666666666666,query_exec_churn,10
A,w01_s003,-2,15.0,15,15,1.0,query_exec_churn,10
A,w02_s000,-2,39.0,63,7,0.6190476190476191,query_exec_churn,10
A,w02_s001,-2,38.0,63,7,0.6031746031746031,query_exec_churn,10
A,w02_s002,-2,33.0,63,8,0.5238095238095238,query_exec_churn,10
A,w02_s003,-2,45.0,59,10,0.7627118644067796,query_exec_churn,10
A,w02_s004,-2,49.0,60,6,0.8166666666666667,query_exec_churn,10
A,w03_s001,-2,0.0,1,1,0.0,query_exec_churn,10
A,w03_s004,-2,3.0,3,2,1.0,query_exec_churn,10
A,w03_s005,-2,3.0,14,1,0.21428571428571427,query_exec_churn,10
B,0,-2,64.5,112,4,0.5758928571428571,top45_margin,1
B,10,-2,154.0,192,17,0.8020833333333334,top45_margin,1
B,16,-2,2.0,3,1,0.6666666666666666,top45_margin,1
B,20,-2,13.0,37,2,0.35135135135135137,top45_margin,1
B,23,-2,2.0,3,1,0.6666666666666666,top45_margin,1
B,26,-2,90.0,117,6,0.7692307692307693,top45_margin,1
B,3,-2,117.0,180,10,0.65,top45_margin,1
B,39,-2,96.5,132,5,0.7310606060606061,top45_margin,1
B,42,-2,73.5,152,8,0.48355263157894735,top45_margin,1
B,7,-2,5.0,8,3,0.625,top45_margin,1
B,0,-2,69.0,112,4,0.6160714285714286,top45_margin,2
B,10,-2,103.5,192,17,0.5390625,top45_margin,2
B,16,-2,1.0,3,1,0.3333333333333333,top45_margin,2
B,20,-2,28.0,37,2,0.7567567567567568,top45_margin,2
B,23,-2,1.0,3,1,0.3333333333333333,top45_margin,2
B,26,-2,56.0,117,6,0.47863247863247865,top45_margin,2
B,3,-2,115.5,180,10,0.6416666666666667,top45_margin,2
B,39,-2,80.0,132,5,0.6060606060606061,top45_margin,2
B,42,-2,78.0,152,8,0.5131578947368421,top45_margin,2
B,7,-2,3.0,8,3,0.375,top45_margin,2
B,0,-2,91.0,112,4,0.8125,top45_margin,3
B,10,-2,108.5,192,17,0.5651041666666666,top45_margin,3
B,16,-2,0.0,3,1,0.0,top45_margin,3
B,20,-2,24.0,37,2,0.6486486486486487,top45_margin,3
B,23,-2,0.0,3,1,0.0,top45_margin,3
B,26,-2,87.0,117,6,0.7435897435897436,top45_margin,3
