fold,suite,method,scope,budget,global_row,first_alarm,failed_goal_release,drop_goal_release,reason
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11014,9,23.0,23.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11015,10,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11016,30,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11017,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11019,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11020,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11021,18,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11023,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11036,37,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11039,34,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11042,36,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11044,37,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11045,30,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11047,46,20.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11073,35,,,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11078,36,38.0,38.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11080,18,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11083,35,22.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11098,12,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11103,12,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11105,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11106,36,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11107,11,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11108,11,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11109,36,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11110,39,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11111,30,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11112,11,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11113,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11114,10,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11115,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11116,10,21.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11117,10,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11118,10,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11119,10,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11121,11,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11122,11,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11124,10,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11125,10,41.0,41.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11126,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11127,10,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11128,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11129,18,18.0,18.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11130,18,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11131,36,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11132,18,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11133,36,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11134,18,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11135,18,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11137,32,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11139,35,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11140,34,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11142,44,19.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11143,35,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11154,30,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11156,33,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11157,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11158,33,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11177,29,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11178,29,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11180,30,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11181,29,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11182,36,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11184,36,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11185,31,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11186,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11187,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11189,30,,,approached_target_without_observed_contact
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11190,37,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11191,32,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11193,29,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11195,28,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11196,28,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11197,29,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11198,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11199,29,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11608,11,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11610,10,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11613,10,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11614,11,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11615,10,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11624,7,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11625,7,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11626,7,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11627,7,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11628,7,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11630,7,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11631,7,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11634,22,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11637,25,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11639,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11754,38,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11758,27,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11788,33,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11790,28,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11791,15,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11904,15,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11905,35,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11906,15,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11907,14,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11908,14,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11909,13,,,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11910,14,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11911,14,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11978,14,8.0,8.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,unseen,0.05,11981,39,8.0,8.0,object_released_outside_goal
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,13377,24,,,timeout_while_holding_target
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14006,29,10.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14162,30,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14272,29,10.0,,goal_predicate_regressed
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14856,28,24.0,24.0,object_released_outside_goal
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14858,37,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14881,26,,,object_moved_but_goal_unmet
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14909,30,24.0,24.0,object_released_outside_goal
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14938,27,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14961,25,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14965,26,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,14967,27,,,stable_grasp_not_observed
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,15761,20,23.0,23.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,15762,25,22.0,22.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,15764,24,22.0,22.0,object_released_or_dropped_before_goal
libero_long_20260908,libero_long,success_calibration_budget,seen,0.05,15766,15,20.0,20.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,unseen,0.05,8540,-1,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,unlabeled_reference_budget,unseen,0.05,8684,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,unseen,0.05,8686,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,unseen,0.05,8719,-1,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,unlabeled_reference_budget,unseen,0.05,9392,35,,,mechanism_threshold_not_reached
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,10893,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,10895,-1,,,approached_target_without_observed_contact
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,10970,-1,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,10971,-1,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,10972,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,10973,-1,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,10975,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11080,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11083,-1,22.0,,goal_predicate_regressed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11121,45,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11122,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11124,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11125,-1,41.0,41.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11126,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11127,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11788,35,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11790,36,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,11791,-1,,,timeout_while_holding_target
libero_long_20260909,libero_long,unlabeled_reference_budget,unseen,0.05,13377,30,,,timeout_while_holding_target
libero_long_20260909,libero_long,unlabeled_reference_budget,unseen,0.05,13408,-1,,,approached_target_without_observed_contact
libero_long_20260909,libero_long,unlabeled_reference_budget,unseen,0.05,13465,34,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,unseen,0.05,13530,-1,,,timeout_while_holding_target
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14162,-1,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14270,-1,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14320,50,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14321,50,41.0,41.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14322,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14323,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14324,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14325,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14891,31,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14894,32,13.0,13.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14895,35,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14961,34,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14965,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14967,45,,,stable_grasp_not_observed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14968,29,11.0,11.0,goal_predicate_regressed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14969,29,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14970,29,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14971,30,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14972,30,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14973,26,12.0,12.0,goal_predicate_regressed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14974,25,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14975,32,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14988,36,11.0,11.0,goal_predicate_regressed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14989,49,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,14991,50,10.0,10.0,goal_predicate_regressed
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,15065,31,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,15080,37,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,15761,30,23.0,23.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,15762,29,22.0,22.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,15764,31,22.0,22.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,unlabeled_reference_budget,seen,0.05,15766,29,20.0,20.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,unseen,0.05,8540,35,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,success_calibration_budget,unseen,0.05,8684,40,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,unseen,0.05,8686,43,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,unseen,0.05,8719,35,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,success_calibration_budget,unseen,0.05,9392,29,,,mechanism_threshold_not_reached
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,10893,31,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,10895,37,,,approached_target_without_observed_contact
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,10970,45,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,10971,34,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,10972,34,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,10973,-1,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,10975,33,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11080,36,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11083,36,22.0,,goal_predicate_regressed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11121,32,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11122,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11124,35,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11125,-1,41.0,41.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11126,34,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11127,35,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11788,35,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11790,29,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,11791,16,,,timeout_while_holding_target
libero_long_20260909,libero_long,success_calibration_budget,unseen,0.05,13377,25,,,timeout_while_holding_target
libero_long_20260909,libero_long,success_calibration_budget,unseen,0.05,13408,22,,,approached_target_without_observed_contact
libero_long_20260909,libero_long,success_calibration_budget,unseen,0.05,13465,32,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,unseen,0.05,13530,-1,,,timeout_while_holding_target
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14162,30,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14270,-1,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14320,25,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14321,31,41.0,41.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14322,26,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14323,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14324,-1,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14325,25,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14891,30,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14894,32,13.0,13.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14895,34,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14961,28,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14965,27,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14967,28,,,stable_grasp_not_observed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14968,29,11.0,11.0,goal_predicate_regressed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14969,28,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14970,28,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14971,29,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14972,29,12.0,12.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14973,26,12.0,12.0,goal_predicate_regressed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14974,25,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14975,28,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14988,28,11.0,11.0,goal_predicate_regressed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14989,31,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,14991,30,10.0,10.0,goal_predicate_regressed
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,15065,31,11.0,11.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,15080,36,,,object_moved_but_goal_unmet
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,15761,24,23.0,23.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,15762,27,22.0,22.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,15764,25,22.0,22.0,object_released_or_dropped_before_goal
libero_long_20260909,libero_long,success_calibration_budget,seen,0.05,15766,24,20.0,20.0,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,unlabeled_reference_budget,unseen,0.05,16564,19,9.0,9.0,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,unlabeled_reference_budget,unseen,0.05,16674,21,11.0,11.0,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,unlabeled_reference_budget,unseen,0.05,16728,-1,,,object_moved_but_goal_unmet
libero_object_20260907,libero_object,unlabeled_reference_budget,seen,0.05,17307,12,,,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,unlabeled_reference_budget,seen,0.05,17533,19,,,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,unlabeled_reference_budget,unseen,0.05,20799,20,15.0,15.0,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,unlabeled_reference_budget,seen,0.05,21308,14,,,timeout_while_holding_target
libero_object_20260907,libero_object,unlabeled_reference_budget,seen,0.05,23857,18,,,object_moved_but_goal_unmet
libero_object_20260907,libero_object,unlabeled_reference_budget,seen,0.05,23858,24,,,object_moved_but_goal_unmet
libero_object_20260907,libero_object,unlabeled_reference_budget,seen,0.05,23859,23,,,object_moved_but_goal_unmet
libero_object_20260907,libero_object,unlabeled_reference_budget,seen,0.05,23862,18,19.0,19.0,object_released_outside_goal
libero_object_20260907,libero_object,success_calibration_budget,unseen,0.05,16564,19,9.0,9.0,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,success_calibration_budget,unseen,0.05,16674,21,11.0,11.0,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,success_calibration_budget,unseen,0.05,16728,-1,,,object_moved_but_goal_unmet
libero_object_20260907,libero_object,success_calibration_budget,seen,0.05,17307,12,,,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,success_calibration_budget,seen,0.05,17533,20,,,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,success_calibration_budget,unseen,0.05,20799,20,15.0,15.0,object_released_or_dropped_before_goal
libero_object_20260907,libero_object,success_calibration_budget,seen,0.05,21308,14,,,timeout_while_holding_target
libero_object_20260907,libero_object,success_calibration_budget,seen,0.05,23857,18,,,object_moved_but_goal_unmet
libero_object_20260907,libero_object,success_calibration_budget,seen,0.05,23858,-1,,,object_moved_but_goal_unmet
libero_object_20260907,libero_object,success_calibration_budget,seen,0.05,23859,23,,,object_moved_but_goal_unmet
libero_object_20260907,libero_object,success_calibration_budget,seen,0.05,23862,18,19.0,19.0,object_released_outside_goal
libero_object_20260908,libero_object,unlabeled_reference_budget,unseen,0.05,16564,19,9.0,9.0,object_released_or_dropped_before_goal
libero_object_20260908,libero_object,unlabeled_reference_budget,unseen,0.05,16674,21,11.0,11.0,object_released_or_dropped_before_goal
